,text,gpt_out
69,"point face, square and triangle head","['point face', 'square and triangle head']"
70,gown,['gown']
71,skii,There is no description of an image in the given text.
72,"It like a man lying down with his arms outstretched, No out to either side raised up near his head, No feet","['a man lying down with his arms outstretched', 'No out to either side raised up near his head', 'No feet']"
73,"man lying halfway down arms behind his back out to the right of the picture, No feet","['man lying halfway down arms behind his back out to the right of the picture', 'No feet']"
74,It's like a windmill on top of a mountain,['a windmill on top of a mountain']
75,like a man kneeling down facing the viewer,['a man kneeling down facing the viewer']
76,"like a man standing up reading a book, kind of like a priest, straight up","['like a man standing up reading a book', 'kind of like a priest', 'straight up']"
77,"man standing on one foot, like he's marching or dancing","['man standing on one foot, like he's marching or dancing']"
78,man standing one arm out other side of body is like he's wearing a cloak,"['man standing', 'one arm out', 'other side of body', ""he's wearing a cloak""]"
79,man kneeling holding something out in front of him,['man kneeling holding something out in front of him']
80,"man sitting down, facing left, feet out in front of him","['man sitting down, facing left, feet out in front of him']"
81,"man facing right, knees slightly bent holding something in front of him","['man facing right', 'knees slightly bent', 'holding something in front of him']"
82,"man standing on one leg, looks like he's ice skating","['man standing on one leg, looks like he's ice skating']"
83,"man kneeling down, head bowed arms out wide, facing right, looks like he's bowing to someone","['man kneeling down', 'head bowed', 'arms out wide', 'facing right', ""looks like he's bowing to someone""]"
84,man facing right sitting down looks like he's sleeping,['man facing right sitting down looks like he\'s sleeping']
85,man ice-skating facing left,['man ice-skating facing left']
86,"man facing right, kneeling and bowing with arms out wide","['man facing right, kneeling and bowing with arms out wide']"
87,man lying on back arms outstretched and raised up,['man lying on back arms outstretched and raised up']
88,man facing right knees bowed slightly holding something out in front,"['man facing right', 'knees bowed slightly', 'holding something out in front']"
89,man facing right kneeling and holding something out in front,"['man facing right', 'kneeling', 'holding something out in front']"
90,"man facing left, lying with arms out behind him","['man facing left, lying with arms out behind him']"
91,man marching one foot off the ground looks like he's carrying a flag,"['man marching one foot off the ground', ""he's carrying a flag""]"
92,"man standing facing right left arm stretched out like he's pointing, *pointing*, looks like he has a cloak down his right side","['man standing facing right', 'left arm stretched out like he's pointing', 'looks like he has a cloak down his right side']"
93,man facing left sitting down legs out in front,['man facing left sitting down legs out in front']
94,"standing facing left looks like he's reading a book, no, standing straight up","['standing facing left', ""looks like he's reading a book"", 'standing straight up']"
95,kneeling facing the viewer,['kneeling facing the viewer']
96,lying down arms out wide and raised up,['lying down arms out wide and raised up']
97,kneeling facing right arms out head bowed,"['kneeling facing right', 'arms out', 'head bowed']"
98,facing right knees bent holding something out in front,"['facing right', 'knees bent', 'holding something out in front']"
99,marching foot raised in front carrying a flag,['marching foot raised in front carrying a flag']
100,kneeling facing the viewer,['kneeling facing the viewer']
101,kneeling facing right holding something out in front,"['kneeling facing right', 'holding something out in front']"
102,lying down facing left arms out wide and behind him,['lying down facing left arms out wide and behind him']
103,standing facing right left arm pointing,"['standing facing right', 'left arm pointing']"
104,facing left ice-skating,"['facing left', 'ice-skating']"
105,lying down facing right windmill on head!,"['lying down facing right', 'windmill on head']"
106,sitting facing left feet out in front,"['sitting facing left', 'feet out in front']"
107,standing facing left reading a book,['standing facing left reading a book']
108,windmill man,['windmill man']
109,knees bent facing right,['knees bent facing right']
110,ice-skater,['ice-skater']
111,kneeling facing right,['kneeling facing right']
112,standing a pointing facing right,"['standing', 'pointing', 'facing right']"
113,standing facing left reading book,['standing facing left reading book']
114,marching with flag,['marching with flag']
115,sitting facing left feet out in front,"['sitting facing left', 'feet out in front']"
116,lying on back arms out and raised up,['lying on back arms out and raised up']
117,facing right kneeling head bowed arms out wide,"['facing right', 'kneeling', 'head bowed', 'arms out wide']"
118,kneeling facing viewer,['kneeling facing viewer']
119,facing left sitting arms out wide behind,"['facing left', 'sitting', 'arms out wide behind']"
120,windmill man,['windmill man']
121,lying on back arms out wide and raised up,['lying on back arms out wide and raised up']
122,facing right kneeling head bowed arms out wide,"['facing right', 'kneeling', 'head bowed', 'arms out wide']"
123,kneeling facing viewer,['kneeling facing viewer']
124,facing right knees bent,"['facing right', 'knees bent']"
125,sitting lying facing left with arms out wide behind,['sitting lying facing left with arms out wide behind']
126,ice-skating,['ice-skating']
127,facing left standing reading book,"['facing left', 'standing', 'reading book']"
128,facing right standing arm pointing,"['facing right', 'standing', 'arm pointing']"
129,facing right kneeling holding something out in front,"['facing right', 'kneeling', 'holding something out in front']"
130,marching with flag,['marching with flag']
131,facing left sitting down legs out in front,"['facing left', 'sitting down', 'legs out in front']"
132,standing facing left reading book,['standing facing left reading book']
133,standing facing right pointing,['standing facing right pointing']
134,facing right knees bent,"['facing right', 'knees bent']"
135,facing left sitting lying arms out wide behind,"['facing left', 'sitting', 'lying', 'arms out wide', 'behind']"
136,sitting facing left feet out in front,"['sitting facing left', 'feet out in front']"
137,marching with flag,['marching with flag']
138,lying on back arms out wide and raised up,['lying on back arms out wide and raised up']
139,kneeling facing viewer,['kneeling facing viewer']
140,facing right kneeling head bowed arms stretched out,"['facing right', 'kneeling', 'head bowed', 'arms stretched out']"
141,windmill guy,['windmill guy']
142,facing right kneeling holding something out in front,"['facing right', 'kneeling', 'holding something out in front']"
143,ice-skating man,['ice-skating man']
144,Mouse looking forward but slightly up,['Mouse looking forward but slightly up']
145,Looks like a buddha praying while standing up straight,['a buddha praying while standing up straight']
146,Looks like a buddha praying with knees bent slightly forward,['a buddha praying with knees bent slightly forward']
147,"A person sitting with their knees up and hands supporting them behind, face down","['A person sitting with their knees up and hands supporting them behind, face down']"
148,"person looking down, sitting with knees bent upwards","['person looking down', 'sitting with knees bent upwards']"
149,"person standing, reaching two arms forward, standing on one leg with the other pointing backwards","['person standing', 'reaching two arms forward', 'standing on one leg', 'with the other pointing backwards']"
150,"diamond head, a weird shaped body The left side of the body is shaped like an L","['diamond head', 'a weird shaped body', 'The left side of the body is shaped like an L']"
151,"It looks like a dog with sharp triangle ears on thee right, balancing a diamond ball on its nose","['a dog with sharp triangle ears on the right', 'balancing a diamond ball on its nose']"
152,"A person looking downwards, standing on one leg, kicking the second leg forward A diamond is on the back of the neck or top shoulders on the right side","['A person looking downwards, standing on one leg, kicking the second leg forward', 'A diamond is on the back of the neck or top shoulders on the right side']"
153,"A person with a diamond head standing skew to the left, holding both arms up in a shrug","['A person with a diamond head standing skew to the left, holding both arms up in a shrug']"
154,"person sitting on the group with the knees towards them and the heels of their feet touching the ground Diamond head, ground, sitting on ground","['person sitting on the ground with the knees towards them and the heels of their feet touching the ground', 'Diamond head', 'ground', 'sitting on ground']"
155,"person that it shaped like s cylindrical burrito standing up, but the bottom part is skewed to the right diamond head","['shaped like a cylindrical burrito standing up', 'the bottom part is skewed to the right', 'diamond head']"
156,person sitting on ground with knees facing them Square head looking down with two triangles on top of head,"['person sitting on ground with knees facing them', 'Square head looking down with two triangles on top of head']"
157,person shrugging with both arms up,['person shrugging with both arms up']
158,"person sitting on the ground with knees up triangle is on the right side, its like arms holding them Square head","['person sitting on the ground with knees up', 'triangle is on the right side, its like arms holding them', 'Square head']"
159,buddha praying with knees slightly bent downwards,['buddha praying with knees slightly bent downwards']
160,"person looking down standing straight standing on one leg, kicking the second leg forward square on back","['person looking down', 'standing straight', 'standing on one leg', 'kicking the second leg forward', 'square on back']"
161,diamond head resting on a straight surface the body is a weird shape,"['diamond head resting on a straight surface', 'the body is a weird shape']"
162,dog with sharp triangular ears holding diamond ball up,"['dog with sharp triangular ears', 'holding diamond ball up']"
163,"person leaning forward, standing on one leg and kicking the second backwards reaching two arms forward","['person leaning forward', 'standing on one leg', 'kicking the second backwards', 'reaching two arms forward']"
164,"mouse with sharp triangle nose, a triangle behind its head on the right, and a diamond on the head","['mouse with sharp triangle nose', 'a triangle behind its head on the right', 'a diamond on the head']"
165,buddha praying with diamond head,['buddha praying with diamond head']
166,burrito shaped person folded to the right with diamond head,['burrito shaped person folded to the right with diamond head']
167,"person sitting on the ground knees bent towards them heels touching the ground, toes facing up","['person sitting on the ground knees bent towards them heels touching the ground, toes facing up']"
168,mouse,['mouse']
169,"person standing on leg, reaching two arms forward one leg backwards","['person standing on leg', 'reaching two arms forward', 'one leg backwards']"
170,burrito shape folded to the right with diamond head,['burrito shape folded to the right with diamond head']
171,buddha praying standing up straight,['buddha praying standing up straight']
172,mouse sitting with knees towards them,['mouse sitting with knees towards them']
173,"person standing skewed to the left, two arms lifted in a shrug","['person standing skewed to the left, two arms lifted in a shrug']"
174,"person sitting on ground with knees towards them heels touching the ground, toes faced up","['person sitting on ground with knees towards them heels touching the ground, toes faced up']"
175,mouse sitting on the ground with knees towards them square face with two triangles on head facing the right,"['mouse sitting on the ground with knees towards them', 'square face with two triangles on head facing the right']"
176,buddha praying with knees slightly bent,['buddha praying with knees slightly bent']
177,"bird looking down at foot kicked out, standing on the other foot, diamond on the back","['bird looking down at foot kicked out', 'standing on the other foot', 'diamond on the back']"
178,"diamond head on straight surface table, table",['diamond head on straight surface table']
179,dog holding diamond ball up on nose,['dog holding diamond ball up on nose']
180,buddha praying standing up straight,['buddha praying standing up straight']
181,diamond on straight surface table,['diamond on straight surface table']
182,mouse,['mouse']
183,mouse sitting with knees bent towards them diamond head,['mouse sitting with knees bent towards them diamond head']
184,"two arms reached forward, standing on one left kicking second leg backwards","['two arms reached forward', 'standing on one left', 'kicking second leg backwards']"
185,dog holding diamond ball on nose,['dog holding diamond ball on nose']
186,"person skewed to the left, holding both arms up in a shrug","['person skewed to the left, holding both arms up in a shrug']"
187,"bird looking down at leg standing one leg, kicking the other forward diamond on the back","['bird looking down at leg standing one leg', 'kicking the other forward', 'diamond on the back']"
188,"person sitting on the floor with knees bent towards them heels touching the ground, toes facing up","['person sitting on the floor with knees bent towards them heels touching the ground, toes facing up']"
189,mouse looking down with two triangles on head and square face,"['mouse looking down', 'two triangles on head', 'square face']"
190,buddha praying with slightly bent knees,['buddha praying with slightly bent knees']
191,burrito shaped person folded to the right,['burrito shaped person folded to the right']
192,"person sitting with knees bent toes up, heels touching ground","['person sitting with knees bent toes up, heels touching ground']"
193,mountain with square and two triangles on the top,['mountain with square and two triangles on the top']
194,buddha praying with bent knees,['buddha praying with bent knees']
195,"person reaching two arms forward, kicking leg back","['person reaching two arms forward, kicking leg back']"
196,mouse,['mouse']
197,bird looking down at leg,['bird looking down at leg']
198,mouse sitting with bent knees,['mouse sitting with bent knees']
199,buddha praying,['buddha praying']
200,dog holding ball on nose,['dog holding ball on nose']
201,"person skewed to the left, holding two arms up","['person skewed to the left, holding two arms up']"
202,diamond on straight surface table,['diamond on straight surface table']
203,burrito,['burrito']
204,buddha praying standing straight,['buddha praying standing straight']
205,"two arms forwards, one leg back","['two arms forwards, one leg back']"
206,mouse with knees bent,['mouse with knees bent']
207,buddha praying bent knees,['buddha praying bent knees']
208,mouse,['mouse']
209,mountain,['mountain']
210,lifting two arms up,['lifting two arms up']
211,dog,There is no description of the image in the given text.
212,burrito,['burrito']
213,"sitting bent knees heels touching ground, toes up","['sitting bent knees heels touching ground, toes up']"
214,table,['table']
215,bird,['bird']
216,flat on the left side with the diamond on top and a point on the right top side and bottom side,"['flat on the left side', 'diamond on top', 'point on the right top side', 'bottom side']"
217,"like a man with one leg in the air and his head bent backwards, he is standing facing the left and his leg is lifted in front of him, his hands are like a praying mantis, and he is standing upright, not leaning over","['like a man with one leg in the air and his head bent backwards', 'he is standing facing the left and his leg is lifted in front of him', 'his hands are like a praying mantis', 'he is standing upright, not leaning over']"
218,"looks like a person on their knees praying with a book in front of them, their head is upright and they are crouching, thin","['a person on their knees praying with a book in front of them, their head is upright and they are crouching, thin']"
219,"a man standing up and facing to the left, very plain looking, straight body, with a small triangle on the bottom left, as their foot, yes","['a man standing up and facing to the left', 'very plain looking', 'straight body', 'with a small triangle on the bottom left, as their foot']"
220,"like a bunny with two big triangle ears, the body is facing to the right","['like a bunny with two big triangle ears, the body is facing to the right']"
221,"a bunny with one ear square and one triangle, the body is facing to the left, it has the square on the left side more and the two smaller triangles on the right sticking out, no not vase shaped, it is sort of sloped o the left from the waist down","['a bunny with one ear square and one triangle', 'the body is facing to the left', 'it has the square on the left side more and the two smaller triangles on the right sticking out', 'no not vase shaped', 'it is sort of sloped o the left from the waist down']"
222,like a man sitting down with his leg bent and pointing to the left,['a man sitting down with his leg bent and pointing to the left']
223,"the most plain figure, the head is on top neatly and the body is very straight except for on the bottom right there is a triangle sticking out","['the most plain figure', 'the head is on top neatly', 'the body is very straight', 'on the bottom right there is a triangle sticking out']"
224,"like a person leaning to the left with both their hands up in the air, their hands are pointing upwards","['a person leaning to the left with both their hands up in the air, their hands are pointing upwards']"
225,"a figure skater with one foot in the air doing a pirouette, their arms are two triangles pointing to the left","['a figure skater with one foot in the air doing a pirouette', 'their arms are two triangles pointing to the left']"
226,"a person with bend knees facing the the right, and they have a triangle facing the right side, their knees and bent in a zig zag","['a person with bend knees facing the the right', 'they have a triangle facing the right side', 'their knees and bent in a zig zag']"
227,"square on top with two upside down triangles on each side and a weird amorphous body, on the bottom left side is a triangle facing up, from the arms down they are mish-mashed","['square on top with two upside down triangles on each side and a weird amorphous body', 'on the bottom left side is a triangle facing up', 'from the arms down they are mish-mashed']"
228,"person on their knees with a triangle coming out on the right side, there is a hook coming out the bottom left","['person on their knees with a triangle coming out on the right side', 'there is a hook coming out the bottom left']"
229,person sitting down with bent legs facing left,['person sitting down with bent legs facing left']
230,"bunny facing the right, two triangle ears","['bunny facing the right', 'two triangle ears']"
231,"person with one foot in the air, their arms are like a praying mantis","['person with one foot in the air', 'their arms are like a praying mantis']"
232,"straight up standing person with their arm facing left, something draped over their arm","['straight up standing person with their arm facing left, something draped over their arm']"
233,"plain figure, with a triangle on the right, flat straight body except that and the missing section on the bottom left","['plain figure', 'triangle on the right', 'flat straight body', 'missing section on the bottom left']"
234,"two small triangles on the right side, with the body making a backwards L","['two small triangles on the right side', 'body making a backwards L']"
235,"square on top, inverted triangle arms, mish mashed body","['square on top', 'inverted triangle arms', 'mish mashed body']"
236,totally flat on the left side,['totally flat on the left side']
237,figure skater,['figure skater']
238,"bent legs, with an inverted triangle arm on the right side","['bent legs', 'with an inverted triangle arm on the right side']"
239,"leaning back, hands in the air","['leaning back, hands in the air']"
240,"plain figure, with a triangle on the right side","['plain figure', 'triangle on the right side']"
241,mishmashed vase shaped body,['mishmashed vase shaped body']
242,"lean back, hands in air","['lean back, hands in air']"
243,bunny,['bunny']
244,"bent legs, no hook","['bent legs, no hook']"
245,"praying mantis arms, one foot in the air","['praying mantis arms', 'one foot in the air']"
246,flat on the left,['flat on the left']
247,sitting down with bent legs facing left,['sitting down with bent legs facing left']
248,"bent legs, hook","['bent legs', 'hook']"
249,"standing straight, draped on arm","['standing straight, draped on arm']"
250,figure skater,['figure skater']
251,"backwards L body, two triangles on the right side, the two arm triangles are on the right side, the head is on top on the left","['backwards L body', 'two triangles on the right side', 'the two arm triangles are on the right side', 'the head is on top on the left']"
252,bunny,['bunny']
253,lean back hands in air,['lean back hands in air']
254,flat on left,['flat on left']
255,mishmash vase,['mishmash vase']
256,standing straight draped arm,"['standing straight', 'draped arm']"
257,bent leg hook,['bent leg hook']
258,plain body triangle on right,['plain body triangle on right']
259,backwards L two triangles on the right,"['backwards L', 'two triangles on the right']"
260,figure skater,['figure skater']
261,sitting down,['sitting down']
262,bent legs no hook,['bent legs no hook']
263,praying mantis arms,['praying mantis arms']
264,sitting down,['sitting down']
265,mishmash vase,['mishmash vase']
266,flat left,['flat left']
267,backwards L,['backwards L']
268,plain,['plain']
269,bent legs no hook,['bent legs no hook']
270,"figure, skater","['figure', 'skater']"
271,bunny,['bunny']
272,mantis arms,['mantis arms']
273,"lean back, arms in the air","['lean back, arms in the air']"
274,"standing straight, draped arm","['standing straight', 'draped arm']"
275,bent legs hook,['bent legs hook']
276,lean back,['lean back']
277,draped arm,['draped arm']
278,bent legs no hook,['bent legs no hook']
279,sitting,['sitting']
280,plain,['plain']
281,vase,['vase']
282,mantis,['mantis']
283,skater,['skater']
284,L,There is no description of the image provided in the text.
285,hook,['hook']
286,bun,['bun']
287,flat,['flat']
288,"praying figure with book facing the right, half kneeling","['praying figure with book facing the right, half kneeling']"
289,Dancing figure turning right leg kicking out to left,['Dancing figure turning right leg kicking out to left']
290,"figure standing on one leg, leaning towards left, other leg outstretched right","['figure standing on one leg, leaning towards left, other leg outstretched right']"
291,"boxy figure , shoulder sticking out on right, pointed toe on right","['boxy figure', 'shoulder sticking out on right', 'pointed toe on right']"
292,"angel flying to left, outstretched arms","['angel flying to left, outstretched arms']"
293,"sitting figure at the side, leg on right hand side","['sitting figure at the side', 'leg on right hand side']"
294,"figure at side , face facing right, elaborate hair","['figure at side', 'face facing right', 'elaborate hair']"
295,standing figure with book at left hand side,['standing figure with book at left hand side']
296,"stretching figure, head turning to left, shoulder up at right hand side","['stretching figure', 'head turning to left', 'shoulder up at right hand side']"
297,"kneeling figure, book to right hand side","['kneeling figure', 'book to right hand side']"
298,"quietly sitting figure, knees bent to right, no feet or hands visible","['quietly sitting figure', 'knees bent to right', 'no feet or hands visible']"
299,"kneeling figure with hood, face downturned to right into speaker","['kneeling figure with hood', 'face downturned to right']"
300,"flying angel going to the left, outstretched arms","['flying angel going to the left, outstretched arms']"
301,"Quietly sitting figure, knees bent to the right","['Quietly sitting figure, knees bent to the right']"
302,"boxy figure, right shoulder and right toe sticking out","['boxy figure', 'right shoulder and right toe sticking out']"
303,"sitting figure down turned head facing right, elaborate hair","['sitting figure', 'down turned head', 'facing right', 'elaborate hair']"
304,"standing figure, facing left with book","['standing figure, facing left with book']"
305,"figure standing stretching to the left , foot stuck out to the right","['figure standing stretching to the left', 'foot stuck out to the right']"
306,"stretched figure, leg to far left , head turned to left, high shoulder to right","['stretched figure', 'leg to far left', 'head turned to left', 'high shoulder to right']"
307,kneeling figure with book on right,['kneeling figure with book on right']
308,"kneeling figure, book to right, one head on top of the other","['kneeling figure', 'book to right', 'one head on top of the other']"
309,"sad slumped figure, head down facing left, foot clearly visible","['sad slumped figure', 'head down facing left', 'foot clearly visible']"
310,"kneeling figure with head to right, down turned, megaphone in front of mouth","['kneeling figure with head to right', 'down turned', 'megaphone in front of mouth']"
311,"dancing figure, turning to look right, leg kicking out at left, large shoulder on left","['dancing figure', 'turning to look right', 'leg kicking out at left', 'large shoulder on left']"
312,"quiet sad figure, no feet or hands, knees inclined to the right","['quiet sad figure', 'no feet or hands', 'knees inclined to the right']"
313,"figure with bent knees, holding book to the right","['figure with bent knees', 'holding book to the right']"
314,"flying angel, outstretched arms, going to the left","['flying angel', 'outstretched arms', 'going to the left']"
315,"boxy figure, pointed right shoulder, pointed right foot","['boxy figure', 'pointed right shoulder', 'pointed right foot']"
316,"sitting figure, leg and foot visible to left hand side, head down to left hand side","['sitting figure', 'leg and foot visible to left hand side', 'head down to left hand side']"
317,"dancing figure, big shoulder on left, foot kicking out on left","['dancing figure', 'big shoulder on left', 'foot kicking out on left']"
318,"standing figure, holding book to left hand side","['standing figure', 'holding book to left hand side']"
319,"double headed figure kneeling, holding book to right hand side","['double headed figure kneeling, holding book to right hand side']"
320,"skating figure facing left, outstretched right foot","['skating figure facing left', 'outstretched right foot']"
321,"stretching figure, left leg stretched far, high shoulder on right","['stretching figure', 'left leg stretched far', 'high shoulder on right']"
322,"sitting down figure, straight back, head dipped to right, fancy headdress","['sitting down figure', 'straight back', 'head dipped to right', 'fancy headdress']"
323,"kneeling figure, feet sticking out to left, head dipped to right into loudspeaker","['kneeling figure', 'feet sticking out to left', 'head dipped to right into loudspeaker']"
324,"standing figure, holding book to left","['standing figure', 'holding book to left']"
325,"dancing figure, leg sticking out to left, big shoulder on left","['dancing figure', 'leg sticking out to left', 'big shoulder on left']"
326,"boxy figure, pointed right shoulder, pointed right foot","['boxy figure', 'pointed right shoulder', 'pointed right foot']"
327,"sitting figure, straight back, head dipped forward to right, ela, borate head dress","['sitting figure', 'straight back', 'head dipped forward to right', 'ela', 'borate head dress']"
328,"skater with leg stretched high on right, arms to left","['skater with leg stretched high on right, arms to left']"
329,"flying angel, arms up, going to the left","['flying angel', 'arms up', 'going to the left']"
330,"quiet and sad figure, knees bent to right, no arms or legs visible","['quiet and sad figure', 'knees bent to right', 'no arms or legs visible']"
331,"bent at the knee figure, knees pointing right, book to right","['bent at the knee figure', 'knees pointing right', 'book to right']"
332,"kneeling figure, head dipped to right into megaphone","['kneeling figure', 'head dipped to right into megaphone']"
333,"kneeling figure, holding book to right, head to right, double headed","['kneeling figure', 'holding book to right', 'head to right', 'double headed']"
334,"low dancing figure, large leg outstretched to left, high shoulder on right","['low dancing figure', 'large leg outstretched to left', 'high shoulder on right']"
335,"seated slumped pregnant figure, leg and foot visible on left","['seated slumped pregnant figure, leg and foot visible on left']"
336,"happy dancing figure, big shoulder on left, little kicked out leg on left","['happy dancing figure', 'big shoulder on left', 'little kicked out leg on left']"
337,"slumped sitting pregnant figure, head bowed to left, leg and foot visible","['slumped sitting pregnant figure', 'head bowed to left', 'leg and foot visible']"
338,"half kneeling figure, holding book to right, facing right","['half kneeling figure', 'holding book to right', 'facing right']"
339,"angel, arms up, flying to the left","['angel, arms up, flying to the left']"
340,"boxy figure, pointy shoulder and pointy foot visible","['boxy figure', 'pointy shoulder', 'pointy foot visible']"
341,"double headed kneeling figure, facing right, holding book","['double headed kneeling figure, facing right, holding book']"
342,"ice skater going to the left, foot stretched out to right","['ice skater going to the left', 'foot stretched out to right']"
343,"straight backed sitting figure, head bowed down facing right, elaborate headwear","['straight backed sitting figure', 'head bowed down facing right', 'elaborate headwear']"
344,"standing figure facing left, holding book","['standing figure facing left, holding book']"
345,"kneeling figure, head dipped to right with loudspeaker","['kneeling figure', 'head dipped to right with loudspeaker']"
346,"sad and lonely figure, knees to right, no feet or arms visible","['sad and lonely figure', 'knees to right', 'no feet or arms visible']"
347,"Stretched out dancer, large leg on left, high shoulder on right","['Stretched out dancer', 'large leg on left', 'high shoulder on right']"
348,"straight, standing figure with book, facing left","['straight, standing figure with book, facing left']"
349,"boxy figure, pointy shoulder and pointy toe on right","['boxy figure', 'pointy shoulder', 'pointy toe on right']"
350,"double headed kneeling figure facing right, holding book to right","['double headed kneeling figure facing right', 'holding book to right']"
351,"happy dancer, little kick out of leg to left, big shoulder on left","['happy dancer', 'little kick out of leg to left', 'big shoulder on left']"
352,"sad and lonely figure, no arms or legs, knees bent to the righte","['sad and lonely figure', 'no arms or legs', 'knees bent to the right']"
353,"angel flying to the left, outstretched arms","['angel flying to the left, outstretched arms']"
354,"right facing figure, knees bent, holding book","['right facing figure', 'knees bent', 'holding book']"
355,"ice skater, stretched out leg to the right Arms to the left","['ice skater', 'stretched out leg to the right', 'Arms to the left']"
356,"slumped figure, fancy headgear","['slumped figure', 'fancy headgear']"
357,"stretched dancer, big leg on left","['stretched dancer', 'big leg on left']"
358,kneeling figure with megaphone,['kneeling figure with megaphone']
359,pregnant figure slumped,['pregnant figure slumped']
360,the one that looks like it has rabbit ears,['the one that looks like it has rabbit ears']
361,it has both triangles hanging off the right side,['both triangles hanging off the right side']
362,mostly a rectangle with a diamond on top,['mostly a rectangle with a diamond on top']
363,looks like it's got one leg kicked up to to the left,['it\'s got one leg kicked up to to the left']
364,top looks like two diamonds on top of each other,['two diamonds on top of each other']
365,looks like it's kneeling with a triangle facing each way under the head,['it\'s kneeling with a triangle facing each way under the head']
366,looks like someone sitting with their legs to the left,['someone sitting with their legs to the left']
367,looks like someone kneeling facing right holding a book,['someone kneeling facing right holding a book']
368,looks like someone with their arms up in the air,['someone with their arms up in the air']
369,looks like they're balancing on one leg with a leg stick behind them,['they\'re balancing on one leg with a leg stick behind them']
370,mostly a rectangle with a diamond on top,['mostly a rectangle with a diamond on top']
371,looks like they're standing straight facing left holding out something,['they're standing straight facing left holding out something']
372,like they're kneeling facing right holding a book,['like they're kneeling facing right holding a book']
373,standing straight facing left,['standing straight facing left']
374,two triangles hanging off the right side and a square hanging off the left side,"['two triangles hanging off the right side', 'a square hanging off the left side']"
375,leaning back with their arms in the air,['leaning back with their arms in the air']
376,kneeling facing right with a leg sticking out to the left,['kneeling facing right with a leg sticking out to the left']
377,like they're facing left with a leg kicked out,['like they're facing left with a leg kicked out']
378,like they've got rabbit ears,['like they've got rabbit ears']
