,text,gpt_out
11,"This shows the person on on leg with the other tilted backward and 2 pointy ""madonna"" titties sticking out in front!","['the person on on leg with the other tilted backward', '2 pointy ""madonna"" titties sticking out in front']"
12,The picture shows a figure that appears to be sitting or kneeling and facing right,['a figure that appears to be sitting or kneeling and facing right']
13,this figure is facing right and appears to be kneeling with outstretched arms,"['figure is facing right', 'appears to be kneeling', 'outstretched arms']"
14,the figure appears to be standing but leaning slightly to the left with arms raised,['the figure appears to be standing but leaning slightly to the left with arms raised']
15,"the figure appears to be standing and facing the left, balancing on one foot with the other foot outstretched, it looks like the figure has 2 heads","['the figure appears to be standing and facing the left, balancing on one foot with the other foot outstretched, it looks like the figure has 2 heads']"
16,"the figure appears to be sitting with its legs somewhat stretched out, facing left, no arms are visible","['the figure appears to be sitting with its legs somewhat stretched out, facing left, no arms are visible']"
17,"the figure is standing and facing the left, with its head upright and one arm stretched out","['the figure is standing and facing the left', 'with its head upright', 'one arm stretched out']"
18,"the figure is upright, both arms raised possibly, the left side of the figure is perfectly straight all the way down","['the figure is upright', 'both arms raised possibly', 'the left side of the figure is perfectly straight all the way down']"
19,the figure is upright facing the right but appears to have bent knees and one arm raised to the right,"['the figure is upright facing the right', 'bent knees', 'one arm raised to the right']"
20,"the figures arms appear to be weirdly stretched out behind it it, it appears to be sitting down with legs out to the left, but with an upright body","['the figures arms appear to be weirdly stretched out behind it', 'it appears to be sitting down with legs out to the left, but with an upright body']"
21,"the figure appears to be upright but balancing on one leg with the other stretched out behind it the figure is facing left, arms outstretched in front of it","['the figure appears to be upright but balancing on one leg with the other stretched out behind it', 'the figure is facing left, arms outstretched in front of it']"
22,"the figure appears to be kneeling facing right with one arm stretched out to the right, the head is upright","['the figure appears to be kneeling facing right with one arm stretched out to the right, the head is upright']"
23,"the figure is upright and does not seem to have arms, the head is an upright diamond, the bottom part of the figure sticks out slightly to the right","['the figure is upright', 'the head is an upright diamond', 'the bottom part of the figure sticks out slightly to the right']"
24,"The person is turning to your left hand side with one leg up, they have a square to your right hand side which is coming out of there head","['The person is turning to your left hand side with one leg up', 'they have a square to your right hand side which is coming out of there head']"
25,"The person has a square on their head that's tilted, they have an arm up with a box underneath, they are standing forward with one arm out to the side, the arm is in a shape of a box","['a square on their head that's tilted', 'an arm up with a box underneath', 'standing forward with one arm out to the side', 'the arm is in a shape of a box']"
26,"The person has a squared head that is tilted They appear as they are kneeling with there 'legs' in front of them kneeling, The only shape on there head is a square, the square is tilted They do not have arms","['The person has a squared head that is tilted', 'They appear as they are kneeling with there ""legs"" in front of them kneeling', 'The only shape on there head is a square, the square is tilted', 'They do not have arms']"
27,"The person has a square head They are sideways facing to your right They have one arm which has a spike, The head is tilted, They have a spikey knee","['The person has a square head', 'They are sideways facing to your right', 'They have one arm which has a spike', 'The head is tilted', 'They have a spikey knee']"
28,"The person has a tilted square head with two shapes coming out It almost appears as ears, The body looks like a graph","['tilted square head with two shapes coming out', 'it almost appears as ears', 'body looks like a graph']"
29,The person has a square head that is titled It looks like its a person with its arm waving as if it was in a disagreement,"['The person has a square head', 'its a person with its arm waving as if it was in a disagreement']"
30,"The person has a tilted square head It has a square looking neck with one spikey arm, it appears as it has a spiky knee and behind","['tilted square head', 'square looking neck', 'one spikey arm', 'spiky knee', 'behind']"
31,"The person has a square titled head with triangles arms out wide, on there knees and the pose is symmetrical, ankles are flat on the floor","['square titled head', 'triangles arms out wide', 'on their knees', 'pose is symmetrical', 'ankles are flat on the floor']"
32,"the person is sat down as if they were leaning against a wall or tree, their knees are pointing up with their heels touching the ground","['the person is sat down as if they were leaning against a wall or tree', 'their knees are pointing up with their heels touching the ground']"
33,"this appears like the left hand side is a square, the right hand side has been eaten away at, the shoulders are completely flat","['the left hand side is a square', 'the right hand side has been eaten away at', 'the shoulders are completely flat']"
34,"this person is posing like a ballerina their right foot is pointing out behind them, both arms are out in the opposite direction","['posing like a ballerina', 'right foot is pointing out behind them', 'both arms are out in the opposite direction']"
35,"this person appears to be doing kung fu or karate, the head is left of centre, 2 limbs are off to the bottom left, one is off to the top right, and one is off to the bottom right","['this person appears to be doing kung fu or karate', 'the head is left of centre', '2 limbs are off to the bottom left', 'one is off to the top right', 'one is off to the bottom right']"
36,"was described as a ballerina - i think more figure skater Leg up to the left, arms up to the right, (other way around left and right)","['a ballerina', 'Leg up to the left, arms up to the right']"
37,"kneeling facing right, both arms in one triangle to right, kneeling, feet behind as triangle","['kneeling facing right', 'both arms in one triangle to right', 'kneeling', 'feet behind as triangle']"
38,"square head, triangle body, arm as triangle to the right, kneeling, looks like feet behind, square heard goes into half square neck, *head, pointed knees, looks almost like two heads on top of each other","['square head', 'triangle body', 'arm as triangle to the right', 'kneeling', 'looks like feet behind', 'square heard goes into half square neck', 'pointed knees', 'looks almost like two heads on top of each other']"
39,"facing left, one arm out to left, square underneath arm, reminds me of a standing monk","['facing left', 'one arm out to left', 'square underneath arm', 'reminds me of a standing monk']"
40,"two triangles out of head looking like ears - sad person wearing a bunny costume, body like graph","['two triangles out of head looking like ears', 'sad person wearing a bunny costume', 'body like graph']"
41,square head on almost a hexagon body with extra bits on the bottom right (two triangles expanding hexagon),['square head on almost a hexagon body with extra bits on the bottom right (two triangles expanding hexagon)']
42,"square head, two arms raised either side as if arguing","['square head', 'two arms raised either side as if arguing']"
43,"different pointed head looks like a sad footballer with kicking with leg raised and football is on the right bouncing on neck), facing left, one leg raised","['different pointed head', 'sad footballer with kicking with leg raised', 'football is on the right bouncing on neck', 'facing left', 'one leg raised']"
44,"square head facing right, kneeling, arms behind (looks like a wing) triangle out of head looking like a speech bubble, small triangle feet on left","['square head facing right, kneeling, arms behind', 'triangle out of head looking like a speech bubble', 'small triangle feet on left']"
45,"described as kung fu but i think a dramatic dancer kneeling, head tilted back and a slit in skirt exposing knee Head tilted, arm raised right, kneeling, left leg trailing lengthways, right leg like knee","['kung fu', 'dramatic dancer kneeling', 'head tilted back', 'slit in skirt exposing knee', 'Head tilted', 'arm raised right', 'kneeling', 'left leg trailing lengthways', 'right leg like knee']"
46,"looks like a person sitting against a wall or tree, legs out in front, facing left","['a person sitting against a wall or tree, legs out in front, facing left']"
47,"square head on an almost complete rectangle except for the 'missing bits on the right hand side) - described as if eaten out of image, flat shoulder, shoulders","['square head', 'almost complete rectangle except for the missing bits on the right hand side', 'described as if eaten out of image', 'flat shoulder', 'shoulders']"
48,"leaning against tree facing left, looking sad, knees up, feet heels down","['leaning against tree facing left', 'looking sad', 'knees up', 'feet heels down']"
49,"ballet or figure skater, facing left, arms up one leg up on right hand side","['ballet or figure skater', 'facing left', 'arms up', 'one leg up on right hand side']"
50,"tilted head, hexagonal body, bit sticking out bottom right","['tilted head', 'hexagonal body', 'bit sticking out bottom right']"
51,"monk, facing left arm out in front, square below arm looking like hanging robe","['monk', 'facing left arm out in front', 'square below arm looking like hanging robe']"
52,"on knees, head tilted down, arms up one either side of body, feet behind to the left, person facing right","['on knees', 'head tilted down', 'arms up one either side of body', 'feet behind to the left', 'person facing right']"
53,"head tilted facing up body facing your left, looks almost like a zombie walking, one foot on floor one raised above the other","['head tilted facing up', 'body facing your left', 'looks almost like a zombie walking', 'one foot on floor one raised above the other']"
54,"described as yelling, body facing left, diagonally","['yelling', 'body facing left, diagonally']"
55,"tilted head, triangle like neck, arm to right that looks like a triangle, legs zig zagging down, flat at bottom, cant see feet","['tilted head', 'triangle like neck', 'arm to right that looks like a triangle', 'legs zig zagging down', 'flat at bottom', 'cant see feet']"
56,kung foo,['kung foo']
57,"bunny ears, graph body","['bunny ears', 'graph body']"
58,"tilted head, body rectangle like, right hand side missing some part flat shoulders","['tilted head', 'body rectangle like', 'right hand side missing some part', 'flat shoulders']"
59,"facing right, square like neck arm facing to the right, on knees, triangle arm, triangle sticking up on bottom right, left*#","['facing right', 'square like neck', 'arm facing to the right', 'on knees', 'triangle arm', 'triangle sticking up on bottom right']"
60,"square on top and right below, follow by triangle to right","['square on top and right below', 'triangle to right']"
61,"looks like a server or altar boy, square on top, follow by triangle","['a server or altar boy', 'square on top', 'followed by triangle']"
62,"tilted square on top large rectangle, little triangle to right","['tilted square on top', 'large rectangle', 'little triangle to right']"
63,"tilted square on top of 2 triangles, bottom left is a triangle","['tilted square on top of 2 triangles', 'bottom left is a triangle']"
64,as described b4 sitting on ground or next to tree,['sitting on ground or next to tree']
65,ballerina as b4,['ballerina']
66,"doesn't look like a person it's a square on top follow by triangle image looks like a chair or seat, shapes are, square tri rectangle","['a square on top', 'triangle image', 'looks like a chair or seat', 'shapes are', 'square tri rectangle']"
67,"square to left followed by tri and 1 more tri, tri on bottom right, looks like no person","['square to left', 'tri and 1 more tri', 'tri on bottom right', 'looks like no person']"
68,"left tri facing left and tri next to it, below a square, below the square is 3 tri","['left tri facing left', 'tri next to it', 'below a square', 'below the square is 3 tri']"
69,"footballer as b4, top shapes are squares","['footballer as b4', 'top shapes are squares']"
70,"looks like karate first shape from the top is, square, follow by tri below, and tri facing to right","['karate first shape from the top is', 'square', 'tri below', 'tri facing to right']"
71,arguing figure as b4,['arguing figure']
72,"Arguing as before, leaning to the left with arms outstretched",['leaning to the left with arms outstretched']
73,"facing to the right with knees bent slightly, hands out to the right like they are serving something","['facing to the right with knees bent slightly', 'hands out to the right like they are serving something']"
74,the figure skater or as some described the ballerina,"['the figure skater', 'the ballerina']"
75,the football player zombie,['the football player zombie']
76,the bunny eared one again,['the bunny eared one']
77,"the one that looks like a monk, facing left with a square under the arms","['a monk', 'facing left', 'a square under the arms']"
78,"the one with no arms, and a triangle bit off to the right where a foot might be","['the one with no arms', 'a triangle bit off to the right where a foot might be']"
79,"this is the kneeling one with what might be wings off to the left, they are facing right with a speaking bubble, feet are a triangle off to the left","['the kneeling one with what might be wings off to the left', 'they are facing right with a speaking bubble', 'feet are a triangle off to the left']"
80,looks like someone kneeling facing right with hands out to the right feet kind of sticking up behind them to the left,['someone kneeling facing right with hands out to the right feet kind of sticking up behind them to the left']
81,"the body looks like a big rectangle with a triangle off to the right and a triangle missing down near the ""feet"" area, flat left side except for the ""head""","['a big rectangle with a triangle off to the right', 'a triangle missing down near the ""feet"" area', 'flat left side except for the ""head""']"
82,"described earlier as a ""kung-fu"" guy Looks like a tango dancer to me","['kung-fu guy', 'tango dancer']"
83,they are sitting next to a tree facing right looking down,['sitting next to a tree facing right looking down']
84,large square with bits missing,['large square with bits missing']
85,"kneeling looking right ,holding book, triangle to the right","['kneeling looking right', 'holding book', 'triangle to the right']"
86,monk facing left,['monk facing left']
87,footballer,['footballer']
88,ballerina,['ballerina']
89,sad bunny,['sad bunny']
90,angry dude,['angry dude']
91,no arms guy,['no arms guy']
92,"kneeling with triangle to left, feet on left","['kneeling with triangle to left', 'feet on left']"
93,kung fu guy,['kung fu guy']
94,sitting against a tree,['sitting against a tree']
95,"zig zag knees bent, looking right ,","['zig zag knees bent, looking right']"
96,"okay so this has a right triangle on the bottom right corner, and a square on the top left","['right triangle on the bottom right corner', 'square on the top left']"
97,"this one kinda resembles a chicken lol, it's got a diamond on top of the ""head"", looks like it's standing on one leg","['resembles a chicken', 'diamond on top of the ""head""', 'standing on one leg']"
98,"square on the top right corner, looks like it has 2 legs but one of the legs in lifted in the air","['square on the top right corner', 'looks like it has 2 legs but one of the legs in lifted in the air']"
99,"for this one the bottom half kinda looks like a line graph, and uhhhh, it looks like there's a head sitting on top of the graph, square head, with a couple right triangles on top of the square","['the bottom half kinda looks like a line graph', 'there's a head sitting on top of the graph', 'square head', 'a couple right triangles on top of the square']"
100,"this one looks like a big head with a diamond on top of it, the only shape i can compare it to is egypt","['a big head with a diamond on top of it', 'the only shape i can compare it to is egypt']"
101,"this one looks like a person with their knees bent, and their hands sticking out, like they're begging for something","['a person with their knees bent', 'their hands sticking out, like they\'re begging for something']"
102,"this one looks like a person sitting down against a wall, not the one with triangles on the head, just square head, facing to the left","['a person sitting down against a wall', 'square head', 'facing to the left']"
103,"this one also looks like its hands are sticking out, looks like they've got a robe on with the hood down, like they're kneeling on the ground, legs behind them sticking in the air","['its hands are sticking out', 'they've got a robe on with the hood down', 'they're kneeling on the ground', 'legs behind them sticking in the air']"
104,"this one is just like one shape with a diamond on top, it's kinda like facing to the right i guess","['one shape with a diamond on top', 'facing to the right']"
105,"in the top right corner there's a square like on top and a right triangle on the right, normal triangle on the bottom left","['a square like on top', 'a right triangle on the right', 'normal triangle on the bottom left']"
106,"looks like a person throwing their hands up screaming at god, leaning to the left a bit","['a person throwing their hands up screaming at god, leaning to the left a bit']"
107,"diamond on top for the head, facing left, looks like they've got a towel hanging off their arms, like a waiter or something","['diamond on top for the head, facing left', 'they\'ve got a towel hanging off their arms, like a waiter or something']"
108,"looks like a ballerina or figure skater, facing right, left***, leg up in air, standing on one foot","['a ballerina or figure skater', 'facing right', 'left***', 'leg up in air', 'standing on one foot']"
109,"this is the one that looks like a head with diamond on top, that was previously compared to egypt",['looks like a head with diamond on top']
110,"looks like a person sitting against a wall, facing left, knees bent","['a person sitting against a wall, facing left, knees bent']"
111,"the one with the chicken beak, kicking one foot up, facing left, square in the top right","['the one with the chicken beak', 'kicking one foot up', 'facing left', 'square in the top right']"
112,"the one with the robe with the hood down, hands out in front of them, facing right kneeling down","['the one with the robe with the hood down, hands out in front of them, facing right kneeling down']"
113,"this one looks like a mouse, a square at the top, triangle on the right, triangle in the bottom left corner, face made out of triangle, with a square on top, triangle to the right of the top square, square*, it's got a wide body in the bottom left","['a mouse', 'a square at the top', 'triangle on the right', 'triangle in the bottom left corner', 'face made out of triangle', 'with a square on top', 'triangle to the right of the top square', 'square*', ""it's got a wide body in the bottom left""]"
114,"this is the one with the bent knees, facing to the right with hands out in front of them, diamond for a head, standing but looks crouched","['the one with the bent knees', 'facing to the right with hands out in front of them', 'diamond for a head', 'standing but looks crouched']"
115,"hands up in the air 'screaming to god', leaving to the left, thank you for the good description minu, leaning to the left*, diamond for a head, both arms up to the sky","['hands up in the air', 'screaming to god', 'leaving to the left', 'leaning to the left', 'diamond for a head', 'both arms up to the sky']"
116,"okay this is the weird shape, with the diamond on top, facing the right, diamond for a head, triangle as shoulders, square as body, but they all come together to make one odd shape, except the head","['weird shape', 'diamond on top, facing the right', 'diamond for a head', 'triangle as shoulders', 'square as body', 'all come together to make one odd shape', 'except the head']"
117,"legs facing to the left as if sitting on the floor, triangle in the bottom right and top right, slightly slanted square head at the top, facing left","['legs facing to the left as if sitting on the floor', 'triangle in the bottom right and top right', 'slightly slanted square head at the top', 'facing left']"
118,"diamond head, facing left with hands out as if carrying a towel","['diamond head, facing left with hands out as if carrying a towel']"
119,"this one is sitting against a wall facing right, looks like it has bunny ears made out of triangles on a slanted square head","['sitting against a wall facing right', 'has bunny ears made out of triangles', 'on a slanted square head']"
120,"the bunny ear one, sitting down facing the right","['the bunny ear one, sitting down facing the right']"
121,"diamond head, knees slightly bent but standing facing the right, hands out like begging","['diamond head', 'knees slightly bent but standing facing the right', 'hands out like begging']"
122,"on knees arms out begging to the right, looks like feet are up","['on knees arms out begging to the right', 'looks like feet are up']"
123,"diamond on top, triangle in top right corner and bottom left corner, the triangle in the top right corner looks like it is pointing to the diamond on top, triangle in the bottom left corner is pointing up","['diamond on top', 'triangle in top right corner and bottom left corner', 'triangle in the top right corner looks like it is pointing to the diamond on top', 'triangle in the bottom left corner is pointing up']"
124,'screaming to god',['screaming to god']
125,"diamond as head, ooo egypt one!","['diamond as head', 'ooo egypt one']"
126,"right figure skater, skating to the left","['right figure skater, skating to the left']"
127,towel guy,['towel guy']
128,"weird chicken with one leg up, diamond on the top right","['weird chicken with one leg up', 'diamond on the top right']"
129,"the combined shape one with the diamond as a head, bottom part points to the right","['the combined shape one with the diamond as a head, bottom part points to the right']"
130,sitting against a wall with knees up facing the left,['sitting against a wall with knees up facing the left']
131,"looks like a triangle has been cut out of the bottom, square in top left, triangle in bottom right, triangle in top right too","['a triangle has been cut out of the bottom', 'square in top left', 'triangle in bottom right', 'triangle in top right too']"
132,"Guy with 1 leg up, square top right","['Guy with 1 leg up', 'square top right']"
133,"square and triangle top right, triangle bottom left, facing left","['square and triangle top right', 'triangle bottom left', 'facing left']"
134,"man sitting against wall facing left, square head","['man sitting against wall facing left', 'square head']"
135,egypt one,There is no description of the image in the provided text.
136,"man with hands in the air, shouting to god","['man with hands in the air, shouting to god']"
137,"man standing praying, facing left, diamond head, hands out, standing, looks like robe on","['man standing praying', 'facing left', 'diamond head', 'hands out', 'standing', 'looks like robe on']"
138,"combined shape one from before, diamond top middle, triangle bottom right","['combined shape one from before', 'diamond top middle', 'triangle bottom right']"
139,"on with square top left, triangle top right, triangle bottom right, looks like on knees, right angle triangle bottom right","['square top left', 'triangle top right', 'triangle bottom right', 'looks like on knees', 'right angle triangle bottom right']"
140,"facing right with diamond on head, looks like chicken, head, facing right, looks like beak","['facing right with diamond on head', 'looks like chicken', 'head', 'facing right', 'looks like beak']"
141,"two triangles on head, triangle bottom right, square head","['two triangles on head', 'triangle bottom right', 'square head']"
142,figure skater,['figure skater']
143,"looks like man on knees, with bowl in hand, begging, pointed on back of him, feet sticking up","['man on knees', 'with bowl in hand', 'begging', 'pointed on back of him', 'feet sticking up']"
144,"looks like he is begging, knees slightly bent, facing right","['he is begging', 'knees slightly bent', 'facing right']"
145,"ballerina guy, standing on one leg, facing left","['ballerina guy', 'standing on one leg', 'facing left']"
146,'shouting to god',['shouting to god']
147,"sat down on the floor against a wall, facing left, knees bent","['sat down on the floor against a wall, facing left, knees bent']"
148,"hard one, bottom left, has a triangle pointing up, looks like arms are out wide, has a big bum","['bottom left', 'has a triangle pointing up', 'looks like arms are out wide', 'has a big bum']"
149,"stood on one leg, other it out a bit, facing left","['stood on one leg', 'other it out a bit', 'facing left']"
150,'egypt',['egypt']
151,"hard one, has a tail, hood one, looks like its begging, facing right","['hard one', 'has a tail', 'hood one', 'looks like its begging', 'facing right']"
152,"1 shape one, facing right, looks like a baby crib","['shape one, facing right, looks like a baby crib']"
153,"towel one, facing left","['towel one, facing left']"
154,"hard one, looks like its sat down, has two right angle triangles, one top right, one bottom left","['its sat down', 'two right angle triangles', 'one top right', 'one bottom left']"
155,"my b guys, this is the bunny one",['this is the bunny one']
156,Egypt!,Egypt
157,figure skater,['figure skater']
158,shouting to God!!,There is no description of an image in the given text.
159,"looks like a person slumped down, facing left, with a triangle in the top right and bottom right","['a person slumped down, facing left', 'a triangle in the top right and bottom right']"
160,combined shape one with the triangle bottom right,['combined shape one with the triangle bottom right']
161,"kneeling down, facing right with the feet up at the back, and the hood","['kneeling down, facing right with the feet up at the back, and the hood']"
162,"towel over his arms, standing, facing left","['towel over his arms', 'standing', 'facing left']"
163,bunny sitting down,['bunny sitting down']
164,"triangle and a square in the top right, square in the bottom left","['triangle and a square in the top right', 'square in the bottom left']"
165,"man sitting against a wall, facing left","['man sitting against a wall, facing left']"
166,"knees bent, begging to the right","['knees bent, begging to the right']"
167,"walking left, one leg slightly out taking a step","['walking left', 'one leg slightly out taking a step']"
168,"The one that kind of looks like someone sitting down against a wall, facing right","['someone sitting down against a wall, facing right']"
169,The one that looks like someone standing but their feet are pointing to the right,['someone standing but their feet are pointing to the right']
170,"Looks like someone holding out an object in their hand, facing right","['someone holding out an object in their hand, facing right']"
171,"Looks like a pile of objects, I don't even know how else to describe it",['a pile of objects']
172,Someone standing on one leg maybe,['Someone standing on one leg']
173,"It looks like someone sitting against a wall, facing left","['someone sitting against a wall, facing left']"
174,Looks a bit like someone lifting up both arms,['someone lifting up both arms']
175,"Someone standing on one leg, Standing on one leg lifting the other behind them","['Someone standing on one leg', 'Standing on one leg lifting the other behind them']"
176,"Looks a bit like someone holding something out facing right, a bit zig-zaggy","['someone holding something out facing right, a bit zig-zaggy']"
177,"A bit of a messy picture, not really sure how else to describe it",['A bit of a messy picture']
178,Looks a bit like a cliff with a diamond on top,['a cliff with a diamond on top']
179,"Looks like someone holding out an object in their hands, facing left","['someone holding out an object in their hands, facing left']"
180,"Looks like someone kneeling to the right, with a triangle coming out of their mouth","['someone kneeling to the right', 'triangle coming out of their mouth']"
181,"Looks like someone with their hands in the air, saying ""I don't know""","['someone with their hands in the air, saying ""I don't know""']"
182,"Looks like someone stomping away towards the left, with a square for a head","['someone stomping away towards the left', 'a square for a head']"
183,Looks like a cliff with a sideways square on top,['a cliff with a sideways square on top']
184,"Looks like a candle, candle*, One long shape, with a diamond on top","['a candle', 'One long shape, with a diamond on top']"
185,"Looks like a ice skater, with their leg popped up behind them, facing left","['a ice skater', 'with their leg popped up behind them', 'facing left']"
186,"Looks like an odd image of someone trying to stand up after kneeling against a wall, facing the left","['odd image of someone trying to stand up after kneeling against a wall, facing the left']"
187,"Diamond for a head, facing the right, almost looks like they're knelt down, praying","['Diamond for a head, facing the right, almost looks like they're knelt down, praying']"
188,"Looks like a larger person, sat down against a wall, facing the left, knees towards the ceiling","['a larger person', 'sat down against a wall', 'facing the left', 'knees towards the ceiling']"
189,Only one that looks like the head has bunny ears,['the head has bunny ears']
190,"Looks like a person that is kneeling, facing the right, diamond for a head, like they're praying","['a person that is kneeling, facing the right, diamond for a head, like they're praying']"
191,"Diamond for a head, either they're standing or wearing a robe, facing the left, like they're holding a tray","['Diamond for a head', 'either they're standing or wearing a robe', 'facing the left', 'like they're holding a tray']"
192,Looks like someone doing the zombie dance from Michael Jackson's Thriller walking to the left with one foot in the air and their head bent back,['someone doing the zombie dance from Michael Jackson\'s Thriller walking to the left with one foot in the air and their head bent back']
193,"This one is the sad boy with the bunny ears, sat against the wall facing right","['the sad boy with the bunny ears', 'sat against the wall facing right']"
194,This is the one that Zuda described as an ice skater skating to the left with their leg raised behind them and their arms stretched out,['an ice skater skating to the left with their leg raised behind them and their arms stretched out']
195,This is the one that we thought looked like a cliff with a box on I think it looks like an old count dracula holding up with arm and robe below his chin,"['a cliff with a box', 'an old count dracula holding up with arm and robe below his chin']"
196,"It is one of the ones that is in a prayer position with their hands out Facing right, crouching with legs bend but not kneeling","['in a prayer position with their hands out', 'Facing right', 'crouching with legs bend but not kneeling']"
197,"The Y from YMCA, or the ""I dunno"" dude","['The Y from YMCA', 'the ""I dunno"" dude']"
198,"This is the monk like guy who is standing, facing left with his arms out There is a square shape under his arms as though he has loose robe like sleeves draping down","['the monk like guy who is standing, facing left with his arms out', 'there is a square shape under his arms as though he has loose robe like sleeves draping down']"
199,"This is another prayer like pose This time fully kneeling, facing right with their hands out, little but of a hump back","['fully kneeling', 'facing right', 'hands out', 'little bit of a hump back']"
200,This is the one that Zuda thought was a bit of a bendy candle If you didn't get it right It looks a bit like a sweet potato with a bend to the right at the bottom and a human head It is an abomination!,"['a bit of a bendy candle', 'a sweet potato with a bend to the right at the bottom', 'a human head', 'an abomination']"
201,"This has previously been described as a pile of junk, or someone kneeling with a triangle coming out of their mouth If you didn't get those clues previously think of it as a mouse sat down gazing up to the left, one ear is square and one is triangle","['a pile of junk', 'someone kneeling with a triangle coming out of their mouth', 'a mouse sat down gazing up to the left', 'one ear is square and one is triangle']"
202,"This one is the person sat against a wall looking to the RIGHT, no rabbit ears and with legs slightly bend up, LEFT, sorry","['the person sat against a wall looking to the RIGHT', 'no rabbit ears', 'with legs slightly bend up', 'LEFT']"
203,"This one Zuda described as looking like someone is trying to push themselves up after sitting against a wall If you didn't get that it is one of the more abstract shapes, to me it looks like a woman dancing in a gown, going right with one leg out and her hands up in the air to the right","['looking like someone is trying to push themselves up after sitting against a wall', 'one of the more abstract shapes', 'looks like a woman dancing in a gown, going right with one leg out and her hands up in the air to the right']"
204,This is the dance of the y in ymca song Good to party too,['dance of the y in ymca song']
205,"this is the cliff shaped cliff or human with a square on top, made no sense",['the cliff shaped cliff or human with a square on top']
206,"This looks like hands at the back pushing off a wall, from a seated position","['hands at the back pushing off a wall, from a seated position']"
207,"looks like someone looking at their hands out facing right not kneeling but slight bend, zig zag looking legs","['someone looking at their hands out facing right', 'slight bend', 'zig zag looking legs']"
208,"looks like someone trying to pass a field sobriety test, the one legged stand test, also thriller dance","['someone trying to pass a field sobriety test', 'the one legged stand test', 'thriller dance']"
209,"looks like the pop wearing a robe looking out to their followers, pope, standing to left hands out","['pop wearing a robe looking out to their followers', 'pope, standing to left hands out']"
210,been described as a candle or sweet potato head can't really come up with better,['a candle or sweet potato head']
211,looks like someone sat down against wall facing right with a bow in hair,['someone sat down against wall facing right with a bow in hair']
212,sat against wall facing left,['sat against wall facing left']
213,the ice skating man facing behind them which is not the greatest way to skate,['the ice skating man facing behind them which is not the greatest way to skate']
214,kneeling one again but difference being slight point at the back,['kneeling one again but difference being slight point at the back']
215,"mouse with bow, square and triangle bow","['mouse with bow', 'square and triangle bow']"
216,It's the Y from YMCA,['the Y from YMCA']
217,The girl facing right leaned against the wall with a bow in her hair,"['The girl facing right', 'leaned against the wall', 'with a bow in her hair']"
218,It's the ice skater,['the ice skater']
219,it's a diamond rock on a cliff,['a diamond rock on a cliff']
220,They're facing left and look like they're trying to get up,['They're facing left and look like they're trying to get up']
221,"They are praying on their knees facing right holding their hands out, With a weird triangle on their back I think it looks like a hood","['praying on their knees facing right holding their hands out', 'weird triangle on their back', 'looks like a hood']"
222,It is the umm larger human being facing left sitting against the wall,['larger human being facing left sitting against the wall']
223,It is the one the is kneeled partially down with zigzag legs facing right I think it looks like a duck with a diamond on its head,"['kneeled partially down with zigzag legs facing right', 'looks like a duck with a diamond on its head']"
224,Someone attempting to dance to thriller during a field sobriety test xD,['Someone attempting to dance to thriller during a field sobriety test']
225,The candle sweet potato thing I can't think of anything else to call it,['The candle sweet potato thing']
226,It is the mouse pile of rocks thing,['the mouse pile of rocks thing']
227,The dude standing up fully facing left with a robe on,['The dude standing up fully facing left with a robe on']
