,text,gpt_out
150,"weird tango dancer with a robe draping on the ground, not the one with its head thrown back, but the one dancing, not the superman pose, a c shape on the right side of the image, a weird c shape, a person with their head thrown back on the left side of the image, their arms up, kind of dancing","['weird tango dancer with a robe draping on the ground', 'not the one with its head thrown back', 'but the one dancing', 'not the superman pose', 'a c shape on the right side of the image', 'a weird c shape', 'a person with their head thrown back on the left side of the image', 'their arms up', 'kind of dancing']"
151,"superman pose, legs down, arms out to the left of the image, the diamond head on the left side of the picture, it's facing left, imagine a person facing forward, then they face to their right, put their arms out to each side","['superman pose', 'legs down', 'arms out to the left of the image', 'the diamond head on the left side of the picture', ""it's facing left"", 'imagine a person facing forward, then they face to their right', 'put their arms out to each side']"
152,"a person standing, holding a plate with their right hand, their robe droops a bit under the plate, remember when I said waiter and other people chose this waiter, top to bottom, diamond head, triangle, rectangle, to the left side of the image, it sticks out, right side of rectangle is flat, all the way down, only stuff sticking out on left side, flat right side","['a person standing', 'holding a plate with their right hand', 'their robe droops a bit under the plate', 'top to bottom', 'diamond head', 'triangle', 'rectangle', 'to the left side of the image', 'it sticks out', 'right side of rectangle is flat', 'all the way down', 'only stuff sticking out on left side', 'flat right side']"
153,"ok some people just guessed this picture though it was wrong, it's a person squatting holding a platter, never had this one before, bent at the knees, guys, guess someone holding a plate that was NOT the answer to the previous image, never had this one before, not the one sitting down, a person squatting against an invisible wall holding a plate to their left, knees bent, meaning there is a cut out on the left","['a person squatting holding a platter', 'bent at the knees', 'a person squatting against an invisible wall holding a plate to their left', 'knees bent', 'meaning there is a cut out on the left']"
154,"person sitting down, not the bunny ears, their back against an imaginary wall or tree, reading an imaginary book, like the bunny ears diamond falling down a slope, but NOT the bunny ears one, reading a book, no plate, no dancing, not falling, reading a boo, book","['person sitting down', 'their back against an imaginary wall or tree', 'reading an imaginary book', 'like the bunny ears diamond falling down a slope', 'reading a book', 'no plate', 'no dancing', 'not falling', 'reading a book']"
155,"person facing the left kneeling with a little extra on back, diamond head, the bottom half looks like pacman","['person facing the left kneeling with a little extra on back', 'diamond head', 'the bottom half looks like pacman']"
156,"bunny ears on top, facing the right","['bunny ears on top, facing the right']"
157,"this one has the head facing the back towards the right side but body is facing the left, with one leg up towards the right, not right left, one leg on the ground and one leg up both facing the left, head is facing the right","['the head facing the back towards the right side', 'body is facing the left', 'one leg up towards the right', 'one leg on the ground', 'one leg up both facing the left', 'head is facing the right']"
158,"this one has a shorter stubby body facing the right, diamond head then large square body with feet, facing the right, pointy feet, facing the right side","['shorter stubby body facing the right', 'diamond head', 'large square body with feet, facing the right', 'pointy feet, facing the right side']"
159,"this one looks like an ice skater facing the left side, one leg up and one leg on the ground","['an ice skater facing the left side', 'one leg up', 'one leg on the ground']"
160,"this person is facing the left side with nothing on the right side, looks like holding a platter, head is tilted looking down at the platter on left side, they are standing, they have pointing feet, everything is on the left side, the right side is completely flat","['this person is facing the left side with nothing on the right side', 'looks like holding a platter', 'head is tilted looking down at the platter on left side', 'they are standing', 'they have pointing feet', 'everything is on the left side', 'the right side is completely flat']"
161,"this one is sitting down facing the right side, no arms or legs, diamond head then triangle and square body with no feet, facing the right side no arms","['sitting down facing the right side', 'no arms or legs', 'diamond head', 'triangle and square body with no feet', 'facing the right side no arms']"
162,"kneeling down facing the right side with arms on both right and left side, feet on the left side, arm on the right side is raised higher than on the left, pointy feet on the left side of body The body is facing the right, the arm on the right side is lifted higher than the one on the left","['kneeling down facing the right side with arms on both right and left side', 'feet on the left side', 'arm on the right side is raised higher than on the left', 'pointy feet on the left side of body', 'The body is facing the right', 'the arm on the right side is lifted higher than the one on the left']"
163,"person is facing the right side with knees bent (almost like a lightning bolt), holding a platter facing the right side","['person is facing the right side with knees bent (almost like a lightning bolt), holding a platter facing the right side']"
164,"this one looks like a horse stance, the arms look like horse hooves, facing the right side, it's kind of kneeling down facing the right","['a horse stance', 'the arms look like horse hooves', 'facing the right side', ""it's kind of kneeling down facing the right""]"
165,"the one looks like it's falling down towards the left side, no feet, arms on both left and right side","['it looks like it's falling down towards the left side', 'no feet', 'arms on both left and right side']"
166,"this one is sitting down facing the left side with feet on left side, head is facing down, person is sitting down with legs out facing the left side","['sitting down facing the left side with feet on left side', 'head is facing down', 'person is sitting down with legs out facing the left side']"
167,"Double diamond head facing right, looks like a flame on bottom left, head is a diamond on top of a diamond, walking right holding platter","['Double diamond head facing right', 'looks like a flame on bottom left', 'head is a diamond on top of a diamond', 'walking right holding platter']"
168,"Boot with toe to the left, heel to the right, aka with horseshoe shape on right","['Boot with toe to the left, heel to the right, aka with horseshoe shape on right']"
169,candle with a bite out of right side,['candle with a bite out of right side']
170,"ghost floating to the left, hands raised, no feet","['ghost floating to the left, hands raised, no feet']"
171,"the candle with wax dripping down on the right, person kneeling to the right; no arms","['the candle with wax dripping down on the right', 'person kneeling to the right', 'no arms']"
172,bunny ears,['bunny ears']
173,"diamond head in robes pointing to the left, diamond head, one foot pointing left","['diamond head in robes pointing to the left', 'diamond head', 'one foot pointing left']"
174,"kneeling faced right, toes point left, squarehead, triangle hanging from square head","['kneeling faced right', 'toes point left', 'squarehead', 'triangle hanging from square head']"
175,"dancer kick one foot right, while standing on left","['dancer kick one foot right, while standing on left']"
176,"lightning guy, knees bent facing left, look like a lightning bolt","['lightning guy', 'knees bent facing left', 'look like a lightning bolt']"
177,"sitting with feet stretched to the left, knees up a bit","['sitting with feet stretched to the left, knees up a bit']"
178,ice skater with two arms pointing left,['ice skater with two arms pointing left']
179,"bunny ears, let's get this bread",['bunny ears']
180,"figure skater, both arms facing left, let's get this bread","['figure skater', 'both arms facing left']"
181,"okay person holding a platter diamond head, whole right side is flat after the head","['person holding a platter diamond head', 'whole right side is flat after the head']"
182,"okay diamond head then triangle neck then square body then feet sticking out right, looks like he's kneeling, hmmm his body is totally flat on both sides, no arms","['diamond head', 'triangle neck', 'square body', 'feet sticking out right', ""looks like he's kneeling"", 'his body is totally flat on both sides', 'no arms']"
183,"this guy looks like he's falling left, arms raised one on each side, no legs","['he looks like he's falling left', 'arms raised one on each side', 'no legs']"
184,"okay this guy has his head thrown back left foot on ground toes pointed left, right foot in air toes pointed leftwards and up, his arms pointed down towards his right foot","['his head thrown back', 'left foot on ground toes pointed left', 'right foot in air toes pointed leftwards and up', 'his arms pointed down towards his right foot']"
185,"okay this guy is one of the kneeling holding the platters, but his toe is 100% facing the sky, his arms face right, his toe is on the left facing 100% upwards, diamond head triangle neck, then arms facing right","['one of the kneeling holding the platters', 'his toe is 100% facing the sky', 'his arms face right', 'his toe is on the left facing 100% upwards', 'diamond head triangle neck', 'arms facing right']"
186,"okay this one super wack diamond head thrown back left, left arm close to the head, right hand much lower close to the ground, legs look like they're on the floor, there is a TINY gap between left arm and body but it is not the perfect triangle arm","['super wack diamond head thrown back left', 'left arm close to the head', 'right hand much lower close to the ground', 'legs look like they\'re on the floor', 'there is a TINY gap between left arm and body but it is not the perfect triangle arm']"
187,"okay this man is sitting, legs facing left, no arms, head faces left","['man is sitting, legs facing left, no arms, head faces left']"
188,candle with right side gone,['candle with right side gone']
189,"okay this is the other platter holder diamond head with his arms facing right, he is kneeling with his toes pointed left NOT up, lightning bolt","['the other platter holder diamond head with his arms facing right', 'he is kneeling with his toes pointed left NOT up', 'lightning bolt']"
190,"okay this is also the super wack one, guy is kneeling, left triangle arm under his head, perfect*, feet facing left, arms on both sides but the arm on the right is a perfect triangle","['guy is kneeling', 'left triangle arm under his head', 'perfect*', 'feet facing left', 'arms on both sides but the arm on the right is a perfect triangle']"
191,Ice skater,['Ice skater']
192,"Man sitting on the ground, back to the wall, with legs pointing out left","['Man sitting on the ground, back to the wall, with legs pointing out left']"
193,ghost falling to the left,['ghost falling to the left']
194,"kneeling lightning bolt guy, the bottom of his body looks like an ""s"", facing the right, holding a platter","['kneeling lightning bolt guy', 'the bottom of his body looks like an ""s""', 'facing the right', 'holding a platter']"
195,"This guy looks like a baseball pitcher to me Both feet pointed to the left with 1 left raised, head pointed to the right","['a baseball pitcher', 'Both feet pointed to the left with 1 left raised', 'head pointed to the right']"
196,"Person kneeling, facing right with a platter, not the lightning bolt one","['Person kneeling, facing right with a platter, not the lightning bolt one']"
197,"Person kneeling with no arms, legs or feet, I think someone described it as a candle with wax dripping down the right side","['Person kneeling with no arms, legs or feet', 'candle with wax dripping down the right side']"
198,A candle with the right side missing,['A candle with the right side missing']
199,"This is hard Described earlier as a person kneeling with a ""perfect triangle"" as their right arm, the triangle or right arm would be raised just a tiny bit higher than the left","['a person kneeling with a ""perfect triangle"" as their right arm, the triangle or right arm would be raised just a tiny bit higher than the left']"
200,"Person holding a platter, facing the left side Their right side is flat after the head","['Person holding a platter, facing the left side', 'Their right side is flat after the head']"
201,bunny ears,['bunny ears']
202,"This person was described as a dancer They were also described as a person with horse feet for hands T, It was also described as a cowboy boot, with a heel on the right","['a dancer', 'a person with horse feet for hands', 'a cowboy boot, with a heel on the right']"
203,"This person is hold a platter on there left side, there body is flat","['hold a platter on there left side', 'there body is flat']"
204,"the diamond is slanted to the left, there arm is raised up on the right side, and right leg is on the right, the left side is flat, the right side is flat like a rectangle, bottom right side is shaped like a rectangle","['the diamond is slanted to the left', 'arm is raised up on the right side', 'right leg is on the right', 'the left side is flat', 'the right side is flat like a rectangle', 'bottom right side is shaped like a rectangle']"
