,text,gpt_out
190,half kneeling facing right,['half kneeling facing right']
191,tilted to left and arms spreading,"['tilted to left', 'arms spreading']"
192,sitting antlers on head antler pointing down,"['sitting', 'antlers on head', 'antler pointing down']"
193,kneeling pointing to right full kneel,"['kneeling', 'pointing to right', 'full kneel']"
194,vertical right leg slightly up,['vertical right leg slightly up']
195,slight kneel facing right,['slight kneel facing right']
196,vertical right arm pointing to right,['vertical right arm pointing to right']
197,arms outstretched leg kicked to back facing right,"['arms outstretched', 'leg kicked to back', 'facing right']"
198,tilted left arms outstretched,['tilted left arms outstretched']
199,facing left vertical leg high in air,"['facing left', 'vertical leg high in air']"
200,sitting facing left no arms,['sitting facing left no arms']
201,sitting facing right no arms antlers,"['sitting facing right', 'no arms', 'antlers']"
202,sitting no arms or legs,['sitting no arms or legs']
203,vertical facing left one arm pointing left,"['vertical facing left', 'one arm pointing left']"
204,half kneeling facing right,['half kneeling facing right']
205,full kneeling facing right,['full kneeling facing right']
206,one leg leaned out to left with arms spread out,['one leg leaned out to left with arms spread out']
207,"facing right, one leg slightly lifted, facing left","['facing right', 'one leg slightly lifted', 'facing left']"
208,tilted to left with arms spread out,['tilted to left with arms spread out']
209,seating facing right and has antlers,['seating facing right and has antlers']
210,"vertical facing right with one leg kneeling,",['vertical facing right with one leg kneeling']
211,left arm and leg not visible making square,['left arm and leg not visible making square']
212,facing right and no arms and legs visible,['facing right and no arms and legs visible']
213,standing facing left with arms forward,['standing facing left with arms forward']
214,facing left with one leg fully on the air,"['facing left', 'one leg fully on the air']"
215,seating down facing left with only legs visible,['seating down facing left with only legs visible']
216,Shoulders up - sort of like 'why me ' - box head is further to the left,"['Shoulders up', 'box head is further to the left']"
217,Rabbit ears on the box head Person looks like they are sat down with their knees sort of tucked up towards them They are facing right (as there is a similar box facing left that is incorrect),"['Rabbit ears on the box head', 'Person looks like they are sat down with their knees sort of tucked up towards them', 'They are facing right']"
218,"Quite a box shaped body - pointy corner in the top right Box Head is straight in the middle, sort of looks like a diamond shape Cut out corner in the bottom right","['Quite a box shaped body', 'pointy corner in the top right', 'Box Head is straight in the middle', 'sort of looks like a diamond shape', 'Cut out corner in the bottom right']"
219,"Quite abstract - facing left with a spikey looking chest Head is reclining onto what looks like a triangular pillow Feet are out with the person sat down, back side of the person sticking out more","['facing left with a spikey looking chest', 'Head is reclining onto what looks like a triangular pillow', 'Feet are out with the person sat down, back side of the person sticking out more']"
220,"Person standing up - diamond head, looks like they are reading something Facing left with middle portion sticking out a bit more on top of a square box Looks like they are wearing a gown","['Person standing up - diamond head', 'looks like they are reading something', 'Facing left with middle portion sticking out a bit more on top of a square box', 'Looks like they are wearing a gown']"
221,"Quite a niche one - diamond head, person not really looking in a specific direction Shoulders pointing down in a triangular manner and meeting the straight arms Pointy corner in the bottom right, Looks 2D - no direction","['diamond head', 'person not really looking in a specific direction', 'Shoulders pointing down in a triangular manner and meeting the straight arms', 'Pointy corner in the bottom right', 'Looks 2D - no direction']"
222,"Diamond head, facing right Very thin neck, then a triangular body Middle portion sticking out very far to the right Right side looks a lot like a shark mouth - two points with space in the middle Back side on the left points up a little bit","['Diamond head, facing right', 'Very thin neck, then a triangular body', 'Middle portion sticking out very far to the right', 'Right side looks a lot like a shark mouth - two points with space in the middle', 'Back side on the left points up a little bit']"
223,"Sort of looks a bit like a dinosaur Head very off centre - to the right and facing right, as though it will fall off Two feet stood up, one on the ground, the other one above it, as though they are falling back Pointy section facing down on the left","['a dinosaur', 'Head very off centre - to the right and facing right, as though it will fall off', 'Two feet stood up, one on the ground, the other one above it, as though they are falling back', 'Pointy section facing down on the left']"
224,"Person sat down, knees up, facing left Similar to the bunny-eared one from earlier, but knees up and facing left whilst sat down","['Person sat down, knees up, facing left']"
225,"Looks like a yoga pose Zigzag christmas tree style stomach, stood on one foot with the other behind Facing left","['a yoga pose', 'Zigzag christmas tree style stomach', 'stood on one foot with the other behind', 'Facing left']"
226,"Box on the left Looks a bit like a seal lying down Triangle bottom right and top right Slim neck, and lower portion of the body sort of falls to the left","['Box on the left', 'Looks a bit like a seal lying down', 'Triangle bottom right and top right', 'Slim neck, and lower portion of the body sort of falls to the left']"
227,Person squatting - looks like reading Facing right with diamond head Knees pointed out towards the right Very straight back on the left,"['Person squatting - looks like reading', 'Facing right with diamond head', 'Knees pointed out towards the right', 'Very straight back on the left']"
228,walking to the left but looks as though head falling off and down his back on right hand side,['head falling off and down his back on right hand side']
229,"head tilted very slightly to right; large triangle under it to right; very blocky body; looks as though a bit of dress material on ground to left, bottom right of figure looks light bottom right triangle of half a square, the bit of ""dress"" to the left is another small triangle","['head tilted very slightly to right', 'large triangle under it to right', 'very blocky body', 'a bit of dress material on ground to left', 'bottom right of figure looks light bottom right triangle of half a square', 'the bit of ""dress"" to the left is another small triangle']"
230,"seated, facing left, knees drawn up","['seated, facing left, knees drawn up']"
231,arms thrown up in disbelief,['arms thrown up in disbelief']
232,"sort of kneeling, facing right, looks like holding book out in front; pointy triangle at top of back, holding book flat on palms of hands","['sort of kneeling, facing right', 'holding book out in front', 'pointy triangle at top of back', 'holding book flat on palms of hands']"
233,"sitting down, facing right, looks like rabbit ears or some sort of head-dress on","['sitting down', 'facing right', 'looks like rabbit ears or some sort of head-dress on']"
234,"centred head, very blocky body, protruding slightly to right at bottom, no arms visible","['centred head', 'very blocky body', 'protruding slightly to right at bottom', 'no arms visible']"
235,looks like ice-skating with one leg out behind,['ice-skating with one leg out behind']
236,"semi-crouched, facing right with 'arms' held out in front to right, very straight back on left","['semi-crouched', 'facing right', ""'arms' held out in front to right"", 'very straight back on left']"
237,"looks like wearing long flowing gown trailing behind and possibly dancing, facing to right and one arms and one foot raised, head tilted back to left","['wearing long flowing gown trailing behind', 'possibly dancing', 'facing to right', 'one arms and one foot raised', 'head tilted back to left']"
238,"head in middle, blocky body again but wider at top than bottom, triangle angles to right","['head in middle', 'blocky body again but wider at top than bottom', 'triangle angles to right']"
239,"standing, facing left, holding book flat on palms of hands, but with box underneath it","['standing', 'facing left', 'holding book flat on palms of hands', 'with box underneath it']"
240,"Book out - facing right and crouching, Hands flat","['facing right and crouching', 'Hands flat']"
241,Box on left - furthest point of the picture is bottom right - looks like a seal to me balancing a box Triangle sort of breaking off in bottom right,"['Box on left - furthest point of the picture is bottom right - looks like a seal to me balancing a box', 'Triangle sort of breaking off in bottom right']"
242,Knees up facing left,['Knees up facing left']
243,Box falling down back as you said One foot up (left foot),"['Box falling down back', 'One foot up (left foot)']"
244,Bunny ears sat down,['Bunny ears sat down']
245,Triangle pillow behind head - head to right Chest is a triangle that is very pointy and facing left,"['Triangle pillow behind head', 'head to right', 'Chest is a triangle that is very pointy and facing left']"
246,"Praying reading stood up facing left with gown, Straight back on right, diamond head, Box underneath book","['Praying reading stood up facing left with gown', 'Straight back on right', 'diamond head', 'Box underneath book']"
247,"Slim neck facing right and reading Head, then very small neck, triangular body facing right with a point facing right","['Slim neck facing right and reading Head', 'very small neck', 'triangular body facing right with a point facing right']"
248,No arms,['No arms']
249,Why me ',There is no description of an image in the given text.
250,"Diamond head on straight top bit Straight back, facing right - triangle pointing out top right","['Diamond head on straight top bit', 'Straight back, facing right', 'triangle pointing out top right']"
251,Ice skating,['Ice skating']
252,"triangle underneath head, small pointy triangle on slightly raised bottom left, triangle under head is on right side","['triangle underneath head', 'small pointy triangle on slightly raised bottom left', 'triangle under head is on right side']"
253,head falling off backward,['head falling off backward']
254,ice skating,['ice skating']
255,"kneeling, facing right, book on flat palms, small triangle to left at top of back","['kneeling, facing right', 'book on flat palms', 'small triangle to left at top of back']"
256,the VERY blocky one with no arms which is wider at top than bottom,['the VERY blocky one with no arms which is wider at top than bottom']
257,no arms,['no arms']
258,"sitting down, facing left, knees raised","['sitting down', 'facing left', 'knees raised']"
259,"crouching (not kneeling), and facing right","['crouching (not kneeling)', 'facing right']"
260,"the dancer with dress trailing to her left and one foot up, arms up, too, head back slightly, tiny triangle to left under head","['the dancer with dress trailing to her left', 'one foot up', 'arms up, too', 'head back slightly', 'tiny triangle to left under head']"
261,"standing, facing left, box under book on palms of hands","['standing', 'facing left', 'box under book on palms of hands']"
262,why me,There is no description of an image in the given text.
263,bunny ears,['bunny ears']
264,No arms,['No arms']
265,Crouching,['Crouching']
266,Box under hands,['Box under hands']
267,"kneel left, not kneel, knees up","['kneel left', 'knees up']"
268,No arms - VERY blocky - wider at top than bottom,"['No arms', 'VERY blocky', 'wider at top than bottom']"
269,ice skating,['ice skating']
270,bunny ears,['bunny ears']
271,why me,There is no description of an image in the given text.
272,"thin neck, diamond head, facing right with hands out - triangle back, shark mouth on right, reading","['thin neck', 'diamond head', 'facing right with hands out', 'triangle back', 'shark mouth on right', 'reading']"
273,head falling off,['head falling off']
274,"seal, balancing diamond, furthest point is bottom left, triangle falling off bottom right","['seal', 'balancing diamond', 'furthest point is bottom left', 'triangle falling off bottom right']"
275,the one you just tried,There is no description of an image in the given text.
276,"very blocky, wider at top","['very blocky, wider at top']"
277,"kneeling, book on palms, small triangle pointing left at top of back, facing right","['kneeling', 'book on palms', 'small triangle pointing left at top of back', 'facing right']"
278,box under book,['box under book']
279,no arms,['no arms']
280,ice skating,['ice skating']
281,"the one i can't describe - triangle to lower right of head, small triangle on bottom left, the one you said the one i tried last time","['triangle to lower right of head', 'small triangle on bottom left']"
282,why me,There is no description of an image in the given text.
283,crouching,['crouching']
284,knees up,['knees up']
285,"your seal, my dancer","['your seal, my dancer']"
286,bunny ears,['bunny ears']
287,head falling off,['head falling off']
288,man sitting down on floor facing right with split above his head,['man sitting down on floor facing right with split above his head']
289,almost square block with right side missing and diamond on top,"['almost square block with right side missing', 'diamond on top']"
290,"right angle at bottom left, and wedge shape missing on right","['right angle at bottom left', 'wedge shape missing on right']"
291,"diamond head on broad shoulders, appears to be kneeling down with foot sticking out on the left","['diamond head on broad shoulders', 'appears to be kneeling down', 'foot sticking out on the left']"
292,man standing holding a box with an open lid in front of him to the left,"['man standing', 'holding a box', 'with an open lid', 'in front of him', 'to the left']"
293,"man standing on one leg, with the other leg and foot at 45 degrees to his left, and his head over to the right","['man standing on one leg', 'other leg and foot at 45 degrees to his left', 'head over to the right']"
294,"man sitting looking sad, facing left with his head down and his knees bent","['man sitting looking sad', 'facing left', 'head down', 'knees bent']"
295,man leaning left with both arms in the air,['man leaning left with both arms in the air']
296,"the one with a small separate triangle at the bottom right, attached by a single corner","['a small separate triangle at the bottom right, attached by a single corner']"
297,fat guy with a triangular bulge on the bottom right,['fat guy with a triangular bulge on the bottom right']
298,man looks like the letter S but more angular,['man looks like the letter S but more angular']
299,"man on one leg facing left with two chests sticking out, with a small triangle attached to his butt on the right","['man on one leg facing left', 'two chests sticking out', 'small triangle attached to his butt on the right']"
300,man swaying to his left with both arms reaching out,['man swaying to his left with both arms reaching out']
301,man sitting on floor facing right with rabbit ears on his head,['man sitting on floor facing right with rabbit ears on his head']
302,man facing left holding a box with lid open,"['man facing left', 'holding a box with lid open']"
303,man on one leg with head starting to slide off his shoulder to his right,"['man on one leg', 'head starting to slide off his shoulder to his right']"
304,man sitting on floor looking up at the sky on his right,['man sitting on floor looking up at the sky on his right']
305,man on floor facing left with knees bent,['man on floor facing left with knees bent']
306,"man on floor with both arms held out, but right arm is broken","['man on floor with both arms held out, but right arm is broken']"
307,mano n one leg facing left with right foot in the air,['mano on one leg facing left with right foot in the air']
308,man on floor facing left with massive left leg on floor and tiny right leg behind him,"['man on floor facing left', 'massive left leg on floor', 'tiny right leg behind him']"
309,man facing right who is the fattest of the group,"['man facing right', 'the fattest of the group']"
310,man bending facing right holding out both hands looks like a sharp s shape,"['man bending facing right', 'holding out both hands', 'looks like a sharp s shape']"
311,man on knees facing right with arms outstretched and looks like he has a tail on the left side,"['man on knees facing right with arms outstretched', 'looks like he has a tail on the left side']"
312,"man kneeling facing right, arms out but right one is broken","['man kneeling facing right', 'arms out but right one is broken']"
313,"man leaning left, standing on one upright leg, tiny triangular right leg on the right centre","['man leaning left', 'standing on one upright leg', 'tiny triangular right leg on the right centre']"
314,"man on floor reclining to the right, thick leg on left, tiny triangular leg on right","['man on floor reclining to the right', 'thick leg on left', 'tiny triangular leg on right']"
315,"man with down sloping shoulders and triangular bulge on bottom right of body, quite fat","['man with down sloping shoulders', 'triangular bulge on bottom right of body', 'quite fat']"
316,angular S shaped guy,['angular S shaped guy']
317,man leaning left both arms up in the air,['man leaning left both arms up in the air']
318,man facing left sitting on floor knees bent and head looking down,"['man facing left', 'sitting on floor', 'knees bent', 'head looking down']"
319,fattest guy,['fattest guy']
320,"guy facing right on his knees, arms outstretched with pointy tail on left","['guy facing right on his knees', 'arms outstretched', 'pointy tail on left']"
321,guy with head about to slide off hi shoulders to the right,['guy with head about to slide off his shoulders to the right']
322,guy holding open box with lid,['guy holding open box with lid']
323,rabbit ear guy sitting facing right (right angle at bottom left corner),['rabbit ear guy sitting facing right']
324,man facing right with arms outstretched right arm is broken,['man facing right with arms outstretched right arm is broken']
325,"man sitting on floor looking upward to his right with triangle on bottom right corner sticking out, triangle","['man sitting on floor looking upward to his right', 'triangle on bottom right corner sticking out']"
326,"man swaying to his left, arms out","['man swaying to his left, arms out']"
327,man on floor facing left with huge left foot and tiny right foot,"['man on floor facing left', 'huge left foot', 'tiny right foot']"
328,man sitting on bum facing left with knees bent,['man sitting on bum facing left with knees bent']
329,man on one foot facing left with head sliding off to his right,['man on one foot facing left with head sliding off to his right']
330,man on one foot facing left with 2 triangle breasts,"['man on one foot facing left', '2 triangle breasts']"
331,man crouched in a sharp s shape,['man crouched in a sharp s shape']
332,man facing left looking down at box with lid open,"['man facing left', 'looking down at box', 'lid open']"
333,man with huge rabbit ears sitting on floor,['man with huge rabbit ears sitting on floor']
334,man kneeling on floor facing right with arms outstretched and a pointy up tail on left side,"['man kneeling on floor facing right', 'arms outstretched', 'pointy up tail on left side']"
335,fattest man,['fattest man']
