,text,gpt_out
30,"The guy sitting on the floor with the funny hat, facing right, 2 triangles for a hat on top of his square head","['The guy sitting on the floor with the funny hat', 'facing right', '2 triangles for a hat on top of his square head']"
31,"The one that is a diamond head, on top of a triangle point (wider than the head), on top of a square, on top of a 5 sided shape, Like a chair facing right, With a head on top, yes no legs like you described it!","['diamond head', 'on top of a triangle point (wider than the head)', 'on top of a square', 'on top of a 5 sided shape', 'Like a chair facing right', 'With a head on top', 'no legs']"
32,The graduation one,['The graduation one']
33,"The ice skater, Facing left with one foot high in the air","['The ice skater, Facing left with one foot high in the air']"
34,"The boy sitting in front of his locker at school facing left, feet on the floor","['The boy sitting in front of his locker at school facing left, feet on the floor']"
35,"The person squatting kneeling with NO FEET, diamond head on top of triangle tip (same size as the head), Like a dress and one arm is to the right","['The person squatting kneeling with NO FEET', 'diamond head on top of triangle tip (same size as the head)', 'Like a dress', 'one arm is to the right']"
36,"the one that looks like it's doing the Thriller dance, diamond head to the right, long wing looking thing to the left, one leg kicked up to the left, another leg on the ground, LOL yes exactly with the arms up and the head to the side, there's one big wing looking arm to the left","['the one that looks like it's doing the Thriller dance', 'diamond head to the right', 'long wing looking thing to the left', 'one leg kicked up to the left', 'another leg on the ground', 'with the arms up and the head to the side', 'there's one big wing looking arm to the left']"
37,"has a diamond head at the top and a long body shape with no arms, it's ""head"" is facing to the right, it looks like it's sat down, almost like a foot type thing to the right, NO bunny ears!, it has a diamond at the top with nothing else, looks like it's sat down facing the right, it's the most solid block one","['has a diamond head at the top', 'a long body shape with no arms', ""it's 'head' is facing to the right"", ""it looks like it's sat down"", 'almost like a foot type thing to the right', 'NO bunny ears!', 'it has a diamond at the top with nothing else', ""looks like it's sat down facing the right"", ""it's the most solid block one""]"
38,"okay this has a diamond head at the top with two triangles below it, as someone described before, it's the one with the triangle that is disconnected slightly and has space from the body, it looks like a person sat down looking up to the left, with its arms out, I wouldn't say dancing as it looks sat down on a big fat block, its butt is huge on the right, with one little triangle leg foot on the left","['diamond head at the top', 'two triangles below it', 'triangle that is disconnected slightly and has space from the body', 'person sat down looking up to the left', 'arms out', 'sat down on a big fat block', 'butt is huge on the right', 'one little triangle leg foot on the left']"
39,"this is the one that looks like it's sat down looking really sad, it has a triangle head, and its legs are to the left","['looks like it\'s sat down looking really sad', 'triangle head', 'legs are to the left']"
40,"okay this is a weird looking one, its bottom looks like a long shoe facing to the left, with its two arm things behind it to the right, almost like its fallen down and has its hands behind it to catch itself, one arm is a small triangle at the top right, other is a small triangle bottom right, I think it is like a cinderella shoe, to me it looks like a shoe yes","['bottom looks like a long shoe facing to the left', 'two arm things behind it to the right', 'fallen down and has its hands behind it to catch itself', 'one arm is a small triangle at the top right', 'other is a small triangle bottom right', 'like a cinderella shoe', 'looks like a shoe']"
41,"okay this is one of the ones that looks like its standing up, it has a diamond at the top, and a huge block body, and the left side of the body is fully black square, the right side it's like there's one arm up, i wouldn't say it's facing a direction, it has one tiny foot sticking out, yes only one arm from it sticking out, and one ""foot"", both on the right hand side","['looks like its standing up', 'diamond at the top', 'huge block body', 'left side of the body is fully black square', 'right side it\'s like there\'s one arm up', 'one tiny foot sticking out', 'only one arm from it sticking out', 'one ""foot"", both on the right hand side']"
42,"this is the graduation looking one, diamond head and standing at a podium facing to the left","['graduation looking one', 'diamond head', 'standing at a podium', 'facing to the left']"
43,"i think it looks like it's facing to the right, it has one big triangle arm sticking out, one diamond head, and then a small partial diamond that blends into the triangle arm and the block body, It looks like it's kneeling, but it's the one with the BIG block at the base and like a big diamond butt, there's two it could be, but it's not the one that looks like it's kneeling where you can see the knees, it's the one where the back of the knees are covered in a big triangle, a triangle butt","['facing to the right', 'one big triangle arm sticking out', 'one diamond head', 'small partial diamond that blends into the triangle arm and the block body', 'kneeling', 'BIG block at the base', 'big diamond butt', 'back of the knees are covered in a big triangle', 'triangle butt']"
44,"okay this looks like a sad bunny rabbit, two triangles at the top","['a sad bunny rabbit', 'two triangles at the top']"
45,"okay now this is the second one that looks like it's sort of kneeling facing to the right, has one triangle arm, you can see the bend in the knees, facing to the right","['sort of kneeling facing to the right', 'has one triangle arm', 'you can see the bend in the knees', 'facing to the right']"
46,"this is one of those that looks like it's dancing, to me it looks like a ballet dancer with two arms in front to the left and one leg kicked out back, or like an ice skater","['it looks like a ballet dancer with two arms in front to the left and one leg kicked out back', 'like an ice skater']"
47,"like a guy falling backwards with its arms up in the air, his whole body is leaning back, like he fell from the right of the screen, both his arms are up and out, no legs","['a guy falling backwards with its arms up in the air', 'his whole body is leaning back', 'like he fell from the right of the screen', 'both his arms are up and out', 'no legs']"
48,"Okay this is the one we called headless man before, did anyone have confusion on that one\",['the one we called headless man']
49,"this character is on both knees back facing towards left side of screen hands out to the right, cold be a beggar or holding something, back is to left hands to right, triangle protrusion out of the back just below neck","['this character is on both knees back facing towards left side of screen hands out to the right', 'cold be a beggar or holding something', 'back is to left hands to right', 'triangle protrusion out of the back just below neck']"
50,"this character is visible from the torso up only, and has both arms held up, is slightly leaning to the left","['visible from the torso up only', 'both arms held up', 'slightly leaning to the left']"
51,"character is in a sitting position back facing right side of screen head slightly pointed downwards, feet on ground knees bent, or slightly tucked in towards stomach","['character is in a sitting position back facing right side of screen head slightly pointed downwards, feet on ground knees bent, or slightly tucked in towards stomach']"
52,"character is facing to the right one leg shin facing down other leg is standing on hands up to the right, or how you would be taking a knee, except hands up","['character is facing to the right', 'one leg shin facing down', 'other leg is standing', 'hands up to the right', 'how you would be taking a knee', 'except hands up']"
53,looks like a figure skater hands outstretched to the left with one leg fully up in the air,['a figure skater hands outstretched to the left with one leg fully up in the air']
54,"figure is down on both knees facing towards the right and has both arms outstretched upwards, there are two figures with toes pointed up in back between the two it's the one with arms raised higher, arms like like two triangles","['figure is down on both knees facing towards the right', 'has both arms outstretched upwards', 'there are two figures with toes pointed up in back', 'between the two it\'s the one with arms raised higher', 'arms like two triangles']"
55,figure facing towards the left arms outstretched at about chest height looks like a holy man,"['figure facing towards the left', 'arms outstretched at about chest height', 'looks like a holy man']"
56,"character where only head is visible looks like curled up inside a blanket or bag, yes bent slightly like a c","['character where only head is visible', 'curled up inside a blanket or bag', 'bent slightly']"
57,also can see one toe pointed out on the right,['one toe pointed out on the right']
58,"figure is pointed to the left and is standing but both knees partially crouched, arms held up to the right at about chest height, im sorry pointed to the right, facing right and arms right, knees bent straight back, no toes visible, standing on both feet in fact feet are not visible whatsoever","['figure is pointed to the left and is standing but both knees partially crouched', 'arms held up to the right at about chest height', 'im sorry pointed to the right, facing right and arms right', 'knees bent straight back', 'no toes visible', 'standing on both feet in fact feet are not visible whatsoever']"
59,"Sitting down, bunny ears, facing right","['Sitting down', 'bunny ears', 'facing right']"
60,Ice skater facing left,['Ice skater facing left']
61,"facing left, no separate arms or legs, maybe holding a platter reminds me of a professor, no bent legs, yeah, wearing a robe perhaps","['facing left', 'no separate arms or legs', 'maybe holding a platter', 'reminds me of a professor', 'no bent legs', 'wearing a robe perhaps']"
62,"the OMG guy, looking up with arms spread and leaning left, no legs","['the OMG guy', 'looking up with arms spread and leaning left', 'no legs']"
63,"no arms or legs shown, looking right, maybe sitting in a chair, no, pointy triangles, head and shoulders only, bottom of body bent, looking right","['no arms or legs shown', 'looking right', 'maybe sitting in a chair', 'pointy triangles', 'head and shoulders only', 'bottom of body bent', 'looking right']"
64,"the man on his knees, looking left, praying, looking right i mean, just one hand shown, but I see them as both together pointing right, a square for shoulders","['the man on his knees', 'looking left', 'praying', 'looking right', 'just one hand shown', 'both together pointing right', 'a square for shoulders']"
65,"facing us, Id say arm pointed to the right and toe on right shown Left side has no detail, just a block","['facing us', 'arm pointed to the right', 'toe on right shown', 'Left side has no detail', 'just a block']"
66,"facing right, triangle foot to left","['facing right', 'triangle foot to left']"
67,"facing right, on one knee with one foot in front to right Arms pointed out in supplication, looking upwards","['facing right', 'on one knee with one foot in front to right', 'Arms pointed out in supplication', 'looking upwards']"
68,"facing right, knees bent as if about to jump hands pointed out to right, facing right, one shown, maybe wearing a robe","['facing right', 'knees bent as if about to jump', 'hands pointed out to right', 'facing right', 'one shown', 'maybe wearing a robe']"
69,"the guy facing left, sitting down with hands under knees","['the guy facing left, sitting down with hands under knees']"
70,"the one that was depicted as looking a bit like a zombie Head back, arms pointing left like a begging dog, on one foot with the other raised","['looking a bit like a zombie', 'Head back', 'arms pointing left like a begging dog', 'on one foot with the other raised']"
71,"man sitting down looking left and sad, back to the right, knees up","['man sitting down looking left and sad, back to the right, knees up']"
72,"flat on left side, diamond head, jagged on right","['flat on left side', 'diamond head', 'jagged on right']"
73,"uh the monkey dancing one again where its looking at its leg which is up, and the square on its back","['the monkey dancing one again where its looking at its leg which is up', 'the square on its back']"
74,"like a guy on one leg with a triangle behind, arms pointing left like, yeh like they're stacked on top of each other the arms, yes pointing left, with the leg its standing on pointing left <, with a normal triangle at the back","['a guy on one leg with a triangle behind', 'arms pointing left like they're stacked on top of each other', 'the leg its standing on pointing left', 'with a normal triangle at the back']"
75,"like a person jumping to save a ball again, arms in the air","['a person jumping to save a ball again, arms in the air']"
76,"um a person sat looking down with two triangles behind, the bottom part is longer, pointing left, and behind that is a triangle pointing down, and the diamond head is looking down if that makes sense, looks like _ [","['a person sat looking down with two triangles behind', 'the bottom part is longer, pointing left', 'behind that is a triangle pointing down', 'the diamond head is looking down']"
77,"like a priest with arm out, pointing left, foot goes <","['like a priest with arm out, pointing left, foot goes']"
78,"a S shape person or backwards Z, pointing to the right, diamond head is straight, like not wonky, um idk if its pac man body is it sorry","['a S shape person or backwards Z, pointing to the right', 'diamond head is straight', 'not wonky', 'pac man body']"
79,"okay so kind of like a dress again, with a diamond head tilted right, and a triangle arms going < >, and the little triangle at the bottom on the back facing up, back left that is","['kind of like a dress again', 'diamond head tilted right', 'triangle arms going < >', 'little triangle at the bottom on the back facing up, back left']"
80,"okay so there's a triangle arm pointing right, and the diamond head is just straight like a normal head, and at the bottom it's kind of jagged on the right and a flat sided triangle pointing up on the left, um maybe I'm not sure cos others look like kneeling too right","['a triangle arm pointing right', 'the diamond head is just straight like a normal head', 'at the bottom it's kind of jagged on the right', 'a flat sided triangle pointing up on the left']"
81,"oh okay big body person sat with back to us, they are facing right, with no arms, just a foot going >, yes I would say that shape ^, no ""arms"", like its back is towards us right","['big body person sat with back to us', 'facing right', 'no arms', 'just a foot going >', 'that shape ^', 'no ""arms""', 'like its back is towards us right']"
82,"rabbit looking down, rabbit ears, square head, sitting down, its head is looking down a bit, no arms rlly, facing left, back to us, FACING RIGHT, rabbit is looking right not left is that clear so so sorry, idk it's just a rabbit ears, two triangles on top, pointing down at square diamond, which is on a big triangles body that is pointing right","['rabbit looking down', 'rabbit ears', 'square head', 'sitting down', 'its head is looking down a bit', 'no arms rlly', 'facing left', 'back to us', 'FACING RIGHT', 'rabbit is looking right not left is that clear so so sorry', 'idk it's just a rabbit ears', 'two triangles on top', 'pointing down at square diamond', 'which is on a big triangles body that is pointing right']"
83,"the priest, facing left, the guy reading out a speech","['the priest, facing left', 'the guy reading out a speech']"
84,"this one is facing up to the sky, with a really big pointy boob on the left, the bottom left has a real small triangle l, they got a triangle on its side on the back of their head, making any sense","['facing up to the sky', 'really big pointy boob on the left', 'bottom left has a real small triangle', 'triangle on its side on the back of their head']"
85,"guy sitting down head facing left, got his leg stretched out, sitting against a tree, looking towards his leg, so down and left, I don't really see the leg hugging but maybe, like he's sitting down with his legs out facing left, not sure about a hood, no bunny ears","['guy sitting down head facing left', 'got his leg stretched out', 'sitting against a tree', 'looking towards his leg', 'so down and left', 'I don't really see the leg hugging but maybe', 'like he's sitting down with his legs out facing left', 'not sure about a hood', 'no bunny ears']"
86,"facing right with their legs bent, big pointy titty, they look religious","['facing right with their legs bent', 'big pointy titty', 'they look religious']"
87,"it's the traveller dude, looks like he's got one foot on the floor and the other kicking up, erm he has a square on the right that could be seen as his head, but I'm seeing it has the triangle sticking out left, facing down to what could be his feet","['the traveller dude', 'one foot on the floor', 'the other kicking up', 'a square on the right', 'seen as his head', 'the triangle sticking out left', 'facing down to what could be his feet']"
88,"facing down right, they don't really have legs just thighs also going right, they have a pentagon body, they are essentially just three shapes, okay yeah I see the lowercase i, top shape is a square, then pentagon, then one that kinda looks like an open book on it's side","['facing down right', 'they don't really have legs just thighs also going right', 'they have a pentagon body', 'they are essentially just three shapes', 'top shape is a square', 'then pentagon', 'then one that kinda looks like an open book on its side']"
89,"so this guy got the full square body on the left side, then it looks like on the right he been chewed up, like he used to have a full square body, his head is a square with only one point touching his body, bit all on the right of his square body","['the full square body on the left side', 'on the right he been chewed up', 'he used to have a full square body', 'his head is a square with only one point touching his body', 'bit all on the right of his square body']"
90,"it's the guy that's at a rave, got his arms in the hair, his body starts at the bottom right, and his head is at the top left close to his left arm, yeah flying","['the guy that's at a rave', 'got his arms in the hair', 'his body starts at the bottom right', 'his head is at the top left close to his left arm', 'flying']"
91,"this is the one doing the yoga pose, their head is on the left looking up to the sky, a little triangle leg on the bottom right, another triangle above as his arms, he got a real fat leg on the left, yeah leg stretched back, not the ice skater I don't think, the ice skater is on one leg, this one is stretching one leg back left and one little leg forward, his head stretched back and arm up, snuggly bottom left","['the one doing the yoga pose', 'their head is on the left looking up to the sky', 'a little triangle leg on the bottom right', 'another triangle above as his arms', 'he got a real fat leg on the left', 'leg stretched back', 'not the ice skater', 'stretching one leg back left and one little leg forward', 'his head stretched back and arm up', 'snuggly bottom left']"
92,"this is the ice skater, facing left, little leg sticking out behind, the left has two triangle boobs stretched out, or arms sure","['the ice skater', 'facing left', 'little leg sticking out behind', 'the left has two triangle boobs stretched out, or arms']"
93,"big triangle body, facing right, bunny ears sticking up, looking down and right, body made of two triangles One big one, one little one sticking out, yeah sitting down","['big triangle body', 'facing right', 'bunny ears sticking up', 'looking down and right', 'body made of two triangles', 'One big one', 'one little one sticking out', 'sitting down']"
94,"this is a kinda weird one, the are facing right and look like they are serving something, they have a weird triangle sticking up on the left side away from them, yeah wearing a dress, they look like they are standing, the general shape is two triangles sticking out right, the left has a triangle sticking up, yeah pointing up at his bum","['the are facing right and look like they are serving something', 'they have a weird triangle sticking up on the left side away from them', 'wearing a dress', 'they look like they are standing', 'the general shape is two triangles sticking out right', 'the left has a triangle sticking up', 'pointing up at his bum']"
95,"It's the one that looks like the monster mash, Foot up, Facing left","['the one that looks like the monster mash', 'Foot up', 'Facing left']"
96,"The one that looks like a rat facing left, Square on the top, triangle connected to the bottom facing right, and another triangle connected to the left on the bottom, small triangle on the left bottom, It's like a rat looking left, pointed nose, two ears, His ""arms"" are on the bottom left, It's facing left, The triangle ""nose"" pointed left, The square and triangle on the ""right"", Mouse, or a rat","['a rat facing left', 'Square on the top', 'triangle connected to the bottom facing right', 'another triangle connected to the left on the bottom', 'small triangle on the left bottom', 'rat looking left', 'pointed nose', 'two ears', 'arms on the bottom left', 'facing left', 'triangle nose pointed left', 'square and triangle on the right', 'Mouse', 'rat']"
97,It's the swaddled baby,['the swaddled baby']
98,"The one that looks like a Y, leaning left, yea","['looks like a Y, leaning left']"
99,"The standing guy facing left, with the square under his arms,, Square looks like his robes draped, Not the ""fat"" one","['The standing guy facing left', 'with the square under his arms', 'Square looks like his robes draped', 'Not the ""fat"" one']"
100,"Facing left, right leg is up 90 degrees,, On one leg, The only other guy on one leg","['Facing left', 'right leg is up 90 degrees', 'On one leg', 'The only other guy on one leg']"
101,"The one which looks like horse hooves facing right, It's the backwards L, If the triangles come together, it'd be a square, If his hands hooves combined, Not round 1","['horse hooves facing right', 'backwards L', 'triangles come together, it'd be a square', 'hands hooves combined', 'Not round 1']"
102,"Crouching preacher, facing right, not the ""lady"" looking one, Arms are out, pointed right, crouched","['Crouching preacher', 'facing right', 'Arms are out', 'pointed right', 'crouched']"
103,"Guy sitting down, faced left, looking ""down"" with his legs bent","['Guy sitting down, faced left, looking ""down"" with his legs bent']"
104,"The fat guy, basically the square, biggest one basically, gonk droid","['The fat guy', 'basically the square', 'biggest one basically', 'gonk droid']"
105,"The one that I believe was from the first round, two triangles at the very top, connected to the square, connected to two more triangles at the bottom, ""facing"" right, ""face"" tilted down a bit towards the right, The two triangles at the bottom, Bunny Mountain","['two triangles at the very top, connected to the square, connected to two more triangles at the bottom, ""facing"" right, ""face"" tilted down a bit towards the right', 'The two triangles at the bottom', 'Bunny Mountain']"
106,"Lady facing right, kneeling, praying with arms out right, Same as the crouching one from before, but just kneeling, The top square only connects to a triangle at the bottom of its corner, It's facing right","['Lady facing right, kneeling, praying with arms out right', 'Same as the crouching one from before, but just kneeling', 'The top square only connects to a triangle at the bottom of its corner', ""It's facing right""]"
107,"there is a diamond on the top, next attached is another diamond underneath, looks like it is facing the right with its arms(triangle) stretched out","['a diamond on the top', 'another diamond underneath', 'facing the right with its arms(triangle) stretched out']"
108,"it has a diamond on top, looks like it is facing the left, standing on one leg, with a tail (triangle) at the right end","['a diamond on top', 'facing the left', 'standing on one leg', 'with a tail (triangle) at the right end']"
109,"it has a diamond on top, with a cylindrical body (rectangle pointing down), flat bottom that is further to the right away from the cylindrical body, no arms, hands gummed to the body","['a diamond on top', 'cylindrical body (rectangle pointing down)', 'flat bottom that is further to the right away from the cylindrical body', 'no arms', 'hands gummed to the body']"
110,"square top on the left, triangle attached on the right, looks like a goal celebration on a soccer game, facing the right, knees on the ground with legs at the left","['square top on the left', 'triangle attached on the right', 'looks like a goal celebration on a soccer game', 'facing the right', 'knees on the ground with legs at the left']"
111,"two triangle attached at the top part of the diamond (which is at the center), large right angle triangle on the bottom with the 90 degree at the left, facing the right","['two triangle attached at the top part of the diamond', 'large right angle triangle on the bottom with the 90 degree at the left, facing the right']"
112,"diamond top with a triangle attached at the right, flat line to the left where the diamond and triangle was attached, looks like a flat bottom with a triangle attached at the left","['diamond top with a triangle attached at the right', 'flat line to the left where the diamond and triangle was attached', 'looks like a flat bottom with a triangle attached at the left']"
113,"diamond top, looks like someone riding a bike, facing the right, straight back at the left, slightly bent knees to the right","['diamond top', 'someone riding a bike', 'facing the right', 'straight back at the left', 'slightly bent knees to the right']"
114,"pointed top, with an attached diamond on the top right, looks like standing on one leg, with one leg up, both foot facing the left","['pointed top', 'attached diamond on the top right', 'standing on one leg', 'one leg up', 'both foot facing the left']"
115,"diamond on the top, flat surface immediately the diamond, triangle at the right, straight line at the left, flat bottom","['diamond on the top', 'flat surface immediately the diamond', 'triangle at the right', 'straight line at the left', 'flat bottom']"
116,"diamond on the top, looks like a priest preaching, facing the left, standing at the pupit","['diamond on the top', 'looks like a priest preaching', 'facing the left', 'standing at the pupit']"
117,"diamond top, looks like someone sitting, facing the left, with the knee slightly pushed up","['diamond top', 'someone sitting, facing the left, with the knee slightly pushed up']"
118,"diamond top, looks like the hands are raised up, leaning to the left","['diamond top', 'looks like the hands are raised up, leaning to the left']"
119,man with bowl bowl facing the left,['man with bowl bowl facing the left']
120,ice skating pic,['ice skating pic']
121,box with bunny ears down hill,['box with bunny ears down hill']
122,flying ghost,['flying ghost']
123,"lady standing with right arm out, no knees bent","['lady standing with right arm out, no knees bent']"
124,"sorry guys, this is the straight line one, with arm out, right arm out","['straight line one', 'arm out', 'right arm out']"
125,man down in the dumps hunch back and bending knees to the left,"['man down in the dumps', 'hunch back', 'bending knees to the left']"
126,"hard one diamond balancing on top of two triangles, triangle facing left and one right, no arms, not the baby","['hard one diamond balancing on top of two triangles, triangle facing left and one right']"
127,zombie with raised leg,['zombie with raised leg']
128,"bending man with arms to the right, and bending knees making an arrow","['bending man with arms to the right', 'bending knees making an arrow']"
129,snow scraper one,['snow scraper']
130,cradling baby,['cradling baby']
131,"The one with no arms, mostly a rectangular body, with legs shifted towards the right, diamond, shifted to the right of the body, slightly, but still upright diamond, kneeling but legs are not very visible","['no arms', 'rectangular body', 'legs shifted towards the right', 'diamond shifted to the right of the body', 'upright diamond', 'kneeling but legs are not very visible']"
132,"in the kneeling position with triangular arms outstretched, right arm looks like it is dangling, triangle coming out of the left side at the bottom as the foot","['in the kneeling position with triangular arms outstretched', 'right arm looks like it is dangling', 'triangle coming out of the left side at the bottom as the foot']"
133,"the fat one, rectangular body, with small triangle coming out of his right side as an arm and one for his foot, left side of him is exactly 90 degree angle","['the fat one', 'rectangular body', 'with small triangle coming out of his right side as an arm', 'one for his foot', 'left side of him is exactly 90 degree angle']"
134,"straight back head is leaned back, one foot on the ground the other is raised, looks like a zombie, facing the left, its up forward, as if he is walking, square, leaned back","['straight back head is leaned back', 'one foot on the ground', 'the other is raised', 'looks like a zombie', 'facing the left', 'its up forward', 'as if he is walking', 'square', 'leaned back']"
135,"facing towards the right, looks like he is serving something, the one that is kneeling, yes the triangle with a right angle at the left","['facing towards the right', 'looks like he is serving something', 'the one that is kneeling', 'the triangle with a right angle at the left']"
136,"one foot on the ground and the other is towards the back making a right angle between the two, two triangles as the arms, facing the left","['one foot on the ground', 'the other is towards the back making a right angle between the two', 'two triangles as the arms', 'facing the left']"
137,"looks like he is serving, facing the left, standing, upright","['serving, facing the left, standing, upright']"
138,"legs are bent, figure looks like he is serving now facing the right, not fully kneeling, arms and legs create a lightning shape","['legs are bent', 'figure looks like he is serving now facing the right', 'not fully kneeling', 'arms and legs create a lightning shape']"
139,"fully sat figure with his head down and two triangles coming out of the head, facing towards the right, triangular body, exactly the evo; rabbit","['fully sat figure with his head down', 'two triangles coming out of the head, facing towards the right', 'triangular body', 'exactly the evo; rabbit']"
140,"has an arched back head is tilted back towards the left, looks like salsa dancing","['an arched back', 'head is tilted back towards the left', 'looks like salsa dancing']"
141,"flying, no legs, rhombus body, left","['flying', 'no legs', 'rhombus body', 'left']"
142,"is sat facing the left, with his head slightly tilted downwards (the right of the screen)","['is sat facing the left, with his head slightly tilted downwards']"
143,"kneeling down praying, facing the right, this is the one with triangle arms but the one on the right is only touching the body at one point, yes, small tail to left","['kneeling down praying', 'facing the right', 'this is the one with triangle arms', 'the one on the right is only touching the body at one point', 'small tail to left']"
144,"head to the left, at the base it is like a thick tick, then a small triangle to the right of the tick, middle looks like an upright stem","['head to the left', 'at the base it is like a thick tick', 'then a small triangle to the right of the tick', 'middle looks like an upright stem']"
145,"looks like elephant man to me, head to the right, one foot on the ground, one foot lifted to the left","['elephant man', 'head to the right', 'one foot on the ground', 'one foot lifted to the left']"
146,"the one with the crystal shaped body, upright head, no definitive arms or legs","['the one with the crystal shaped body, upright head, no definitive arms or legs']"
147,"very blocky shape, upright head, flat back to the left, small foot sticks out bottom right, flat shoulders","['very blocky shape', 'upright head', 'flat back to the left', 'small foot sticks out bottom right', 'flat shoulders']"
