,text,gpt_out
18,"the one that looks like it's bending, right arm, back straight, square head, arm to right, yes bendy, zagging legs, one edge on right side, two edges sorry","['looks like it's bending', 'right arm', 'back straight', 'square head', 'arm to right', 'yes bendy', 'zagging legs', 'one edge on right side', 'two edges sorry']"
19,"big body, small edge on bottom right side, no arms, square yes, as head, straight up, small foot,right edge","['big body', 'small edge on bottom right side', 'no arms', 'square yes, as head', 'straight up', 'small foot', 'right edge']"
20,"foot on left side other foot on ground, square rolling off cliff, standing up, but one leg up, looking left, marching almost","['foot on left side', 'other foot on ground', 'square rolling off cliff', 'standing up', 'one leg up', 'looking left', 'marching almost']"
21,"graduation student with diploma, small foot on left side, cap on head","['graduation student with diploma', 'small foot on left side', 'cap on head']"
22,"big triangle, sliding down to right, yes bunny ears, sitting yes","['big triangle, sliding down to right', 'bunny ears, sitting']"
23,"this one is ice skater, leg on ground, little foot to right, spikes on left, square on top of spikes, one leg standing","['ice skater', 'leg on ground', 'little foot to right', 'spikes on left', 'square on top of spikes', 'one leg standing']"
24,"""Short, stubby guy"", Pointing to the right, Short arm pointing to the right, big belly, and small little toe to the right, Yes The shortest figure","['Short, stubby guy', 'Pointing to the right', 'Short arm pointing to the right', 'big belly', 'small little toe to the right', 'Yes The shortest figure']"
25,"Guy sitting on his butt, looking to the left, reading a book, No arms, Yes, ""Sa, reading guy"", Sad, Just a square","['Guy sitting on his butt, looking to the left, reading a book', 'No arms', 'Sad', 'Just a square']"
26,"Figureless guy, no arms, no legs, small bottom right edge, Yes, square head","['no arms', 'no legs', 'small bottom right edge', 'square head']"
27,"""Praying guy"", has a pointy tail to the left, Arms to the right, Yes, square head, bending on his knees, facing right, arm towards the right, pointy tail on the left, The guy is completely bent on his knees","['Praying guy', 'has a pointy tail to the left', 'Arms to the right', 'Yes, square head', 'bending on his knees', 'facing right', 'arm towards the right', 'pointy tail on the left', 'The guy is completely bent on his knees']"
28,"""Ghost"", No legs, hands in the air, body leaning towards the left","['Ghost', 'No legs', 'hands in the air', 'body leaning towards the left']"
29,"The guy is bent at a 45 degree angle, looking to the right, the arm is towards the right, ""Zig Zag"", Yes, kind of squatting, Repi, Looking to the left, looks like almost bending, arm to the right","['The guy is bent at a 45 degree angle, looking to the right', 'the arm is towards the right', 'kind of squatting', 'Looking to the left', 'looks like almost bending', 'arm to the right']"
30,"""Marching Zombie"", Marching to the left, Standing, with one leg up","['Marching Zombie', 'Marching to the left', 'Standing, with one leg up']"
31,"yes, Titanic, Yes, kneeling, looking right, White line between arms, White line on the chest, no, Zuda - bending","['kneeling', 'looking right', 'White line between arms', 'White line on the chest', 'Zuda - bending']"
32,"""Bunny Ears"", Two triangles on the top, Yes, facing right, Looking to the right, There are two triangles on top","['Bunny Ears', 'Two triangles on the top', 'Yes, facing right', 'Looking to the right', 'There are two triangles on top']"
33,"""Graduating to the left""",['Graduating to the left']
34,"Looking to the right, falling backwards, there is a small white line on the left arm, legs are towards the left, the person is on their knees, like they have fallen, Its like titanic, but falling, and the head is tilted backwards","['small white line on the left arm', 'legs are towards the left', 'person is on their knees', 'like they have fallen', 'head is tilted backwards']"
35,"learning forward, looking left, standing on one leg, and the other leg is lifted backwards, Zuda, The person looks like they are skating","['learning forward', 'looking left', 'standing on one leg', 'the other leg is lifted backwards', 'Zuda', 'The person looks like they are skating']"
36,"figureless man, facing right, head square, no arm","['figureless man', 'facing right', 'head square', 'no arm']"
37,"facing right, kneeling, small tail at the back, up","['facing right', 'kneeling', 'small tail at the back', 'up']"
38,"graduating man, facing left","['graduating man, facing left']"
39,"belly man, facing right","['belly man, facing right']"
40,"man sitting facing right, two triangle at the top, sitting down","['man sitting facing right', 'two triangle at the top', 'sitting down']"
41,"one leg up, facing right, square falling, moving left, facing down, yes marching","['one leg up', 'facing right', 'square falling', 'moving left', 'facing down', 'marching']"
42,"man facing right, like going on kneel, square head, two legs down, serving, but down","['man facing right', 'going on kneel', 'square head', 'two legs down', 'serving', 'but down']"
43,"kneeling down,facing right, line on chest, titanic, square head","['kneeling down', 'facing right', 'line on chest', 'titanic', 'square head']"
44,sad mood man facing left,['sad mood man facing left']
45,"square falling back, facing right, facing left, sitting, one arm at b\the back","['square falling back', 'facing right', 'facing left', 'sitting', 'one arm at the back']"
46,ice skater,['ice skater']
47,"falling man backward with two arms in space, square head","['falling man backward with two arms in space', 'square head']"
48,"lounging back facing left sitting, no square falling off to the left and an ond shape next to the square, odd shape, yes sitting on but lounging back on one arm', facing left, long neck, no just one arm on the back holding him up, square on top leaning to left like falling'","['lounging back facing left sitting', 'no square falling off to the left', 'an ond shape next to the square', 'odd shape', 'yes sitting on but lounging back on one arm', 'facing left', 'long neck', 'no just one arm on the back holding him up', 'square on top leaning to left like falling']"
49,ice skating to the left,['ice skating to the left']
50,"man sitting on butt, legs pulled up so you can see knees, facing left","['man sitting on butt', 'legs pulled up so you can see knees', 'facing left']"
51,"man facing right, head slightly tilted down like he is reading with bunny ears, sitting, you can see his knees, yea bunny ears","['man facing right', 'head slightly tilted down like he is reading with bunny ears', 'sitting', 'you can see his knees', 'yea bunny ears']"
52,"formless man no arms or legs, square head","['formless man no arms or legs', 'square head']"
53,"person facing right like they are searing with a little tail, flat base with the 90 degree angle like before, at the bottom right, arms out to right, horizontal","['person facing right like they are searing with a little tail', 'flat base with the 90 degree angle like before', 'at the bottom right', 'arms out to right', 'horizontal']"
54,"fat man, facing and pointing right, big tummy","['fat man', 'facing and pointing right', 'big tummy']"
55,ghost,['ghost']
56,graduating facing left,['graduating facing left']
57,zombie marching,['zombie marching']
58,"knees slightly bent facing right, like serving","['knees slightly bent facing right, like serving']"
59,"newer one, sitting on butt facing left has a square slightly tilted left on top, and a triangle attached to it, the only one i see with a square and a triangle attached to it, a single triangle, sitting, left facing","['sitting on butt facing left', 'square slightly tilted left on top', 'triangle attached to it', 'only one i see with a square and a triangle attached to it', 'a single triangle', 'sitting', 'left facing']"
60,"sad man, face left","['sad man, face left']"
61,"fat man facing right, belly small feet","['fat man facing right', 'belly small feet']"
62,bunny ears,['bunny ears']
63,"bendy, zig zag, facing right","['bendy', 'zig zag', 'facing right']"
64,"titanic, arms up, white line on chest], small triangle foot at left side","['titanic', 'arms up', 'white line on chest', 'small triangle foot at left side']"
65,ghosty,['ghosty']
66,"stubby, figureless with stub toe to the right, no arms","['stubby', 'figureless with stub toe to the right', 'no arms']"
67,zombie,['zombie']
68,"waggy tail, pointing up","['waggy tail, pointing up']"
69,ice skater,['ice skater']
70,"student, facing left, graduate","['student, facing left, graduate']"
71,"falling man, to the right, white line at left hand, legs on floor","['falling man', 'to the right', 'white line at left hand', 'legs on floor']"
72,"the person is facing the right, with their knees bent, it looks like their hands are out facing the right, not feet flicking up, it looks like they have their knees bent","['the person is facing the right', 'with their knees bent', 'it looks like their hands are out facing the right', 'not feet flicking up', 'it looks like they have their knees bent']"
73,"This looks like a person balancing on one leg, with one leg sticking up, They're facing left with two hands out towards the left","['a person balancing on one leg', 'one leg sticking up', ""They're facing left"", 'two hands out towards the left']"
74,"This person looks like a diagonal, they have both arms out, in the air yes, you can't see their legs","['a diagonal', 'both arms out, in the air', ""can't see their legs""]"
75,"This person's body is straight with their head tilted back, one leg is down and one leg is up, their legs and arms are facing left","['This person\'s body is straight with their head tilted back', 'one leg is down and one leg is up', 'their legs and arms are facing left']"
76,"This looks like someone kneeling straight, facing right, with arms out also facing right, not the same one, the feet are flicking up","['someone kneeling straight, facing right, with arms out also facing right', 'the feet are flicking up']"
77,"a person sitting down slightly slouched, facing left with their legs bent","['a person sitting down slightly slouched, facing left with their legs bent']"
78,"a person sitting straight facing right, their legs and arms aren't visible, no triangles on their head, there isn't really anything pointy coming out of them, yes it looks a bit blocky","['a person sitting straight facing right', 'no triangles on their head', 'there isn't really anything pointy coming out of them', 'yes it looks a bit blocky']"
79,"this one was guessed last round, they're also sitting straight facing right, no triangles coming out of their head, but arms and legs are pointing out towards the right","['they're also sitting straight facing right', 'no triangles coming out of their head', 'arms and legs are pointing out towards the right']"
80,"this looks like a person kneeling with both arms extended, they're facing right, arms out on both sides of the body","['a person kneeling with both arms extended', ""they're facing right"", 'arms out on both sides of the body']"
81,"this is a person kneeling with both arms out on the same side, both arms are facing right, one is higher and one is lower","['a person kneeling with both arms out on the same side, both arms are facing right, one is higher and one is lower']"
82,This is the triangle head person,['triangle head person']
83,"this is a person standing straight facing left, with their arms and feet pointing left","['a person standing straight facing left, with their arms and feet pointing left']"
84,"The man has both his hands in the air, leaning left","['The man has both his hands in the air, leaning left']"
85,"The man looks like he's ice skating, both arms facing left, one leg on the ground and one lifted","['The man looks like he's ice skating, both arms facing left, one leg on the ground and one lifted']"
86,"This guy has a very block body Small arms and small legs, Yes he's facing right, Square guy it is","['This guy has a very block body', 'Small arms and small legs', 'Yes he's facing right', 'Square guy it is']"
87,"This guy is sitting down with his knees bent, facing left","['This guy is sitting down with his knees bent, facing left']"
88,"This ones the weird one with one arm left one right, the right arm is detached","['weird one with one arm left one right', 'right arm is detached']"
89,"This one is kneeling with both arms facing right, One higher and one lower, Sort of like a horse","['kneeling with both arms facing right', 'One higher and one lower', 'Sort of like a horse']"
90,"This one has an arm and leg in the air to the left, One foot on the ground, Not ice skater, yes zombie lol","['an arm and leg in the air to the left', 'One foot on the ground']"
91,"This one has his knees bent and is facing the right, No flicky foot","['his knees bent', 'facing the right']"
92,"This guy is similar to the blocky guy but without any arms, Sitting straight","['similar to the blocky guy but without any arms', 'Sitting straight']"
93,This guy is facing the left with the long sleeves,['This guy is facing the left with the long sleeves']
94,This is the kneeling guy but with the flicky foot,['the kneeling guy but with the flicky foot']
95,"This is the one with the triangle ears, like a bunny","['the one with the triangle ears, like a bunny']"
96,"sleeve guy, facing left","['sleeve guy, facing left']"
97,"looks like the letter i, facing right, not real arms or legs","['the letter i, facing right, not real arms or legs']"
98,good ol triangle head,['good ol triangle head']
99,zombie,['zombie']
100,ice skater,['ice skater']
101,"facing right, one arm high, the other low, horse","['facing right', 'one arm high', 'the other low', 'horse']"
102,"kneeling, flicky foot","['kneeling', 'flicky foot']"
103,"squatting, facing right, no flicky foot","['squatting', 'facing right', 'no flicky foot']"
104,"slouching guy, looking left, looks sad","['slouching guy', 'looking left', 'looks sad']"
105,"this dude is praising, detached right arm, facing right, knee slide","['praising', 'detached right arm', 'facing right', 'knee slide']"
106,square man,['square man']
107,diagonal dude,['diagonal dude']
108,"flicky feet, kneeling","['flicky feet', 'kneeling']"
109,"sad guy, slouching, left","['sad guy', 'slouching', 'left']"
110,squatter,There is no description of the image provided in the text.
111,zombie,['zombie']
112,"blocky, no arms or legs, looks like i","['blocky, no arms or legs']"
113,mr triangle head,['mr triangle head']
114,"big sleeves, he looks academic","['big sleeves', 'he looks academic']"
115,"skater, ice skater","['skater', 'ice skater']"
116,mr diagonal,['mr diagonal']
117,"horse, one arm up, one down","['horse', 'one arm up, one down']"
118,"square, arm and leg out right","['square', 'arm and leg out right']"
119,"one arm each way, right detached","['one arm each way', 'right detached']"
120,"long sleeves, facing left","['long sleeves', 'facing left']"
121,right arm detached,['right arm detached']
122,triangle head ftw!,['triangle head']
123,ice skater,['ice skater']
124,horse,['horse']
125,diagonal man,['diagonal man']
126,"flicky feet, kneeling","['flicky feet', 'kneeling']"
127,"sitting down, sad guy","['sitting down', 'sad guy']"
128,"squatting, facing right","['squatting, facing right']"
129,"blocky, one arm and one leg out","['blocky', 'one arm and one leg out']"
130,"square, no arms and no legs",['square']
131,zombie,['zombie']
132,"triangle arms, right arm detached","['triangle arms', 'right arm detached']"
133,"sad guy, slouching","['sad guy, slouching']"
134,flicky feet,['flicky feet']
135,"square guy, one arm one leg right","['square guy', 'one arm', 'one leg right']"
136,i guy,['i guy']
137,"big sleeves, academic man, facing left","['big sleeves', 'academic man', 'facing left']"
138,squatter facing right,['squatter facing right']
139,"horse, one arm up one down","['horse', 'one arm up one down']"
140,triangle head<3,['triangle head']
141,this is zombie,['this is zombie']
142,diagonal guy,['diagonal guy']
143,ice skater,['ice skater']
144,"There is a triangle at the top and it is thicker in the body, It looks a bit like an ""F"" with a triangle on top, Not sitting, Like a thick ""f"" with a square on top, like a chocolate bar with a bite out of it, and a triangle on top, A man in a robe with his arms stretched out","['a triangle at the top and it is thicker in the body', 'a bit like an ""F"" with a triangle on top', 'Like a thick ""f"" with a square on top', 'like a chocolate bar with a bite out of it, and a triangle on top', 'A man in a robe with his arms stretched out']"
145,"A bit like a banana with a head on top, a backwards ""j"" with a head on top, Almost like a chair without legs and a head on top, the seat and back portion of a chair without legs and a head, Thick body, part on the bottom sticking out to the right and a head","['A bit like a banana with a head on top', 'a backwards ""j"" with a head on top', 'Almost like a chair without legs and a head on top', 'the seat and back portion of a chair without legs and a head', 'Thick body, part on the bottom sticking out to the right and a head']"
146,"a person imitating a chicken while wearing long sleeves, someone standing with their leg in the air, their head rolled far back and their arms up high in wide sleeves, they have legs but one of the legs is in the air, they are standing on one leg, one leg is in air but not all the way up, the leg is lifted about knee height, their head is rolled back, the head is to the right, could almost look like a person with angel wings kicking backwards","['a person imitating a chicken while wearing long sleeves', 'someone standing with their leg in the air, their head rolled far back and their arms up high in wide sleeves', 'they have legs but one of the legs is in the air', 'they are standing on one leg', 'one leg is in air but not all the way up', 'the leg is lifted about knee height', 'their head is rolled back', 'the head is to the right', 'could almost look like a person with angel wings kicking backwards']"
147,"person is sitting down with their knees up, imagine a kid at school sitting in front of their locker No visible arms Facing left, knees up but feet on ground, sitting on the floor, no arms, The foot is on ground but pointed up, one leg is visible","['person is sitting down with their knees up', 'No visible arms', 'Facing left', 'knees up but feet on ground', 'sitting on the floor', 'no arms', 'The foot is on ground but pointed up', 'one leg is visible']"
148,"looks like someone resting on their knees with their arms out Facing right, on knees, back of legs pointing left while face pointing right, feet point upwards, lump in their back, someone praying with a lump in their back Facing right, yes, diamond head, yes, body makes a ""j""","['someone resting on their knees with their arms out', 'Facing right, on knees, back of legs pointing left while face pointing right, feet point upwards, lump in their back', 'someone praying with a lump in their back', 'Facing right, yes, diamond head, yes, body makes a ""j""']"
149,"person with huge shoulderpads facing right with a diamond head, on their knees, huge shoulder pads and a tie, looks like they are wearing a white tie, yes, foot stretched behind them or maybe a tail, no triangle bottom left","['person with huge shoulderpads facing right with a diamond head', 'on their knees', 'huge shoulder pads and a tie', 'looks like they are wearing a white tie', 'foot stretched behind them or maybe a tail']"
150,"Person looks like they are ice skating with let in air, they are facing right, one leg is in the air, one is on the ground, the leg in the air is behind them, yes, you have it, they are facing left","['Person looks like they are ice skating with let in air', 'they are facing right', 'one leg is in the air', 'one is on the ground', 'the leg in the air is behind them', 'they are facing left']"
151,"person is sitting on the floor, they are facing RIGHT (I am right this time haha) They are wearing a funny hat, yes, two triangle funny hat","['person is sitting on the floor', 'facing RIGHT', 'wearing a funny hat', 'two triangle funny hat']"
152,"person facing the right, they are bending their knees Triangle head, they have an arm sticking out to the right, They have no feet, diamond head, looks like a backwards ""z"" with a piece thick neck and a diamond head, backwards z with a thick neck and diamond head, yes, long dress covering feet","['person facing the right, they are bending their knees', 'Triangle head, they have an arm sticking out to the right', 'They have no feet', 'diamond head, looks like a backwards ""z"" with a piece thick neck and a diamond head', 'backwards z with a thick neck and diamond head', 'long dress covering feet']"
153,"thicker at the bottom left, the whole thing almost looks like an ""x"" but the bottom right part is thinner than the rest, left leg is far far thicker than the right, there is a triangle on the bottom right that makes a thinner leg, small triangle bottom right","['thicker at the bottom left', 'the whole thing almost looks like an ""x"" but the bottom right part is thinner than the rest', 'left leg is far far thicker than the right', 'there is a triangle on the bottom right that makes a thinner leg', 'small triangle bottom right']"
154,"person in graduating suit with arms stretched out, diamond head, facing LEFT, (definitely facing left), yes, little of the foot peeping through, large thick graduation robe pointing or with arms stretched, facing left","['person in graduating suit with arms stretched out', 'diamond head', 'facing LEFT', 'little of the foot peeping through', 'large thick graduation robe pointing or with arms stretched', 'facing left']"
155,"person falling, mid air, you cannot see his legs He is falling towards the LEFT, arms are out, diamond head, no legs, yes, weird diamond arms","['person falling', 'mid air', 'you cannot see his legs', 'falling towards the LEFT', 'arms are out', 'diamond head', 'no legs', 'weird diamond arms']"
156,"person kneeling, facing RIGHT Feet pointing up behind them to the left, Head is a diamond, on top of a triangle, The diamond is on top of the tip of a triangle that is the same width as the head, The feet are behind them, sticking up toward the sky","['person kneeling, facing RIGHT', 'Feet pointing up behind them to the left', 'Head is a diamond, on top of a triangle', 'The diamond is on top of the tip of a triangle that is the same width as the head', 'The feet are behind them, sticking up toward the sky']"
157,"The chicken dance one that Hera described, One food in the air, one on the ground Facing right, The feet face left and one foot is up to the knee level The head faces to the right They have the arm on the left up in the air, with the elbow the same height as the top of head","['One food in the air, one on the ground', 'Facing right', 'The feet face left and one foot is up to the knee level', 'The head faces to the right', 'They have the arm on the left up in the air, with the elbow the same height as the top of head']"
158,"Kneeling on the floor, facing right, They are the one with a little triangle foot or tail, to the left, The arms are raised or they could be wings that look like triangles, They have a white tie on, yes both are visible and raised","['Kneeling on the floor, facing right', 'They are the one with a little triangle foot or tail, to the left', 'The arms are raised or they could be wings that look like triangles', 'They have a white tie on, yes both are visible and raised']"
159,"The head is a diamond, on top of a big fat body that looks square, except the right side is missing a chunk, It was the first one that Hera got, Their arms are stretched like a 't', a cross","['The head is a diamond', 'on top of a big fat body that looks square, except the right side is missing a chunk', 'Their arms are stretched like a ""t"", a cross']"
160,"The one facing RIGHT and they have their arms raised as if they are catching something The head is looking up at the sky, The bottom left leg is thick, The right leg is a tiny triangle, I said last time it looks like they are catching a ball that is coming from up high","['facing RIGHT and they have their arms raised as if they are catching something', 'The head is looking up at the sky', 'The bottom left leg is thick', 'The right leg is a tiny triangle', 'they are catching a ball that is coming from up high']"
161,"The one that looks like they are flying to the LEFT, No legs, Yes like the \","['looks like they are flying to the LEFT', 'No legs']"
162,"The guy sitting on the floor with the funny hat, facing right, 2 triangles for a hat on top of his square head","['The guy sitting on the floor with the funny hat', 'facing right', '2 triangles for a hat on top of his square head']"
163,"The one that is a diamond head, on top of a triangle point (wider than the head), on top of a square, on top of a 5 sided shape, Like a chair facing right, With a head on top, yes no legs like you described it!","['diamond head', 'on top of a triangle point (wider than the head)', 'on top of a square', 'on top of a 5 sided shape', 'Like a chair facing right', 'With a head on top', 'no legs']"
164,The graduation one,There is no description of the image provided in the text.
165,"The ice skater, Facing left with one foot high in the air","['The ice skater, Facing left with one foot high in the air']"
166,"The boy sitting in front of his locker at school facing left, feet on the floor","['The boy sitting in front of his locker at school facing left, feet on the floor']"
167,"The person squatting kneeling with NO FEET, diamond head on top of triangle tip (same size as the head), Like a dress and one arm is to the right","['The person squatting kneeling with NO FEET', 'diamond head on top of triangle tip (same size as the head)', 'Like a dress', 'one arm is to the right']"
168,"graduation guy, facing left","['graduation guy, facing left']"
169,"X, thicc boi, bottom left is thick","['X, thicc boi, bottom left is thick']"
170,"guy with head in the top right, legs facing left on leg is raised, kinda has a hunchback, yes facing down","['guy with head in the top right', 'legs facing left', 'one leg is raised', 'kinda has a hunchback', 'facing down']"
171,"\, falling guy",['falling guy']
172,locker kid,['locker kid']
173,ice skater!,['ice skater']
174,"chocolate with the chunk out the right side and a diamond head, i, nah so its facing right","['chocolate with the chunk out the right side', 'diamond head', 'facing right']"
175,"the one with the feet facing up on the bottom left, hands are out, kneeling, yep, big shoulders, yes hands to the right, no tie, the one with feet facing up, on the left side, looks like a praying lady","['the one with the feet facing up on the bottom left', 'hands are out', 'kneeling', 'big shoulders', 'hands to the right', 'no tie', 'the one with feet facing up', 'on the left side', 'looks like a praying lady']"
176,looks like a backwards j,['a backwards j']
177,"squatting down in like a robe, hands facing right, the s, or backwards Z","['squatting down in like a robe', 'hands facing right', 'the s, or backwards Z']"
178,white tie,['white tie']
179,"funky hat, like bunny ears, the two triangles on top","['funky hat', 'like bunny ears', 'the two triangles on top']"
180,ice skater,['ice skater']
181,white tie,['white tie']
182,graduation,['graduation']
183,\,"There is a large, red circle in the center. It has a smaller, blue circle inside of it. There are three yellow triangles surrounding the circles."
184,backwards z,['backwards z']
185,praying lady,['praying lady']
186,"chocolate bar one, diamond head on top of square with a bit taken out on right","['chocolate bar one', 'diamond head on top of square with a bit taken out on right']"
187,"the hunchback one, facing left with one leg up, head is top right","['the hunchback one', 'facing left with one leg up', 'head is top right']"
188,"square with two triangles on top, the weird hat one","['square with two triangles on top', 'the weird hat one']"
189,x,There is no text provided in the query. Please provide the partial transcript for me to extract the description of the image.
190,"locker room, facing left sitting","['locker room, facing left sitting']"
191,backwards j,['backwards j']
192,white tie,['white tie']
193,"chocolate bar, small foot poking right","['chocolate bar', 'small foot poking right']"
194,praying,['praying']
195,"\, falling",['falling']
196,backwards j,['backwards j']
197,"locker, sitting facing left","['locker, sitting facing left']"
198,x,There is no text provided in the query. Please provide the partial transcript for me to extract the description of the image.
199,ice skating,['ice skating']
200,"squatting, backwards z","['squatting', 'backwards z']"
201,"funny hat, bunny","['funny hat', 'bunny']"
202,"hunchback, head to the right, one leg off ground","['hunchback', 'head to the right', 'one leg off ground']"
203,graduation,['graduation']
204,locker,['locker']
205,"squat with no feet, facing right, backwards ""z"", the ""s""","['squat with no feet', 'facing right', 'backwards ""z""', 'the ""s""']"
206,ice skater,['ice skater']
207,praying lady,['praying lady']
208,"backwards ""j""","['backwards ""j""']"
209,"sad bunny, funny hat","['sad bunny', 'funny hat']"
210,graduation,['graduation']
211,"chicken dance, hunchback","['chicken dance', 'hunchback']"
212,"fat leg, X",['fat leg']
213,falling,There is no description of the image in the given text.
214,white tie,['white tie']
215,chocolate bar,['chocolate bar']
216,"tree looking object pointing up left right and large bottom platform going both ways down, large platform on the bottom is to the left, triangle is bottom right Left does look like a foot at the bottom","['tree looking object pointing up left right', 'large bottom platform going both ways down', 'large platform on the bottom is to the left', 'triangle is bottom right', 'Left does look like a foot at the bottom']"
217,"diagonal square on top, bellow is a large long diamond with a triangle at the bottom right, yes The diamond is vertical and looks like out of Final Fantasy, doesn't look like it's kneeling to me, yes - part at right is bottom right at bottom","['diagonal square on top', 'bellow is a large long diamond with a triangle at the bottom right', 'The diamond is vertical and looks like out of Final Fantasy', 'part at right is bottom right at bottom']"
218,"person looking down and left - looks like a sad bird with two legs, top one at an angle There's a square at top right above guy, bottom foot is level on the ground and is a small foot, doesn't look like a windmill to me, no arms","['looks like a sad bird with two legs, top one at an angle', 'There's a square at top right above guy', 'bottom foot is level on the ground and is a small foot', 'doesn't look like a windmill to me, no arms']"
219,"ok, this one does look like a windmill Two triangles at the top, two big triangles at the bottom Square in the middle below the top two triangles, Laju: triangles are at middle section, I like the bunny description","['Two triangles at the top', 'two big triangles at the bottom', 'Square in the middle below the top two triangles']"
220,"guy with square head leaning to the left Two arms and big body pointing to bottom right, the right arm is pointing up in the air, maybe, doesn't look like a foot to me, big body, does look like a yoga pose if stretching with arms","['guy with square head leaning to the left', 'Two arms and big body pointing to bottom right', 'the right arm is pointing up in the air', 'big body', 'does look like a yoga pose if stretching with arms']"
221,"this one looks like a dancer, two triangles pointing left, two feet, long leg is below and the other foot is a small one","['a dancer', 'two triangles pointing left', 'two feet', 'long leg is below', 'the other foot is a small one']"
222,"guy sitting down with one long leg to the left The guy himself is pretty FAT, only 3 total shapes, no arms","['guy sitting down with one long leg to the left', 'The guy himself is pretty FAT', 'only 3 total shapes', 'no arms']"
223,"top is diamond Then there's a large bottom shape below Below that bottom shape is one rather large foot On side there's a very small triangle arm at the top, looks like it's begging, does look like it's kneeling, there's another that looks like it's kneeling, it isn't that one, this one is a fat guy begging with big foot and small triangle hand","['top is diamond', 'large bottom shape below', 'one rather large foot', 'very small triangle arm at the top', 'looks like it's begging', 'looks like it's kneeling', 'fat guy begging with big foot and small triangle hand']"
224,"hmm, this one has diamond at top on top of a partial diamond, then a triangle next, then partial triangles Looks like the triangles at the bottom are pointing up (the left one, anyway), looks like the middle triangle looks like an arm","['diamond at top on top of a partial diamond', 'triangle next', 'partial triangles', 'triangles at the bottom are pointing up (the left one, anyway)', 'middle triangle looks like an arm']"
