,text,gpt_out
67,"figure skater, one leg to the right at 90 degree angle","['figure skater, one leg to the right at 90 degree angle']"
68,"sat, arms behind, one up, one down, facing left","['sat', 'arms behind', 'one up', 'one down', 'facing left']"
69,"flat back, flat legs, pointing right, head in middle at top","['flat back', 'flat legs', 'pointing right', 'head in middle at top']"
70,"sitting, no arms, facing left, knees bent","['sitting', 'no arms', 'facing left', 'knees bent']"
71,arms up flying,['arms up flying']
72,"hands up flying, leaning to left","['hands up flying, leaning to left']"
73,"sitting, facing right, no arms or legs","['sitting', 'facing right', 'no arms or legs']"
74,"sipping from a cup, flat bottom","['sipping from a cup', 'flat bottom']"
75,"figure skater, facing left","['figure skater, facing left']"
76,"flat back, flat bottom, pointing facing right, diamond head centered on top","['flat back', 'flat bottom', 'pointing facing right', 'diamond head centered on top']"
77,"zig zag legs, facing right","['zig zag legs, facing right']"
78,beaky,['beaky']
79,"kneeling, facing right, flat bottom, not zig zag, kneeling, looking at a book","['kneeling, facing right', 'flat bottom', 'not zig zag', 'kneeling', 'looking at a book']"
80,"flat bottom, facing left, arms outback, one arm up and one down, arms on right","['flat bottom', 'facing left', 'arms outback', 'one arm up and one down', 'arms on right']"
81,"hunched over, facing left, knees bent and up","['hunched over', 'facing left', 'knees bent and up']"
82,"standing at podium, facing left","['standing at podium, facing left']"
83,bunny ears,['bunny ears']
84,it looks like someone slightly on their knees praying with their arms pointed forward the bend in the knee is slightly angled to the right,"['someone slightly on their knees praying with their arms pointed forward', 'the bend in the knee is slightly angled to the right']"
85,"ok this time we have someone with their head tilted to the right but their legs are both point left with one pointed up at 45 degree angle, their arm weight growth thing points to the left also, head*, no not that one, they have one leg in the air but not as pronounced as a figure skater","['someone with their head tilted to the right', 'legs are both point left with one pointed up at 45 degree angle', 'arm weight growth thing points to the left also', 'one leg in the air but not as pronounced as a figure skater']"
86,"so it looks like a rhombus shaped bottom with a weird triangular lump on the right side which is upside down, the head tilts left, and the top arm bit is sort of trapezoid stuff","['a rhombus shaped bottom', 'a weird triangular lump on the right side which is upside down', 'the head tilts left', 'the top arm bit is sort of trapezoid stuff']"
87,"ok um the head is attached to a triangle that is on the right corner of it, the rest of the body is a weird shape with two point protrusions to the left and a flat down side on the right","['the head is attached to a triangle that is on the right corner of it', 'the rest of the body is a weird shape with two point protrusions to the left and a flat down side on the right']"
88,"ok this one has no legs and looks like a whaling floppy person, like if you threw both arms in the air like woah","['no legs', 'whaling floppy person', 'threw both arms in the air like woah']"
89,"ok it's like a really small stubby person point to the right, but fat body more so than pointy, their shoes point right too, under their head it is flat yes","['a really small stubby person point to the right', 'fat body more so than pointy', 'their shoes point right', 'under their head it is flat']"
90,"ok it's like a really weird bean shape with a head, but it is a bean i say",['a really weird bean shape with a head']
91,"who framed roger rabbit basically, it's the bunny ears",['it's the bunny ears']
92,"similar to one before but slightly thinner person pointing to the left, not the bunny, but similar to the stubby fat, but slightly more slender and to the left pointing, has a square under bit yeah, yes stood up","['similar to one before but slightly thinner person pointing to the left', 'similar to the stubby fat, but slightly more slender and to the left pointing', 'has a square under bit']"
93,this time it's the figure skater,['the figure skater']
94,ok looks like someone sad sitting down and their feet point to the left,"['someone sad sitting down', 'their feet point to the left']"
95,"ok this looks like the preying person but this time their like feet point up in the air, a triangle slope down to right into their body, arms point right","['the preying person but this time their like feet point up in the air', 'a triangle slope down to right into their body', 'arms point right']"
96,"On their knees facing left with a triangle sticking out their mouth, facing right","['On their knees facing left', 'triangle sticking out their mouth', 'facing right']"
97,"penguin looking dude facing right, yes body and head, flat under head","['penguin looking dude facing right', 'body and head', 'flat under head']"
98,"sitting with bunny ears, facing right","['sitting with bunny ears, facing right']"
99,skating dude with triangle hands facing left,['skating dude with triangle hands facing left']
100,"facing left looks like he just punted a football, square on back of his neck, looks like he looking down, no ears","['facing left', 'looks like he just punted a football', 'square on back of his neck', 'looks like he looking down', 'no ears']"
101,"bean looking thing, looks like they are facing right, no arms no legs","['bean looking thing', 'looks like they are facing right', 'no arms no legs']"
102,"facing right, bending at the knees, hands to right, looks like an s","['facing right', 'bending at the knees', 'hands to right', 'looks like an s']"
103,sitting down facing left no arms,['sitting down facing left no arms']
104,"Standing facing left with arms out, ams are straight out of body","['Standing facing left with arms out, arms are straight out of body']"
105,on their knees facing right square head balancing on a block,"['on their knees facing right', 'square head balancing on a block']"
106,"looks like they are dragging their leg behind them facing right, triangle foot to right","['dragging their leg behind them facing right', 'triangle foot to right']"
107,"standing looking to the heavens, arms up","['standing looking to the heavens, arms up']"
108,skater,['skater']
109,ghost flailing arms,['ghost flailing arms']
110,"punting guy, head to the right, weird beak, one leg raised","['punting guy', 'head to the right', 'weird beak', 'one leg raised']"
111,"sad, sitting down","['sad, sitting down']"
112,"slender stubby guy pointing left, yeah kinda, like a square under the hand","['slender stubby guy pointing left', 'like a square under the hand']"
113,"beany, no arms or legs","['beany, no arms or legs']"
114,bunny,['bunny']
115,"weird X shaped one, dragging leg behind, head to left, triangle bottom right","['weird X shaped one', 'dragging leg behind', 'head to left', 'triangle bottom right']"
116,"prayer guy with S shape, no feet","['prayer guy with S shape, no feet']"
117,"kneeling guy doing a karate chop, triangle to right, like joined to the corner of the head","['kneeling guy doing a karate chop', 'triangle to right, like joined to the corner of the head']"
118,other prayer dude with foot pointing up,['other prayer dude with foot pointing up']
119,short fat one pointing right,['short fat one pointing right']
120,Bean,There is no description of the image provided in the text.
121,Stood facing left Square under arms,"['Stood facing left', 'Square under arms']"
122,Sad sitting guy,['Sad sitting guy']
123,"Think we called him the X person The one with the leg dragging on the left, Head to the left","['the X person', 'the leg dragging on the left', 'Head to the left']"
124,Flailing arms,['Flailing arms']
125,Bunny ears,['Bunny ears']
126,"Stood facing the left, head tilted far back to the right, one leg raised, Beak, The right leg looks raised, His body is facing left, Can't remember if that was the punter, I think we called him beak guy","['Stood facing the left', 'head tilted far back to the right', 'one leg raised', 'Beak', 'The right leg looks raised', 'His body is facing left']"
127,Praying towards right S shaped,['Praying towards right S shaped']
128,Stubby fat man with flat left side and flat under head,['Stubby fat man with flat left side and flat under head']
129,Other praying man with feet pointing up Facing the right,"['Other praying man with feet pointing up', 'Facing the right']"
130,"Skater, Arms to the right One leg raised to the left","['Skater', 'Arms to the right', 'One leg raised to the left']"
131,"The one sat down with the triangle attached to the back of the head, Can see the feet on the left, Kneeling sorry, not sat, No, the one with the triangle on the right","['The one sat down with the triangle attached to the back of the head', 'Can see the feet on the left', 'Kneeling sorry, not sat', 'No, the one with the triangle on the right']"
132,party man arms up,['party man arms up']
133,"X, dragging",['dragging']
134,"triangle man, or dump guy, triangle on the right, attached to the head, sitting down","['triangle man', 'dump guy', 'triangle on the right', 'attached to the head', 'sitting down']"
135,bunny,['bunny']
136,sad,There is no description of the image in the given text.
137,"bean, bean","['bean, bean']"
138,fat boy pointing right,['fat boy pointing right']
139,skinny version pointing left,['skinny version pointing left']
140,dancer,['dancer']
141,"S shape, praying","['S shape', 'praying']"
142,"it's the one that looks like the S shape, but all weird, praying, with the extra bit on the left foot","['the one that looks like the S shape, but all weird, praying, with the extra bit on the left foot']"
143,"football man, punter boy, beak","['football man', 'punter boy', 'beak']"
144,skater,['skater']
145,fat boy pointing right,['fat boy pointing right']
146,praying man with feet pointing up Facing the right,"['praying man with feet pointing up', 'Facing the right']"
147,the s,There is no description provided in the text.
148,the x,['the x']
149,punter beak man,There is not enough information provided in the text to extract a description of the image.
150,facing left with square under arms,['facing left with square under arms']
151,flailing,There is no description of the image in the given text.
152,bunny,['bunny']
153,"kneeling facing right, feet sticking out, triangle coming out of head","['kneeling facing right', 'feet sticking out', 'triangle coming out of head']"
154,sad boy,['sad boy']
155,bean,There is no description of an image in the given text.
156,"Figure point to the right, Diamond shaped head, Thick figure, Our right, His feet are point the same direction as his arms are, Single arm, Only one arm","['Figure point to the right', 'Diamond shaped head', 'Thick figure', 'Our right', 'His feet are point the same direction as his arms are', 'Single arm', 'Only one arm']"
157,"Diamond shaped head, almost looking down reading a book, Point to the left of the screen, Straight back, Not sitting, standing up, Looks as if his holding a book, with a square shaped hand, One foot, point to the left of the screen","['Diamond shaped head, almost looking down reading a book', 'Point to the left of the screen', 'Straight back', 'Not sitting, standing up', 'Looks as if his holding a book, with a square shaped hand', 'One foot, point to the left of the screen']"
158,"Figure looking as if she's kneeling, Her fleet are point to the left of the screen, Diamond shaped head, Arms, and knees point right of the screen, Her fleet are almost raised, Like she's praying almost","['Figure looking as if she\'s kneeling', 'Her fleet are point to the left of the screen', 'Diamond shaped head', 'Arms, and knees point right of the screen', 'Her fleet are almost raised', 'Like she\'s praying almost']"
159,"Figure with one raised point to the left of the screen, Head looking down, Diamond on the right side of it's back, One foot is planted down, with the second raised up, No, standing up, No arms, Just two feet, point left to the screen, In-which one is raised","['Figure with one raised point to the left of the screen', 'Head looking down', 'Diamond on the right side of its back', 'One foot is planted down, with the second raised up', 'No, standing up', 'No arms', 'Just two feet, point left to the screen', 'In-which one is raised']"
160,"Figure is standing up, Two feet, one is planted down, Second is almost kicking out, to the right side of the screen, With two arms point to the left, Diamond head shape","['Figure is standing up', 'Two feet, one is planted down', 'Second is almost kicking out, to the right side of the screen', 'With two arms point to the left', 'Diamond head shape']"
161,"Figure is standing, Diamond head, on the left side of it's figure, Two legs, One is thick, point to the left of the screen, Second is almost kinda like a attached triangle, One arm is raised on the right side","['Figure is standing', 'Diamond head', 'on the left side of its figure', 'Two legs', 'One is thick, point to the left of the screen', 'Second is almost kinda like an attached triangle', 'One arm is raised on the right side']"
162,"Standing figure, No legs, just purely block like, Diamond head leaning towards the right, No arms either, No ears, Has a triangle point out of the right side, Were it's foot would be","['Standing figure', 'No legs, just purely block like', 'Diamond head leaning towards the right', 'No arms either', 'No ears', 'Has a triangle point out of the right side', ""Were it's foot would be""]"
163,"Triangle for a head, Pointing left, Almost two bunny ears, Left ear is diamond shaped, Right is a triangle, Head is slightly looking up, Small triangle attached on the left side, Almost look like feet, No arms, Left","['Triangle for a head', 'Pointing left', 'Almost two bunny ears', 'Left ear is diamond shaped', 'Right is a triangle', 'Head is slightly looking up', 'Small triangle attached on the left side', 'Almost look like feet', 'No arms', 'Left']"
164,"Sitting down, Diamond head, Looks like a figure sitting down with its feet point out to the left, It's back against a wall almost, The figure has a knee, No arms, Yes it's had a arched back","['Sitting down', 'Diamond head', 'Looks like a figure sitting down with its feet point out to the left', ""It's back against a wall almost"", 'The figure has a knee', 'No arms', ""Yes it's had a arched back""]"
165,"Figure almost looks shot dead, Diamond head, Two arms raised up, No legs","['Figure almost looks shot dead', 'Diamond head', 'Two arms raised up', 'No legs']"
166,"Diamond head, One arm point right, knee is bend, straight back with sloped shoulders almost, Standing up, two points facing right, one could be a arm, and the second is it's knee","['Diamond head', 'One arm point right', 'knee is bend', 'straight back with sloped shoulders almost', 'Standing up', 'two points facing right', 'one could be a arm', 'the second is its knee']"
167,"Figure has two bunny ears on a diamond head, Looks like it's sitting against a wall","['two bunny ears on a diamond head', ""sitting against a wall""]"
168,"diamond for a head,, triangle for the right arm, and then another triangle that connects to the rest of the body with a distinguishable triangle leg on the left, right leg is like sitting down with a point, forward with arms open and sitting with legs to left, it's like a back view, the right arm triangle is separate from the body, laju","['diamond for a head', 'triangle for the right arm', 'another triangle that connects to the rest of the body with a distinguishable triangle leg on the left', 'right leg is like sitting down with a point', 'forward with arms open and sitting with legs to left', ""it's like a back view"", 'the right arm triangle is separate from the body']"
169,"facing left, laying down, both arms to the right - both triangles, the lower arm is a triangle facing down, yes, bottom left side comes to a point, yes, sitting with arms behind, laying down on their legs","['facing left', 'laying down', 'both arms to the right', 'both triangles', 'the lower arm is a triangle facing down', 'bottom left side comes to a point', 'sitting with arms behind', 'laying down on their legs']"
170,"ok this looks like a monk or something facing left, standing, arm pointed to the left, yes, arm out and looks as if it's a square cloth blocking or connecting to body, yes, diamond head","['a monk or something facing left', 'standing', 'arm pointed to the left', 'arm out and looks as if it's a square cloth blocking or connecting to body', 'diamond head']"
171,"R, arm pointing R, yes kneeling, triangle arm, triangle knee, left side, it's like one left up, yes, diamond head, yes left leg pointing up, knees bent to the right, one knee bent to the right, yes no left arm in this image, bottom left is a triangle pointing up, like a leg pointing up","['arm pointing R', 'kneeling', 'triangle arm', 'triangle knee', 'left side', ""it's like one left up"", 'diamond head', 'left leg pointing up', 'knees bent to the right', 'one knee bent to the right', 'no left arm in this image', 'bottom left is a triangle pointing up', 'like a leg pointing up']"
172,"R, diamond head, standing, left side is fully covered, ride side, triangle hand pointing right, no, knees not bent, yes, left side full block, black","['diamond head', 'standing', 'left side is fully covered', 'ride side', 'triangle hand pointing right', 'no', 'knees not bent', 'yes', 'left side full block', 'black']"
173,"facing left, someone standing on one left, leg, someone standing on one leg facing left, and their other leg sticking out, yes, both arms to left","['facing left', 'someone standing on one left leg', 'someone standing on one leg facing left', 'their other leg sticking out', 'both arms to left']"
174,"head to the right, standing on one left, other leg facing left, and in the arm, i guess that'd be both arms in the arm facing L, head if facing R, head R, body L","['head to the right', 'standing on one left', 'other leg facing left', 'in the arm', 'both arms in the arm facing L', 'head if facing R', 'head R', 'body L']"
175,"facing right, kneeling right, triangle arm pointing right, knees pointing right, yes beggar, back straight correct, left leg triangle at bottom","['facing right', 'kneeling right', 'triangle arm pointing right', 'knees pointing right', 'left leg triangle at bottom']"
176,"facing forward, looks like they're sitting hands to themselves - no hands showing at all, both sides of body are flat, legs look like they're pointing right","['facing forward', 'looks like they're sitting', 'no hands showing at all', 'both sides of body are flat', 'legs look like they're pointing right']"
177,"head L, arms in the arm, like someone is diving, facing L","['head L', 'arms in the arm, like someone is diving, facing L']"
178,"facing L, someone sitting with legs pointing to the left, no arms showing, one leg, yes like a sad person, no rabbit ears facing left, and you can see the full leg, and like a shoe or point to the left as well, body is like they're sitting and leaning with their back to the right, triangle of white in the bottom right corner so it looks like their butt, sitting down facing left like you're sad, best way of putting it","['facing L', 'someone sitting with legs pointing to the left', 'no arms showing', 'one leg', 'yes like a sad person', 'no rabbit ears facing left', 'you can see the full leg', 'like a shoe or point to the left as well', 'body is like they're sitting and leaning with their back to the right', 'triangle of white in the bottom right corner so it looks like their butt', 'sitting down facing left like you're sad', 'best way of putting it']"
179,"sitting down facing right with your knee bent and with rabbit ears, sitting down, flat back left side, agreed, only one with rabbit ears, or that sort of image, the entire left side is straight, bottom is all straight, head is pointing right","['sitting down facing right with your knee bent and with rabbit ears', 'sitting down', 'flat back left side', 'only one with rabbit ears', 'the entire left side is straight', 'bottom is all straight', 'head is pointing right']"
180,"standing on one leg, facing left, both arms are triangles, on the left","['standing on one leg', 'facing left', 'both arms are triangles', 'on the left']"
181,"sitting down, one leg and one arm on the left, triangle at the back of the head, on the right, can't really tell, the head is tilted towards the right, maybe, i'd say sitting, @zuda yes, one triangle slightly raised at the bottom left, one triangle arm pointing to the left, @hera if it's an arm, yes","['sitting down, one leg and one arm on the left', 'triangle at the back of the head', 'on the right, can't really tell, the head is tilted towards the right', 'sitting', 'one triangle slightly raised at the bottom left', 'one triangle arm pointing to the left', 'if it's an arm, yes']"
182,"standing, facing the left, one arm pointing to the left, right side is completely straight, @zuda yes","['standing, facing the left, one arm pointing to the left, right side is completely straight']"
183,"standing, pointing to the right, left side is completely straight, bigger than the other ones, yes, feet pointing to the right","['standing', 'pointing to the right', 'left side is completely straight', 'bigger than the other ones', 'feet pointing to the right']"
184,"bunny ears, sitting down, facing the right, triangular butt, there is clearly one with bunny ears","['bunny ears', 'sitting down', 'facing the right', 'triangular butt', 'there is clearly one with bunny ears']"
185,"pointing to the right, one small triangle below the head, on the left, another larger triangle below that, on the left for the legs, then another triangle on the right for the other leg, maybe kneeling","['one small triangle below the head', 'another larger triangle below that', 'on the left for the legs', 'another triangle on the right for the other leg', 'maybe kneeling']"
186,"leaning to the left, with both arms up in the air","['leaning to the left', 'with both arms up in the air']"
187,"sitting down maybe, facing left, big butt, both arms are small triangles, on the right, butt is raised off the ground, legs are flat, small triangular boobs","['sitting down maybe, facing left', 'big butt', 'both arms are small triangles, on the right', 'butt is raised off the ground', 'legs are flat', 'small triangular boobs']"
188,"sitting down, facing the left, no visible arms, bigger than the others, kinda like a hunchback","['sitting down, facing the left, no visible arms, bigger than the others, kinda like a hunchback']"
189,"standing with knees bent, facing right, one arm pointing to the right, @minu legs bend to the right, squatting, yes, not kneeling, standing with knees bent","['standing with knees bent, facing right, one arm pointing to the right', 'legs bend to the right, squatting', 'standing with knees bent']"
190,"standing straight, body is mostly straight, just one triangle on the bottom right, no visible arms, not completely straight, no arms, no legs unless you count the one triangle in the bottom right, triangle on the bottom right is facing right","['standing straight', 'body is mostly straight', 'just one triangle on the bottom right', 'no visible arms', 'not completely straight', 'no arms', 'no legs unless you count the one triangle in the bottom right', 'triangle on the bottom right is facing right']"
191,"standing on one leg, looking back over its shoulder, other leg is in the air, on the left, @minu head is on the right","['standing on one leg', 'looking back over its shoulder', 'other leg is in the air, on the left', '@minu head is on the right']"
192,"the monk, pointing left, standing, small triangle pointing left for left foot","['the monk', 'pointing left', 'standing', 'small triangle pointing left for left foot']"
193,"bunny ears, sitting, facing right, flat base, we mostly recognised this as bunny ears last time, big triangle, with a small peak that could be knees on the big triangle","['bunny ears', 'sitting', 'facing right', 'flat base', 'big triangle', 'with a small peak that could be knees on the big triangle']"
194,"facing right, bent knees, like someone begging or squatting, knees bent, no distinctly visible left arm, back straight, triangle pointing right for arm","['facing right', 'bent knees', 'like someone begging or squatting', 'knees bent', 'no distinctly visible left arm', 'back straight', 'triangle pointing right for arm']"
195,"the diver, falling to left, arms raised","['the diver, falling to left, arms raised']"
196,"standing on one leg, other leg raised, both pointing left, head to right, like looking over shoulder, yes to arrow","['standing on one leg', 'other leg raised', 'both pointing left', 'head to right', 'like looking over shoulder', 'yes to arrow']"
197,"kneeling, facing right, diamond head, small triangle below head, triangle arm to right, small upward triangle at bottom left, lower diamond is covered by other shapes, similar to the beggar, no Minu, bottom is flat","['kneeling, facing right', 'diamond head', 'small triangle below head', 'triangle arm to right', 'small upward triangle at bottom left', 'lower diamond is covered by other shapes', 'similar to the beggar', 'no Minu', 'bottom is flat']"
198,"sad hunchback, sitting, facing left, leg extended to left, small white triangle cut out for butt","['sad hunchback', 'sitting', 'facing left', 'leg extended to left', 'small white triangle cut out for butt']"
199,"standing, right arm and right foot, left edge is straight, diamond head","['standing', 'right arm and right foot', 'left edge is straight', 'diamond head']"
200,"the dancer, standing on one leg, other leg extend to right, facing left, two triangles pointing left","['the dancer', 'standing on one leg', 'other leg extend to right', 'facing left', 'two triangles pointing left']"
201,"diamond head, no distinct arms, triangle at bottom right points right, much like a chunky 'i', yes, until the bottom triangle","['diamond head', 'no distinct arms', 'triangle at bottom right points right', 'much like a chunky i', 'until the bottom triangle']"
202,"like a J, sitting facing left, small triangle to right, like arms behind body, two small triangles to right, small triangle boobs pointing left, it's basically a J, with two small triangles to the right","['like a J, sitting facing left', 'small triangle to right, like arms behind body', 'two small triangles to right', 'small triangle boobs pointing left', ""it's basically a J, with two small triangles to the right""]"
203,"kneeling, triangle to right slightly detached, left arm triangle fully attached to body, small triangle bottom left, slightly raised, yes","['kneeling', 'triangle to right slightly detached', 'left arm triangle fully attached to body', 'small triangle bottom left, slightly raised']"
204,"sad hunchback, facing left, knees bent","['sad hunchback, facing left, knees bent']"
205,"raised small triangle bottom left, diamond head, right arm connected at one point, left arm joined with body","['raised small triangle bottom left', 'diamond head', 'right arm connected at one point', 'left arm joined with body']"
206,"dancer, both arms pointing left, standing on 1 leg, one leg pointing right, diamond head","['dancer', 'both arms pointing left', 'standing on 1 leg', 'one leg pointing right', 'diamond head']"
207,"beggar, bent knees, diamond head, pointing right","['beggar', 'bent knees', 'diamond head', 'pointing right']"
208,"bunny ears, flat left and bottom","['bunny ears', 'flat left and bottom']"
209,"monk, like a waiter holding a tray and towel, diamond head","['monk', 'like a waiter holding a tray and towel', 'diamond head']"
210,"standing on one leg, other leg slightly raised pointing left, looking over shoulder, upward arrow at top of body","['standing on one leg', 'other leg slightly raised pointing left', 'looking over shoulder', 'upward arrow at top of body']"
211,"diamond head, on top of another diamond, which joins with arm pointing right, triangle bottom left points up","['diamond head', 'on top of another diamond', 'which joins with arm pointing right', 'triangle bottom left points up']"
212,"chunky person, left side entirely flat, diamond head, arm and leg pointing right, narrower towards feet","['chunky person', 'left side entirely flat', 'diamond head', 'arm and leg pointing right', 'narrower towards feet']"
213,"J shape, triangle boob pointing left","['J shape', 'triangle boob pointing left']"
214,"no arms, triangle at bottom pointing right, diamond head, almost like it's sitting","['no arms', 'triangle at bottom pointing right', 'diamond head', ""almost like it's sitting""]"
215,"diver, arms up, leaning left","['diver', 'arms up', 'leaning left']"
216,"wide body flat back, small arm facing right, small triangle bottom facing right","['wide body flat back', 'small arm facing right', 'small triangle bottom facing right']"
