,text,gpt_out
24,"like a man facing to the left, two legs, one foot on the ground, one raised in the air, diamond head hanging to the right side","['like a man facing to the left', 'two legs', 'one foot on the ground', 'one raised in the air', 'diamond head hanging to the right side']"
25,"like a person praying, facing to the right, head is a diamond in the middle, body is flat on the bottom, then zigzag each side, pointed out to the right like an arm","['a person praying', 'facing to the right', 'head is a diamond in the middle', 'body is flat on the bottom', 'zigzag each side', 'pointed out to the right like an arm']"
26,"like an ice skater facing to the left, leg out behind them","['like an ice skater facing to the left, leg out behind them']"
27,"like a person facing left, holding a book tray dish etc, diamond head in the middle","['a person facing left', 'holding a book tray dish etc', 'diamond head in the middle']"
28,"triangle shaped base, with a slightly wonky right edge, like a windmill on top, two triangles then a square","['triangle shaped base', 'slightly wonky right edge', 'windmill on top', 'two triangles', 'a square']"
29,"diamond head in the middle at the top, then long body, with the slight flick at the bottom right","['diamond head in the middle at the top', 'long body', 'slight flick at the bottom right']"
30,"bottom left is like the chunky backwards L, bottom right is the small upside down triangle,","['bottom left is like the chunky backwards L', 'bottom right is the small upside down triangle']"
31,"diamond head in the middle, big square base with part of the right side missing","['diamond head in the middle', 'big square base with part of the right side missing']"
32,"diamond head with triangle coming off to the right,, base sides are all uneven, small triangle like bit on the bottom left","['diamond head with triangle coming off to the right', 'base sides are all uneven', 'small triangle like bit on the bottom left']"
33,"like a person praying facing right, the base is chunkier, left bottom side goes straight up and then into a triangle point","['a person praying facing right', 'the base is chunkier', 'left bottom side goes straight up and then into a triangle point']"
34,"like a person sitting facing left, knees bent and the heels touching the floor","['a person sitting facing left, knees bent and the heels touching the floor']"
35,like a man with his arms in the air either side of his head,['a man with his arms in the air either side of his head']
36,"diamond head with a triangle coming out on the right hand side, base is all wonky shaped, little triangle shaped bit on the bottom left","['diamond head with a triangle coming out on the right hand side', 'base is all wonky shaped', 'little triangle shaped bit on the bottom left']"
37,"like a man walking to the left, one foot on the ground one raised in the air, diamond head hanging to the right side","['like a man walking to the left, one foot on the ground one raised in the air, diamond head hanging to the right side']"
38,"diamond head, big square body with a bit missing on the right side","['diamond head', 'big square body with a bit missing on the right side']"
39,"person sitting facing left, knees are bent and heel touching the ground","['person sitting facing left, knees are bent and heel touching the ground']"
40,"backwards chunky L on the bottom left, upside down triangle on the bottom right,","['backwards chunky L on the bottom left', 'upside down triangle on the bottom right']"
41,triangle shaped base that moves into a square with two triangles on top,"['triangle shaped base', 'moves into a square', 'two triangles on top']"
42,"praying person facing the right, zigzag either side at the bottom","['praying person facing the right', 'zigzag either side at the bottom']"
43,"person facing to the left holding his dish, plate, book, diamond head in the middle","['person facing to the left', 'holding his dish, plate, book', 'diamond head in the middle']"
44,man with his arms in the air either side of his head,['man with his arms in the air either side of his head']
45,"the other person who looks like they are praying, facing right, with the chunkier base, straight up on left side from bottom into the triangle point","['the other person who looks like they are praying, facing right, with the chunkier base, straight up on left side from bottom into the triangle point']"
46,"diamond head, with the long body with the slight flick out at the bottom right","['diamond head', 'long body with the slight flick out at the bottom right']"
47,"ice skater, facing to the left, two pointed arms out, leg out behind","['ice skater', 'facing to the left', 'two pointed arms out', 'leg out behind']"
48,"diamond head, with triangle coming out the right side, wonky shaped body with little triangle bit bottom left","['diamond head', 'triangle coming out the right side', 'wonky shaped body', 'little triangle bit bottom left']"
49,"man sitting facing left, knees bent, heel on the ground","['man sitting facing left, knees bent, heel on the ground']"
50,"chunky backwards L on the bottom left, with upside down triangle bottom right","['chunky backwards L on the bottom left', 'upside down triangle bottom right']"
51,"man facing the left, holding his tray dish","['man facing the left, holding his tray dish']"
52,"Zombie man, facing left, one leg on floor, one leg in the air, diamond head hanging to the right","['Zombie man', 'facing left', 'one leg on floor', 'one leg in the air', 'diamond head hanging to the right']"
53,"kneeling praying person with the chunkier base, facing right, straight up on left side into the triangle point","['kneeling praying person with the chunkier base', 'facing right', 'straight up on left side into the triangle point']"
54,"other praying person, facing right, zigzag either side at the bottom","['other praying person', 'facing right', 'zigzag either side at the bottom']"
55,"diamond head with the long body, slight flick up on the bottom right","['diamond head with the long body, slight flick up on the bottom right']"
56,"diamond head in the middle, big square body with part of right side missing","['diamond head in the middle', 'big square body with part of right side missing']"
57,"ice skater, facing left, leg out on the right","['ice skater', 'facing left', 'leg out on the right']"
58,man with his arms in the air either side of his head,['man with his arms in the air either side of his head']
59,"triangle base that goes into a square, with the two triangles on top","['triangle base that goes into a square, with the two triangles on top']"
60,"chunky backwards L on the left side, little triangle on the right side at the bottom","['chunky backwards L on the left side', 'little triangle on the right side at the bottom']"
61,"diamond head, long body, little flick on the bottom right up","['diamond head', 'long body', 'little flick on the bottom right up']"
62,"praying person, zig zag bottom, facing right","['praying person', 'zig zag bottom', 'facing right']"
63,triangle base that goes into the square with two triangles on the top,['triangle base that goes into the square with two triangles on the top']
64,"diamond head with triangle coming off to the side on the right, wonky shaped body, little triangle shape on bottom left","['diamond head with triangle coming off to the side on the right', 'wonky shaped body', 'little triangle shape on bottom left']"
65,kneeling praying person facing the right with the chunkier base,['kneeling praying person facing the right with the chunkier base']
66,"person facing to the left, holding the dish tray","['person facing to the left', 'holding the dish tray']"
67,"zombie man, facing left, one leg raised one on the ground","['zombie man', 'facing left', 'one leg raised', 'one on the ground']"
68,"diamond head, square base with part of right side missing","['diamond head', 'square base with part of right side missing']"
69,"man sitting facing left, knees bent with his heel on the ground","['man sitting facing left, knees bent with his heel on the ground']"
70,man with his arms in the air either side of his head,['man with his arms in the air either side of his head']
71,"ice skater, facing left, one leg out behind","['ice skater', 'facing left', 'one leg out behind']"
72,"The one that looks like a guy on one knee holding their hands upward, The knee their leaning on is really chunky, if that makes sense, Their head is leaning back to the left","['a guy on one knee holding their hands upward', 'The knee their leaning on is really chunky', 'Their head is leaning back to the left']"
73,This one looks like a guy on their knees holding a tray,['a guy on their knees holding a tray']
74,"This one looks like a guy sitting down, their head slightly looking downward as if they're sad, Outstretched, yes, No ears, Left yeah","['a guy sitting down', 'their head slightly looking downward as if they\'re sad', 'Outstretched', 'No ears', 'Left']"
75,"This one looks like a guy who's flying, they're facing left, Arms outstretched, *outstretched, No legs","['a guy who's flying', 'facing left', 'Arms outstretched', 'outstretched', 'No legs']"
76,"This guy kinda looks like they a cape on, and they're holding it up, The cape is right angled on the left, Jagged on the right, Standing still almost, Hard to describe, One 'foot' is visible, They're standing upright","['they a cape on', ""they're holding it up"", 'The cape is right angled on the left', 'Jagged on the right', 'Standing still almost', 'Hard to describe', ""One 'foot' is visible"", ""They're standing upright""]"
77,"This one looks like a guy standing up from a sitting position, or they're slightly crouched, Holding a tray, Facing the right, Like an arrow pointing right","['a guy standing up from a sitting position', 'they\'re slightly crouched', 'Holding a tray', 'Facing the right', 'Like an arrow pointing right']"
78,"This one has bunny ears, sitting down with their head slightly lowered, Their body is a triangle","['bunny ears', 'sitting down with their head slightly lowered', 'Their body is a triangle']"
79,"This one looks like a guy on one knee, their arms outstretched in a kind of 'T-Pose', Facing the right, There's a 'gap' between their body and right arm, A gap of white, Could be, but their foot is very prominent on the left","['a guy on one knee', 'arms outstretched in a kind of T-Pose', 'Facing the right', 'a gap between their body and right arm', 'A gap of white', 'their foot is very prominent on the left']"
80,"Like a guy holding a tray facing the left, Standing upright, Looks like the letter 'i', Their 'feet' and 'tray' are on the left","['Like a guy holding a tray facing the left', 'Standing upright', ""Looks like the letter 'i'"", ""Their 'feet' and 'tray' are on the left""]"
81,"This one looks like a guy on one leg, facing the left, one leg is raised in the air, Head tilted back to the right, Their arms are lifted upwards to the left, Like they're wearing an oversized shirt, Not that one, Like their arms look like an arrow pointing up, Nope, it's all one chunk, The body is completely upright, One leg in the air, Head tilted back","['a guy on one leg, facing the left', 'one leg is raised in the air', 'Head tilted back to the right', 'Their arms are lifted upwards to the left', 'Like they're wearing an oversized shirt', 'Like their arms look like an arrow pointing up', 'it's all one chunk', 'The body is completely upright', 'One leg in the air', 'Head tilted back']"
82,"Like a guy on one leg tilted forward at a 45 degree angle, Their other leg is lifted to the right, Like a figure skater","['a guy on one leg tilted forward at a 45 degree angle', 'Their other leg is lifted to the right', 'Like a figure skater']"
83,"This one is very simplistic, Just a body and a diamond head, Their lower 'body' kinda sticks out at the bottom, to the right, Yeah, no arms","['Just a body and a diamond head', ""Their lower 'body' kinda sticks out at the bottom, to the right"", 'no arms']"
84,"This one is the same as the one before last, Guy leaning forward, two triangles for arms","['Guy leaning forward, two triangles for arms']"
85,"This one is the same as the very first one we did, if we can remember - guy who looks like he's flying or about to catch something, Leaning to the left, Arms outstretched","['guy who looks like he's flying or about to catch something', 'Leaning to the left', 'Arms outstretched']"
86,"Guy facing the right, their right 'shoulder' is sticking out, their right 'foot' is also, Their left side is completely straight, Cape man yeah lol","['Guy facing the right', ""their right 'shoulder' is sticking out"", ""their right 'foot' is also"", 'Their left side is completely straight']"
87,"Guy on one knee, their leg sticking out to the left, arms outstretched, Facing the right, t-pose' guy","['Guy on one knee, their leg sticking out to the left, arms outstretched, Facing the right']"
88,"This one is a guy standing upright, holding a tray to his left, Facing the left, Little foot sticking out to the left","['a guy standing upright', 'holding a tray to his left', 'Facing the left', 'Little foot sticking out to the left']"
89,"This guy is the one who looks like they're in a mid crouch or standing up from sitting, Facing the right, legs like an arrow pointing right","['looks like they\'re in a mid crouch or standing up from sitting', 'Facing the right', 'legs like an arrow pointing right']"
90,"This one is the sad looking guy with his head slightly lowered, legs outstretched, Facing left, Sitting down, No ears","['sad looking guy with his head slightly lowered', 'legs outstretched', 'Facing left', 'Sitting down', 'No ears']"
91,"THIS is chunky leg guy, Chunky leg, head slightly tilted to the left, Arms up","['chunky leg guy', 'Chunky leg', 'head slightly tilted to the left', 'Arms up']"
92,"Guy holding a tray, like they're crouching, facing the right, Or their 'feet' are bending upwards, Like it's legs are pointing right, like an arrow, They're bent","['Guy holding a tray', 'like they're crouching', 'facing the right', ""Or their 'feet' are bending upwards"", ""Like it's legs are pointing right"", 'like an arrow', ""They're bent""]"
93,"This is the simplistic guy, their lower body kinda sticking out the right at the bottom, No arms, Cocoon man lol","['the simplistic guy', 'their lower body kinda sticking out the right at the bottom', 'No arms', 'Cocoon man']"
94,"This is the guy on one leg with their other leg sticking out, facing left, Their arms held upwards, head tilted backwards to the right, ARms look like an up arrow","['the guy on one leg with their other leg sticking out, facing left', 'arms held upwards', 'head tilted backwards to the right', 'arms look like an up arrow']"
95,Bunny ears,['Bunny ears']
96,Chunky leg,['Chunky leg']
97,"Sad looking guy, sitting down, Facing left, Head tilted downward, Legs outstretched","['Sad looking guy', 'sitting down', 'Facing left', 'Head tilted downward', 'Legs outstretched']"
98,"Guy kneeling down holding tray, legs 'pointing' to the right, Double diamond","['Guy kneeling down holding tray', 'legs pointing to the right', 'Double diamond']"
99,"Guy on one leg with the other in the air, facing the left, Head tilted back to the right, Arms held upward look like an up arrow","['Guy on one leg with the other in the air, facing the left', 'Head tilted back to the right', 'Arms held upward look like an up arrow']"
100,"Guy standing upright, diamond for a head, holding tray facing the left, Little foot visible on the bottom on the left","['Guy standing upright', 'diamond for a head', 'holding tray facing the left', 'Little foot visible on the bottom on the left']"
101,"Double triangle guy, like they're on one leg facing the right, leaning forward, As in, double triangle for arms, Looks like, diamond head, triangle below that, and another below that, It was the one 'wrong' choice from the last one","['Double triangle guy, like they're on one leg facing the right, leaning forward', 'double triangle for arms', 'diamond head', 'triangle below that', 'another below that']"
102,"Guy that looks like they're standing up from sitting, or about to sit down, Facing the right, holding a tray","['Guy that looks like they're standing up from sitting, or about to sit down', 'Facing the right', 'holding a tray']"
103,"Cape man, Diamond head, straight body on the left, jagged on the right, Looks like a shoulder and foot sticking out","['Cape man', 'Diamond head', 'straight body on the left', 'jagged on the right', 'Looks like a shoulder and foot sticking out']"
104,Guy who looks like he's flying or about to catch something,['Guy who looks like he's flying or about to catch something']
105,"Simplistic guy, cocoon guy, No arms","['Simplistic guy', 'cocoon guy', 'No arms']"
106,Bunny ears,['Bunny ears']
107,"Guy on one knee with arms outstretched facing the right, Their leg is visible on the left, T pose guy","['Guy on one knee with arms outstretched facing the right', 'Their leg is visible on the left', 'T pose guy']"
108,"Guy on one leg with the chonky arms, facing the left, head tilted backward to the right, ARms look like an up arrow, One leg lifted, the one which reminded one guy of a turtle","['Guy on one leg with the chonky arms', 'facing the left', 'head tilted backward to the right', 'ARms look like an up arrow', 'One leg lifted', 'the one which reminded one guy of a turtle']"
109,Guy flying or about to catch something,['Guy flying or about to catch something']
110,Simplistic guy cocoon man,['Simplistic guy cocoon man']
111,"T pose guy, arms outstretched, facing the right","['T pose guy, arms outstretched, facing the right']"
112,"Sad looking guy, facing the left, legs outstretched, head tilted down","['Sad looking guy', 'facing the left', 'legs outstretched', 'head tilted down']"
113,"Double diamond guy, holding a tray facing the right","['Double diamond guy, holding a tray facing the right']"
114,"Guy whos about to stand up or sit down, facing the right, Holding tray","['Guy whos about to stand up or sit down, facing the right, Holding tray']"
115,Chonky leg,['Chonky leg']
116,Cape man,['Cape man']
117,Bunny ears,['Bunny ears']
118,"Guy standing upright, facing the left, holding tray, Little foot sticking out","['Guy standing upright, facing the left, holding tray', 'Little foot sticking out']"
119,"Guy leaning forward, two triangles for arms, facing the left","['Guy leaning forward', 'two triangles for arms', 'facing the left']"
120,Guy sitting up sitting down,['Guy sitting up sitting down']
121,Guy flying about to catch something,['Guy flying about to catch something']
122,Simplistic guy cocoon man,['Simplistic guy cocoon man']
123,"Double diamond guy, facing the right, leg sticking up","['Double diamond guy, facing the right, leg sticking up']"
124,"This one is the 'wrong' one from the last one, Facing the left, head tilted back to the right, Arms look like arrow pointing up, Turtle, On one leg","['Facing the left', 'head tilted back to the right', 'Arms look like arrow pointing up', 'Turtle', 'On one leg']"
125,Chonky leg,['Chonky leg']
126,"Sad looking guy, Facing the left, head tilted down, Legs outstretched","['Sad looking guy', 'Facing the left', 'head tilted down', 'Legs outstretched']"
127,"Guy standing upright holding tray, facing the left, Little foot sticking out","['Guy standing upright holding tray, facing the left', 'Little foot sticking out']"
128,Cape man,['Cape man']
129,Ice skater figure skater,['Ice skater figure skater']
130,"T pose guy, arms outstretched, on one knee with their other leg sticking out to the left","['T pose guy, arms outstretched, on one knee with their other leg sticking out to the left']"
131,Bunny ears,['Bunny ears']
132,T pose guy again,['T pose guy']
133,Chonky leg,['Chonky leg']
134,"Guy standing upright with tray facing the left, little foot sticking out, looks like an 'i'","['Guy standing upright with tray facing the left, little foot sticking out, looks like an ""i""']"
135,Bunny ears,['Bunny ears']
136,"Sad looking guy, Head tilted forward, facing the left, Legs outstretched","['Sad looking guy', 'Head tilted forward, facing the left', 'Legs outstretched']"
137,Cape man,['Cape man']
138,"Guy about to sit down stand up, Holding tray","['Guy about to sit down stand up', 'Holding tray']"
139,Figure skater ice skater,"['Figure skater', 'ice skater']"
140,"Guy facing the right with tray, leg bent upward, Double diamond guy","['Guy facing the right with tray', 'leg bent upward', 'Double diamond guy']"
141,Simplistic guy cocoon man,['Simplistic guy cocoon man']
142,Guy flying about to catch something,['Guy flying about to catch something']
143,"Guy on one leg, facing the left, head tilted back, Arms look like an up arrow","['Guy on one leg, facing the left, head tilted back, Arms look like an up arrow']"
144,"holding hands out to the right, knees bent, kind of hunched, no heels","['holding hands out to the right', 'knees bent', 'kind of hunched', 'no heels']"
145,"both hands in the air to the sides, no legs, they are leaning left","['both hands in the air to the sides', 'no legs', 'they are leaning left']"
146,"praying on their knees, hands out, with heels, yes facing right, head straight up","['praying on their knees', 'hands out', 'with heels', 'facing right', 'head straight up']"
147,"standing up, hands out together, facing left","['standing up, hands out together, facing left']"
148,"bunny ears, head down, slouched on the ground, facing right","['bunny ears', 'head down', 'slouched on the ground', 'facing right']"
149,"praying on the ground, facing right, has a triangle in front of the face, head tilted down and heels behind yes, i guess the triangle is the hands haha","['praying on the ground, facing right', 'has a triangle in front of the face', 'head tilted down', 'heels behind', 'the triangle is the hands']"
150,"head is on the right, facing right one foot is on the ground, one food is in the air, *foot, feet are backwards looking","['head is on the right, facing right', 'one foot is on the ground', 'one foot is in the air', 'feet are backwards looking']"
151,"sitting on the ground, head tilted up, looks like he's thinking about life, facing left","['sitting on the ground', 'head tilted up', ""looks like he's thinking about life"", 'facing left']"
152,"looks like a perfume bottle but just a little wonky on the bottom right, no arms no legs","['a perfume bottle but just a little wonky on the bottom right, no arms no legs']"
153,"person is facing the left, kind of like they are being dragged away, one triangle where their arm would be, another near the butt, ya one near ground one near head, it's not the one with one leg on the ground, head is a little down yes","['person is facing the left, kind of like they are being dragged away', 'one triangle where their arm would be', 'another near the butt', 'one near ground one near head', ""it's not the one with one leg on the ground"", 'head is a little down']"
154,this one is the one with one leg on the ground and a little baby triangle foot in the air,"['one leg on the ground', 'little baby triangle foot in the air']"
155,"this one is facing right standing up like a fat guy with a really short arm, like he's pointing to the right","['facing right', 'standing up', 'fat guy', 'really short arm', 'pointing to the right']"
156,"it's the introspective sad guy sitting on the floor thinking about life again, head tilted up and facing to the left","['introspective sad guy sitting on the floor thinking about life again, head tilted up and facing to the left']"
157,"the weird horse hoof one, facing left and dragged away yeah, triangle near the butt and near the head","['the weird horse hoof one', 'facing left and dragged away', 'triangle near the butt and near the head']"
158,"bird beak looking thing with a diamond on top standing on one leg with one little foot in the air, facing left, karate kick, we want karate boy","['bird beak looking thing with a diamond on top standing on one leg with one little foot in the air, facing left, karate kick']"
159,"man facing left reading a book, standing up, also kind of reminds me of a pastor, ya like a little i holding their arm out with a towel draped on it","['man facing left reading a book', 'standing up', 'also kind of reminds me of a pastor', 'a little i holding their arm out with a towel draped on it']"
160,"soccer goalie leaning diving left, both arms out to the sides","['soccer goalie leaning diving left', 'both arms out to the sides']"
161,"plague doctor with a square falling off the back, one leg on the ground one leg up, facing left","['plague doctor with a square falling off the back', 'one leg on the ground one leg up', 'facing left']"
162,"praying on their knees, facing right, triangle attached to the bottom corner of face heels out, heels are out to the left side, head down, attached by the corner","['praying on their knees', 'facing right', 'triangle attached to the bottom corner of face', 'heels out', 'heels are out to the left side', 'head down', 'attached by the corner']"
163,"standing up, arms together to the right, head straight up, knees are bent a little, man facing right, i don't see heels, it's just a flat line where the feet are, no horse hooves","['standing up', 'arms together to the right', 'head straight up', 'knees are bent a little', 'man facing right', ""i don't see heels"", ""it's just a flat line where the feet are"", 'no horse hooves']"
164,"short fat guy little arm out facing right, our man danny!!!","['short fat guy', 'little arm out facing right']"
165,"lower case i with a little curve at the bottom right, no arms no legs, he doesn't really have any limbs, but yeah I guess u could see it as they're tucked under","['lower case i with a little curve at the bottom right, no arms no legs, he doesn't really have any limbs, but yeah I guess u could see it as they're tucked under']"
166,"sad bunny facing to the right, head slumped","['sad bunny facing to the right, head slumped']"
167,"praying facing right, arms out together, heels in the back pointing up, head is up, chunk foot","['praying facing right', 'arms out together', 'heels in the back pointing up', 'head is up', 'chunk foot']"
168,"it's the waiter, facing left with the towel draped over his arm","['the waiter', 'facing left', 'with the towel draped over his arm']"
169,it's sad introspective man staring at the sky again,['sad introspective man staring at the sky']
170,"goalie diving to the left, arms out and up to the sides","['goalie diving to the left, arms out and up to the sides']"
171,sad bunny head slumped facing right,['sad bunny head slumped facing right']
172,"praying on their knees, arms out together right, head up, heels behind them pointed up, facing right, chunk feet!","['praying on their knees', 'arms out together right', 'head up', 'heels behind them pointed up', 'facing right', 'chunk feet']"
173,"wonky perfume lowercase i with a little curve on the bottom right, it's the only one where they'd be kind of looking at you straight on, can't really see their feet i guess it could also be someone who is kneeling on the ground like u would in a skirt","['wonky perfume lowercase i with a little curve on the bottom right', 'the only one where they'd be kind of looking at you straight on', ""can't really see their feet"", 'could also be someone who is kneeling on the ground like u would in a skirt']"
174,the plague doctor with the square falling off the back,['the plague doctor with the square falling off the back']
175,"our man danny, fat and pointing to the right with a baby hand",['fat and pointing to the right with a baby hand']
176,"arms out in front of them, facing right, head up knees bent, but still standing, ya slav squat","['arms out in front of them, facing right, head up knees bent, but still standing, ya slav squat']"
177,"figure skater facing the left, one leg on the ground, one foot in the air","['figure skater facing the left', 'one leg on the ground', 'one foot in the air']"
178,"praying on the ground facing right, hand attached to face and head down heels are pointing to the left on the ground","['praying on the ground facing right', 'hand attached to face and head down', 'heels are pointing to the left on the ground']"
179,horse hooves,['horse hooves']
180,sad bunny slumped on ground facing right,['sad bunny slumped on ground facing right']
181,"praying facing right, triangle point attached to face, heels on ground pointing left","['praying facing right', 'triangle point attached to face', 'heels on ground pointing left']"
182,it's our boy danny,['our boy Danny']
183,horse hooves being dragged away,['horse hooves being dragged away']
184,goalie leaning left,['goalie leaning left']
185,"praying on the ground, head up, arms out facing right, heels pointing straight up, ya chunk feet","['praying on the ground', 'head up', 'arms out facing right', 'heels pointing straight up', 'ya chunk feet']"
186,wonky perfume bottle sleeping bag lowercase i with a curved bottom right,"['wonky perfume bottle', 'sleeping bag', 'lowercase i with a curved bottom right']"
187,"squatting and arms are out to the right head up, ya slav",['squatting and arms are out to the right head up']
188,figure skater facing left,['figure skater facing left']
189,sad on the floor man looking up at the sky,['sad on the floor man looking up at the sky']
190,plague doctor,['plague doctor']
191,waiter with the towel facing left,['waiter with the towel facing left']
192,waiter again,[]
193,sad bunny,['sad bunny']
194,sad introspective man,['sad introspective man']
195,goalie leaning left,['goalie leaning left']
196,praying on the ground head down with triangle point attached small heels point left,"['praying on the ground', 'head down', 'triangle point attached', 'small heels point left']"
197,slav squat,['slav squat']
198,danny,There is no description of an image in the given text.
199,horse hooves,['horse hooves']
200,perfume bottle,['perfume bottle']
201,figure skater,['figure skater']
202,plague doctor,['plague doctor']
203,chunk foot prayer,['chunk foot prayer']
204,chunk foot prayer,['chunk foot prayer']
205,goalie left,['goalie left']
206,slav squat,['slav squat']
207,"head down prayer facing right triangle point attached to face, small heels face left","['head down prayer facing right', 'triangle point attached to face', 'small heels face left']"
208,sad introspective man,['sad introspective man']
209,waiter towel,['waiter towel']
