,text,gpt_out
39,"standing facing left, holding something","['standing facing left, holding something']"
40,"one leg up to the left, head facing right","['one leg up to the left', 'head facing right']"
41,"facing right, standing with legs bent, holding something","['facing right', 'standing with legs bent', 'holding something']"
42,"sitting facing left, two small triangles sticking out to the right","['sitting facing left', 'two small triangles sticking out to the right']"
43,Left side of body is a straight line,['Left side of body is a straight line']
44,"Ballet post (one leg up behind, leaning forward), Ballet pose","['one leg up behind, leaning forward', 'Ballet pose']"
45,"Blocky body, small triangle at bottom right","['Blocky body', 'small triangle at bottom right']"
46,Rabbit ears,['Rabbit ears']
47,"Sitting facing left, knees up","['Sitting facing left, knees up']"
48,Ballet pose,['Ballet pose']
49,Rabbit ears,['Rabbit ears']
50,"Leaning left, no legs","['Leaning left, no legs']"
51,"Blocky body, small triangle bottom right","['Blocky body', 'small triangle bottom right']"
52,"Standing facing left, holding something","['Standing facing left, holding something']"
53,"Kneeling facing right, holding something","['Kneeling facing right, holding something']"
54,Left side is a straight line,['Left side is a straight line']
55,"Triangle coming out of mouth, kneeling","['Triangle coming out of mouth', 'kneeling']"
56,"Sitting facing left, two small triangles on the right","['Sitting facing left, two small triangles on the right']"
57,Thriller zombie,['Thriller zombie']
58,"Sitting facing left, knees up","['Sitting facing left, knees up']"
59,"Standing with knees bent, holding something","['Standing with knees bent, holding something']"
60,Ballet post,['Ballet post']
61,Standing with knees bent holding something,['Standing with knees bent holding something']
62,"Standing facing left, holding something","['Standing facing left, holding something']"
63,Rabbit ears,['Rabbit ears']
64,"Sitting facing left, knees bent","['Sitting facing left, knees bent']"
65,Left side = straight line,['Left side = straight line']
66,"leaning left, no legs","['leaning left, no legs']"
67,"Sitting facing left, two small triangles on right","['Sitting facing left', 'two small triangles on right']"
68,"Blocky body, small triangle bottom right","['Blocky body', 'small triangle bottom right']"
69,"Triangle coming from mouth, kneeling","['Triangle coming from mouth, kneeling']"
70,Thriller zombie!,['Thriller zombie']
71,"Kneeling facing right, holding something","['Kneeling facing right, holding something']"
72,"square head top left arms at 1 o'clock and 4 o'clock body at basse, horizontal to bottom","['square head top left', 'arms at 1 o\'clock and 4 o\'clock', 'body at basse, horizontal to bottom']"
73,Seated facing left Feet at bottom left Knees up Back parallel to right,"['Seated facing left', 'Feet at bottom left', 'Knees up', 'Back parallel to right']"
74,Pointing to right at 3 o'clock Back is straight and parallel to left Foot points to right Head is diamond and central to body,"['Pointing to right at 3 o'clock', 'Back is straight and parallel to left', 'Foot points to right', 'Head is diamond and central to body']"
75,Looks like a ghost Arms outstretched at 10 o'clock and 1 o'clock No feet or legs Head is nearer to left arm,"['a ghost', 'Arms outstretched at 10 o'clock and 1 o'clock', 'No feet or legs', 'Head is nearer to left arm']"
76,Kneeling prostate Right arm is breaking away from body and pointing to 2 o'clock Foot is on left Left arm points to nine o'clock,"['Kneeling prostate', 'Right arm is breaking away from body and pointing to 2 o\'clock', 'Foot is on left', 'Left arm points to nine o\'clock']"
77,Looks like a standing Lizard that's down in the mouth Head down His right foot is in air Left on ground Looks like a square flag to right of back,"['a standing Lizard that's down in the mouth', 'Head down', 'His right foot is in air', 'Left on ground', 'a square flag to right of back']"
78,Looka like a nun praying facing to right Head is central diamond to diamond Kneeling with feet tucked up at back,"['a nun praying facing to right', 'Head is central diamond to diamond', 'Kneeling with feet tucked up at back']"
79,Looks like a tubby ballerina with his left foot on ground and right in the air He faces left and top half looks like a Christmas tree Sturdy left leg Right leg is tiny triangle,"['tubby ballerina with his left foot on ground and right in the air', 'faces left', 'top half looks like a Christmas tree', 'Sturdy left leg', 'Right leg is tiny triangle']"
80,Another praying figure looking to right Both arms combined in one triangle pointed at 2pm Back is parallel to left side Head is central No separate legs feet,"['praying figure looking to right', 'Both arms combined in one triangle pointed at 2pm', 'Back is parallel to left side', 'Head is central', 'No separate legs feet']"
81,"looks like a rabbit sitting down facing right Big ears on head No arms No defined legs Back is straight, long and parallel to left side Looks slightly down Head looks square","['a rabbit sitting down facing right', 'Big ears on head', 'No arms', 'No defined legs', 'Back is straight, long and parallel to left side', 'Looks slightly down', 'Head looks square']"
82,Looks like a priest delivering a sermon Head is central Arm is pointing to 9am and draped in a hanging cloth square below finger Legs shrouded Pointed foot pointing to left Back is straight and parallel to right side Back is 2 3 of entire square,"['a priest delivering a sermon', 'Head is central', 'Arm is pointing to 9am and draped in a hanging cloth', 'square below finger', 'Legs shrouded', 'Pointed foot pointing to left', 'Back is straight and parallel to right side', 'Back is 2 3 of entire square']"
83,"Another kneeling figure Head is central No arms, assuming these are held close to body No defined feet or legs Occupies a very central position, Knee points to right","['Another kneeling figure', 'Head is central', 'No arms, assuming these are held close to body', 'No defined feet or legs', 'Occupies a very central position', 'Knee points to right']"
84,It's the ghost again Arms wide at 10am and 1pm Leans to left at 45 degrees Body is square rhomboid leaning left,"['Arms wide at 10am and 1pm', 'Leans to left at 45 degrees', 'Body is square rhomboid leaning left']"
85,It's the priest again Gives sermon to left with finger pointing to left Long straight back Foot points to left,"['Gives sermon to left with finger pointing to left', 'Long straight back', 'Foot points to left']"
86,The kneeling nun again She looks to the right Her arm is horizontal Her knees are on ground but point up behind her Her back could have a hump at top left,"['The kneeling nun again', 'She looks to the right', 'Her arm is horizontal', 'Her knees are on ground but point up behind her', 'Her back could have a hump at top left']"
87,No Ballerina this time or ice skater Travelling left Right foot outstretched behind Body head looks like Xmas tree Left foot on ground Left leg thick,"['Travelling left', 'Right foot outstretched behind', 'Body head looks like Xmas tree', 'Left foot on ground', 'Left leg thick']"
88,Another praying figure Hands clasped together pointing slightly up Looks to right Zig zag back and legs Back is parallel to left,"['Another praying figure', 'Hands clasped together pointing slightly up', 'Looks to right', 'Zig zag back and legs', 'Back is parallel to left']"
89,It's the down in the dumps rabbit Big ears No arms Head facing down and to right Back and body like a big triangle with a slight uplift for knees,"['down in the dumps rabbit', 'Big ears', 'No arms', 'Head facing down and to right', 'Back and body like a big triangle with a slight uplift for knees']"
90,"This figure awkwardly sits with arms at strange 1pm and 4pm angle behind him and to right He faces left Legs undefined but point left A sort of ghost in reverse, or the ghost has fallen backwards","['awkwardly sits with arms at strange 1pm and 4pm angle behind him and to right', 'He faces left', 'Legs undefined but point left', 'A sort of ghost in reverse, or the ghost has fallen backwards']"
91,"Kneeling figure but no definition on arms or legs Back is parallel to left Head is central, small Knee points to right, Could be looking at us Neck non existent, Head diamond sitting on triangle","['Kneeling figure but no definition on arms or legs', 'Back is parallel to left', 'Head is central, small', 'Knee points to right', 'Could be looking at us', 'Neck non existent', 'Head diamond sitting on triangle']"
92,Long straight back parallel to left Finger points to right Small pointy foot to right Head sits on long straight line ending in pointed finger,"['Long straight back parallel to left', 'Finger points to right', 'Small pointy foot to right', 'Head sits on long straight line ending in pointed finger']"
93,"Seated figure Head down and looking to left Knees up Feet foot at 45 degrees up Small back parallel to right No definition on arms, Head down","['Seated figure', 'Head down and looking to left', 'Knees up', 'Feet foot at 45 degrees up', 'Small back parallel to right', 'No definition on arms', 'Head down']"
94,It's the sad standing lizard with a flag on the right of his back His right foot in air and left on ground He's heading left,"['the sad standing lizard with a flag on the right of his back', 'His right foot in air and left on ground', ""He's heading left""]"
95,"Prostrate figure looking right with triangular arms fully outstretched Feet foot behind and left, Arms at 1pm and 9pm, or 2pm and 9pm","['Prostrate figure looking right with triangular arms fully outstretched', 'Feet foot behind and left', 'Arms at 1pm and 9pm, or 2pm and 9pm']"
96,"Prostrate undefined figure where I thought he was looking at us Back is medium straight Knee is to right Shoulders at 45 degree descent from head, Back is parallel to left side, yes no definition, Like a follower of Islam before bowing head","['Prostrate undefined figure where I thought he was looking at us', 'Back is medium straight', 'Knee is to right', 'Shoulders at 45 degree descent from head', 'Back is parallel to left side', 'Like a follower of Islam before bowing head']"
97,It's the sad rabbit Big ears Facing right Back parallel to left,"['sad rabbit', 'Big ears', 'Facing right', 'Back parallel to left']"
98,"This is a zig zag figure looking right One arm pointing right at 2 30pm Back parallel to left Knees right and feet at bottom left, short Descriptions only work if 5 5 which is ok for ghost and rabbit and skater","['zig zag figure looking right', 'One arm pointing right at 2 30pm', 'Back parallel to left', 'Knees right and feet at bottom left, short']"
99,"and the last one which I'll call Fred, This one is MC Hammer Long straight shoulder line Finger pointing right Long back parallel to left","['MC Hammer', 'Long straight shoulder line', 'Finger pointing right', 'Long back parallel to left']"
100,MC hammer 5 5 This one is the priest giving sermon His finger outstretched to left with cloth below Feet pointing left Long straight back parallel to right,"['the priest giving sermon', 'His finger outstretched to left with cloth below', 'Feet pointing left', 'Long straight back parallel to right']"
101,"Priest is 5 5 So this one is the reverse ghost falling back Arms outstretched behind him Head down Knees pointing to left with long parallel line with bottom, Head is looking down to left, Yes it's a radiator job","['reverse ghost falling back', 'Arms outstretched behind him', 'Head down', 'Knees pointing to left with long parallel line with bottom', 'Head is looking down to left']"
102,"so a 4 5 there with one selecting the image that we are looking at now This one is kneeling to the right Head is up Arms outstretched at 1 30pm and 9pm Feet at back of him and to left, I'll call him John, Hie left arm triangle is detached","['kneeling to the right', 'Head is up', 'Arms outstretched at 1 30pm and 9pm', 'Feet at back of him and to left', 'left arm triangle is detached']"
103,"5 5 on John This one is Tim His arms are held together pointing to right with his knees legs behind him Slight bulge at top of back, yes praying to right Head diamond on semi diamond shoulder","['His arms are held together pointing to right with his knees legs behind him', 'Slight bulge at top of back', 'praying to right', 'Head diamond on semi diamond shoulder']"
104,4 5 on Tim with one selection for John This is the ballerina or ice skater Thick left leg with foot on ground Tiny right leg in air behind his back Direction of travel to left Christmas tree body and head,"['The ballerina or ice skater', 'Thick left leg with foot on ground', 'Tiny right leg in air behind his back', 'Direction of travel to left', 'Christmas tree body and head']"
105,This is a figure sitting down with head bowed Back is parallel to right so he faces left Knee(s) up Feet foot up a 45 degrees,"['figure sitting down with head bowed', 'Back is parallel to right so he faces left', 'Knee(s) up', 'Feet foot up a 45 degrees']"
106,"That was George the sitter This is the sad Lizard with flag on back, His head is down His right foot in air, No arms, Travels left","['the sad Lizard with flag on back', 'His head is down', 'His right foot in air', 'No arms', 'Travels left']"
107,5 5 on lizard This is the ghost You can do it!,['This is the ghost']
108,well done 5 5 on ghost This one is MC Hammer Finger points right Head sits on long shoulder line ending in finger Long back parallel to left Foot points right,"['MC Hammer', 'Finger points right', 'Head sits on long shoulder line ending in finger', 'Long back parallel to left', 'Foot points right']"
109,Way to go 5 5 on Hammertime This one is Tim again Praying and facing right Finger outstretched right with knees on ground and feet tucked up at left back Bulge on left shoulder Diamond head sits on partial diamond shoulder,"['Praying and facing right', 'Finger outstretched right with knees on ground and feet tucked up at left back', 'Bulge on left shoulder', 'Diamond head sits on partial diamond shoulder']"
110,5 5 on the Timster! This is the Ghost again Easy Peasy,There is no description of an image in the given text.
111,"5 5 you Ghostbusters! This one is John with his arms outstretched at 1 30 and ppm Faces right Knees on ground right Triangular foot at left back, 9:00 PM, gap between his left arm and body","['John with his arms outstretched at 1 30 and ppm', 'Faces right', 'Knees on ground right', 'Triangular foot at left back', 'gap between his left arm and body']"
112,"Ok we had two incorrect on the reverse ghost for that one This one is the reverse ghost falling backwards after seeing the last 3 5 score!, or chained to radiator","['the reverse ghost falling backwards after seeing the last 3 5 score!', 'chained to radiator']"
113,that's more like it 5 5 on reverse ghost Woooooo! This one is the ballerina or ice skater heading left with tiny right foot in air to his back,['the ballerina or ice skater heading left with tiny right foot in air to his back']
114,Rock and roll 5 5 again This one is George the sitter Head down Faces left Back is parallel to right Knees up Foot up at 45 degrees,"['Rock and roll 5 5 again', 'This one is George the sitter', 'Head down', 'Faces left', 'Back is parallel to right', 'Knees up', 'Foot up at 45 degrees']"
115,5 5 on Curious George This one is the sad lizard without a tail He has a flag on his back His head is down He wants a cup of tea,"['the sad lizard without a tail', 'He has a flag on his back', 'His head is down', 'He wants a cup of tea']"
116,Happy Lizard! 5 5 This one is the sad rabbit Big ears Faces left Longs for a carrot or more Prolific points,"['Happy Lizard!', 'This one is the sad rabbit', 'Big ears', 'Faces left', 'Longs for a carrot or more', 'Prolific points']"
117,"Happy rabbit 5 5! This one is Fred Undefined Bland Looking for love Knees pointing to right, Arms straight down and hidden","['Happy rabbit 5 5!', 'Fred Undefined Bland Looking for love', 'Knees pointing to right, Arms straight down and hidden']"
118,"4 5 on that one with George getting a random vote This one is Fred again He faces right His pointed hand arm is at 2 30 Zig zag knees base, or chevron knees","['He faces right', 'His pointed hand arm is at 2 30', 'Zig zag knees base, or chevron knees']"
119,"Blob is good though we got a 4 5 with a vote for John This one is the priest again, His finger points left with cloak over it","['the priest again', 'His finger points left with cloak over it']"
120,"Mother of God another 5 5 for the priest This one is Blob Chevron legs feet, Arm points right, Back parallel to left Son of a preacher man","['Blob Chevron legs feet', 'Arm points right', 'Back parallel to left']"
121,2 5 on that one with MC Hammer scoring high This one is skater or ballerina,['skater or ballerina']
122,Dancing on Ice! 5 5 This one is Blob Undefined No arms No legs Knee points right Straight line on body left and right,"['Blob Undefined', 'No arms', 'No legs', 'Knee points right', 'Straight line on body left and right']"
123,Blobby Blobby Blobby 5 5! Sad Lizard this time carrying the flag of destiny,['Sad Lizard carrying the flag of destiny']
124,Happy Lizard 5 5 This one is THE GHOST!,['Happy Lizard 5 5 This one is THE GHOST!']
125,5 5 This one is MC Hammer,['MC Hammer']
126,Hammertime 5 5! This one is SAD RABBIT,['SAD RABBIT']
127,"Happy bunny! This one is the preacher, Finger pointing left, Priest","['Happy bunny', 'preacher', 'Finger pointing left', 'Priest']"
128,Holy Moly 5 5! This one is John Arms outstretched His left arm has a space between it and body,"['John Arms outstretched', 'His left arm has a space between it and body']"
129,Johntastic 5 5 This is George the sitter,['George the sitter']
130,Gorgeous George 5 5 This one is Reverse Ghost arms behind him in radiator fashion,['Reverse Ghost arms behind him in radiator fashion']
131,Unchained melody 5 5! This is a sit down prayer Tim we called him He looks right Arm to right feet tucked up behind himpoin,"['sit down prayer Tim', 'looks right', 'Arm to right', 'feet tucked up behind him']"
132,5 5 George the sitter again,['George the sitter']
133,5 5 This one is Tim again Praying with his finger pointing right and feet tucked up behind him,['Praying with his finger pointing right and feet tucked up behind him']
134,5 5 This one is the skater or ballerina,['the skater or ballerina']
135,Shaketastic 5 5! This is reverse ghost chained to the rads,['reverse ghost chained to the rads']
136,"5 5 This one is Don't touch this, MC hammer","['Don't touch this, MC hammer']"
137,5 5 This one is John Arms outstretched His left arm separated from body,"['John', 'Arms outstretched', 'His left arm separated from body']"
138,5 5 This one is Blob No definition on arms or legs,['Blob No definition on arms or legs']
139,5 5 It's the priest again giving his sermon to people on left,['the priest giving his sermon to people on left']
140,No sleeping on that sermon! 5 5 This is sad rabbit,['sad rabbit']
141,Happy Bunny 5 5 This one is sad lizard with flag,['sad lizard with flag']
142,Happy Lizzo 5 5 This is THE GHOST!,['THE GHOST']
143,This is the chevron prayer with arms pointing to 2 30 and back parallel to left,['chevron prayer with arms pointing to 2 30 and back parallel to left']
144,looks like an angel with arms outstretched,['an angel with arms outstretched']
145,looks like a mountain side with the sun at the peak,['a mountain side with the sun at the peak']
146,looks like a boot or high heel shoe with a box on top,['a boot or high heel shoe with a box on top']
147,"diamond on top, rhombus on the bottom, triangle poking out to the right where the chest would be on a human","['diamond on top', 'rhombus on the bottom', 'triangle poking out to the right where the chest would be on a human']"
148,the image you just selected in the last round,['the image you just selected in the last round']
149,"diamond on top, then a triangle, then the right facing triangle, then the big triangle and rhomboid shape at the bottom, wide base, narrow top","['diamond on top', 'triangle', 'right facing triangle', 'big triangle and rhomboid shape at the bottom', 'wide base, narrow top']"
150,"looks sort of like a dancer leaning to the left with one leg up in the air, two triangles on the chest area, also could perhaps resemble a TREX","['a dancer leaning to the left with one leg up in the air', 'two triangles on the chest area', 'could perhaps resemble a TREX']"
151,"solid wide center with just the diamond on top, the whole bottom is one solid mass","['solid wide center with just the diamond on top, the whole bottom is one solid mass']"
152,looks like the outline of a priest or pope with their arms extended out maybe holding a robe or cloth,['the outline of a priest or pope with their arms extended out maybe holding a robe or cloth']
153,"pointy bird like head, two legs with one leg raised up a bit","['pointy bird like head', 'two legs with one leg raised up a bit']"
154,"looks like someone sitting down with their back up against a wall, their legs bent in front of them and their head tilting down","['someone sitting down with their back up against a wall', 'their legs bent in front of them', 'their head tilting down']"
155,"solid mass, no arms or legs, just a head, base is wider than top","['solid mass', 'no arms or legs', 'just a head', 'base is wider than top']"
156,man sitting down back against the wall again,['man sitting down back against the wall']
157,mountain slope with sun on top,['mountain slope with sun on top']
158,"odd base, wide with a narrow side part, fractured center with space in between","['odd base', 'wide with a narrow side part', 'fractured center with space in between']"
159,Bird man with leg raised,['Bird man with leg raised']
160,"chalk outline, or angel arms wide open","['chalk outline', 'angel arms wide open']"
161,"solide wide base with a triangle sticking up and out, then narrowing to the top, top is a diamond with a triangle under it","['solide wide base with a triangle sticking up and out', 'narrowing to the top', 'top is a diamond with a triangle under it']"
162,the dancer leaning over with leg up high,['the dancer leaning over with leg up high']
163,"widest base, triangle hanging off the base, then a jumbled mess at the top,, sort of like a melted mirror image of the mountain","['widest base', 'triangle hanging off the base', 'jumbled mess at the top', 'melted mirror image of the mountain']"
164,"standard human looking one with triangle breast, straight and symmetrical","['standard human looking one with triangle breast, straight and symmetrical']"
165,"narrow base, wide body, all one solid piece","['narrow base', 'wide body', 'all one solid piece']"
166,priest or pope,['priest or pope']
167,"the one you chose right before the pope, solid mass body",['solid mass body']
168,"narrow base looks like feet, then solid wide body, one triangle poking out at the shoulders","['narrow base looks like feet', 'solid wide body', 'one triangle poking out at the shoulders']"
169,"the one you chose before the pop, solid blocky body, wider base, pope*","['solid blocky body', 'wider base']"
170,mountain side with sun on top,['mountain side with sun on top']
171,looks like a boot or high heel with a spur on the back,['a boot or high heel with a spur on the back']
172,"wide base, triangle sticking up on the back ""like you could hang something from it"", then triangle for the chest,, maybe like what a toy boat would look like","['wide base', 'triangle sticking up on the back ""like you could hang something from it""', 'triangle for the chest', 'maybe like what a toy boat would look like']"
173,"chest triangle points the opposite direction that the base or feet point in, like a woman kneeling maybe","['chest triangle points the opposite direction that the base or feet point in, like a woman kneeling maybe']"
174,dancer leaning over with leg up,['dancer leaning over with leg up']
175,arms wide open,['arms wide open']
176,sitting down back against the wall,['sitting down back against the wall']
177,"jumbled mess in the middle it's broken, center mass is split in half","['jumbled mess in the middle', ""it's broken"", 'center mass is split in half']"
178,birdman with his leg raised,['birdman with his leg raised']
179,pope priest,['pope priest']
180,arms wide open,['arms wide open']
181,"feet pointing backwards, triangle poking out of chest","['feet pointing backwards', 'triangle poking out of chest']"
182,"wide solid body, narrower at the feet","['wide solid body, narrower at the feet']"
183,pope priest,['pope priest']
184,dancer with leg up,['dancer with leg up']
185,mountainside and sun on top,"['mountainside', 'sun on top']"
186,"cowboy boot with the spur on the back, boot or high heel","['cowboy boot with the spur on the back', 'boot or high heel']"
187,sitting down back against the wall,['sitting down back against the wall']
188,"solid body, wide feet, narrow shoulders, looks like an office chair with headrest","['solid body', 'wide feet', 'narrow shoulders', 'looks like an office chair with headrest']"
189,"odd jumbled mess, has the triangle pointing up off the back of the feet like you could hang something on it",['triangle pointing up off the back of the feet like you could hang something on it']
190,"wide base, broken in the middle, split","['wide base', 'broken in the middle', 'split']"
191,birdman with his leg raised,['birdman with his leg raised']
192,"cowboy boot with spur, high heel, spur*","['cowboy boot with spur', 'high heel', 'spur']"
193,"narrow base, solid center, triangle like ledge at the shoulder area, perhaps looking like a garbage can","['narrow base', 'solid center', 'triangle like ledge at the shoulder area', 'perhaps looking like a garbage can']"
194,office chair with headrest,['office chair with headrest']
195,kneeling woman holding a tray,['kneeling woman holding a tray']
196,dancer with leg up,['dancer with leg up']
197,birdman with leg raised,['birdman with leg raised']
198,wide base with the triangle sticking up off the back you could hang something on,['wide base with the triangle sticking up off the back you could hang something on']
199,sitting down back against the wall,['sitting down back against the wall']
200,"jumbled mess, wide base, fractured in the center split down the middle","['jumbled mess', 'wide base', 'fractured in the center', 'split down the middle']"
201,pope priest,['pope priest']
202,arms wide open,['arms wide open']
203,mountainside with sun on top,['mountainside with sun on top']
204,dancer with leg up,['dancer with leg up']
205,arms wide open,['arms wide open']
206,wide base with the triangle sticking out to hang something on,['wide base with the triangle sticking out to hang something on']
207,office chair with headrest,['office chair with headrest']
208,jumbled mess split in the middle,['jumbled mess split in the middle']
209,cowboy boot with spur,['cowboy boot with spur']
210,"garbage can, wheels on the bottom with a ledge where the handle would be, solid square center mass","['garbage can', 'wheels on the bottom with a ledge where the handle would be', 'solid square center mass']"
211,sitting down back against the wall,['sitting down back against the wall']
212,birdman with leg raised,['birdman with leg raised']
213,kneeling woman holding a tray,['kneeling woman holding a tray']
214,pope priest,['pope priest']
215,"you did awesome thanks for helping us get a decent bonus!, mountainside with the sun on top!",['mountainside with the sun on top']
216,"Okay so this is the same one I described as a drunken man, someone said ""looks like a beak"", one foot on the floor the other lifted towards the left, the head looks like it's leaning backwards (towards the right)","['same one I described as a drunken man', 'looks like a beak', 'one foot on the floor the other lifted towards the left', 'head looks like it's leaning backwards (towards the right)']"
217,"This figure is point to the right with their arm, but they're slightly bowed down, almost like bending a knee rather than fully committing, they have a knee that would be a perfect right angle, out of the four images of people pointing to the right, this one looks like they're bowing to the queen lol","['This figure is point to the right with their arm', 'but they're slightly bowed down', 'almost like bending a knee rather than fully committing', 'they have a knee that would be a perfect right angle', 'out of the four images of people pointing to the right, this one looks like they're bowing to the queen']"
218,"Okay so to make this quick, this quick, this was the first one, it's a Olympic RUNNER passaging the line but this time going left, they have both arms in the air like celebrating, No legs zuda","['Olympic RUNNER passaging the line but this time going left', 'both arms in the air like celebrating', 'No legs zuda']"
219,"Man sat down, he has leant his back towards the right of the images, his feet are to the left and his head looks like he's looking down","['Man sat down', 'he has leant his back towards the right of the images', 'his feet are to the left', ""his head looks like he's looking down""]"
220,"Okay this is someone with a straight back that is facing to the left, they look like they are praying, left side of the pic their ""heels"" would be pointing up towards the ceiling, there knees are perfect right angles (go vectors)#, Minu she is facing left (her arms), she's racing right, her arms are facing right","['someone with a straight back that is facing to the left', 'they look like they are praying', 'left side of the pic their ""heels"" would be pointing up towards the ceiling', 'there knees are perfect right angles', 'Minu she is facing left (her arms)', ""she's racing right"", 'her arms are facing right']"
221,"So this is the figure on her knees but both arms are spread apart and you can see a slit between them, out of all of the images this one has her knees touching the ground and her toes, Zuda she is pointing to the right, almost upwards, it looks like she might have a dress, she has two arms, and there is a triangle as her right arm that is seperated, there is a slit","['the figure on her knees but both arms are spread apart', 'a slit between them', 'her knees touching the ground and her toes', 'she is pointing to the right, almost upwards', 'she might have a dress', 'she has two arms', 'a triangle as her right arm that is separated', 'a slit']"
222,"This is one that was difficult last time, it was me saying this looks like a bunny leaning to the right(their back to the right of the image) and they are looking towards the left of the image, they have a square for an ear, and on my screen that square is on the left side of the head, Minu I would but there are 2 bunnies, so we have depressed bunnie who leans his back, flatly towards the left, and ""getting up bunny"" which I'd call this","['a bunny leaning to the right', 'their back to the right of the image', 'looking towards the left of the image', 'a square for an ear', 'that square is on the left side of the head', 'depressed bunnie who leans his back, flatly towards the left', '""getting up bunny""']"
223,Okay this is the only person pointing left with one hand,['the only person pointing left with one hand']
224,"this one has no arms or logs, it looks like a human, they might be leaned on the floor but if they was then there knees are on the right of the pic","['no arms or legs', 'looks like a human', 'leaned on the floor', 'knees are on the right of the pic']"
225,"This is the one I say looks like an olympic ice skater, they're skating towards the left, with their back leg up in the air facing right","['looks like an olympic ice skater', ""skating towards the left"", ""with their back leg up in the air facing right""]"
226,This is a sad bunny who is leaning on something with a straight back that is to their left,"['a sad bunny', 'leaning on something with a straight back', 'to their left']"
