,text,gpt_out
19,"pretty sure yall called this one thriller, i got it wrong, foot up, one on ground","['foot up', 'one on ground']"
20,"man sitting, leaning against a fence with a poncho on, knees up","['man sitting', 'leaning against a fence', 'with a poncho on', 'knees up']"
21,"more square like body, one triangle arm to the right, diamond head, penguin boi","['more square like body', 'one triangle arm to the right', 'diamond head', 'penguin boi']"
22,"flailing arms, diamond head, leaning to the left, face plant dude","['flailing arms', 'diamond head', 'leaning to the left', 'face plant dude']"
23,"barely connected triangle, diamond head in between, like big bertha but not","['barely connected triangle', 'diamond head in between', 'like big bertha but not']"
24,"big bertha's sister, lil betty, its thriller, thriller","['big bertha\'s sister, lil betty, its thriller, thriller']"
25,"monk boy praying but with no hood, triangle arm pointed right","['monk boy praying but with no hood', 'triangle arm pointed right']"
26,"big berthas lil sister, disconnected arm, little foot popping out to the left","['big berthas lil sister', 'disconnected arm', 'little foot popping out to the left']"
27,"sad man with poncho, feet pointing left","['sad man with poncho, feet pointing left']"
28,"figure skater, with two jacked up arms","['figure skater', 'two jacked up arms']"
29,"caterpillar boi, sleeping bag","['caterpillar boi', 'sleeping bag']"
30,"on monk like last time but he HAS the hood, feet pointed up, pointing right like his brother, i call him monk with hood, monk with no hump, is his brother, monk with hump is the right one","['monk with hood', 'feet pointed up', 'pointing right like his brother', 'monk with no hump', 'monk with hump is the right one']"
31,"big bertha, she has a thicc booty, ands he's doing opera or kissing someone's hand, she has one little triangle foot","['big bertha', 'she has a thicc booty', ""she's doing opera or kissing someone's hand"", 'she has one little triangle foot']"
32,"like the penguin boi, but he's pointing left, like a little gnome wizard pointing left, his body looks like a boot, pointing left","['the penguin boi', 'pointing left', 'a little gnome wizard pointing left', 'his body looks like a boot', 'pointing left']"
33,penguin boi,['penguin boi']
34,bunny ears,['bunny ears']
35,"falling down guy, arms in the air, he throws his arms up in the air sometimes","['falling down guy', 'arms in the air', 'he throws his arms up in the air sometimes']"
36,"arms spread out, kneeling, facing right, look like triangles","['arms spread out', 'kneeling', 'facing right', 'look like triangles']"
37,"facing right, looks like an offering, being made, not fully upright but also not kneeling","['facing right', 'looks like an offering', 'being made', 'not fully upright but also not kneeling']"
38,"square head with two triangles on top, looks sort of like a bunny, yes to two triangles, kneeling*, looks like sitting if anything","['square head with two triangles on top', 'looks sort of like a bunny', 'yes to two triangles', 'kneeling*', 'looks like sitting if anything']"
39,"looks like an offering again, facing right, but the back is not straight, to diamond head, as well, kneeling, triangle pointing out from back","['an offering again, facing right', 'the back is not straight', 'diamond head', 'kneeling', 'triangle pointing out from back']"
40,"kneeling, facing right, back straight, arms not visible, feet not visible","['kneeling', 'facing right', 'back straight', 'arms not visible', 'feet not visible']"
41,"diamond head, on one side of the body, it is a continuous line, with no bend, facing right i'm guessing, so the left side is a continuous, not really kneeling, the right side has an arm pointing right, yes but with a point, on the bottom right, going inward","['diamond head', 'on one side of the body, it is a continuous line, with no bend, facing right', 'the left side is a continuous', 'not really kneeling', 'the right side has an arm pointing right', 'on the bottom right, going inward']"
42,"square head, legs facing left side, one leg on ground, the other in the air, about 45 degrees, head tilted backwards, on the left side, not that one, the two legs are on facing the same side, on the left","['square head', 'legs facing left side', 'one leg on ground', 'the other in the air, about 45 degrees', 'head tilted backwards', 'on the left side', 'the two legs are on facing the same side', 'on the left']"
43,"looks like an offering, facing left side, straight back, its straight from the body, then a triangle neck, and then straight from the body onwards, on the left, it sort of looks like a bowl and then a square underneath it","['an offering', 'facing left side', 'straight back', 'straight from the body', 'a triangle neck', 'straight from the body onwards', 'on the left', 'looks like a bowl', 'a square underneath it']"
44,"diamond head, the person is sitting down, facing left, looks dejected, legs bent, yes knees up, feet facing slightly upward","['diamond head', 'the person is sitting down, facing left', 'looks dejected', 'legs bent', 'knees up', 'feet facing slightly upward']"
45,"head is looking upwards, facing to the right, one foot is in the air, much larger, very long leg on the ground, facing the opposite direction, it's not the one that looks like a martial artist","['head is looking upwards, facing to the right', 'one foot is in the air', 'much larger', 'very long leg on the ground, facing the opposite direction']"
46,"its the other image, that was chosen, the martial artist, one leg in the air, the other on the ground, arms facing left","['the martial artist', 'one leg in the air', 'the other on the ground', 'arms facing left']"
47,"two arms pointing upwards, no legs visible, the arms are on the left and right of the body respectively, the head is looking upwards","['two arms pointing upwards', 'no legs visible', 'the arms are on the left and right of the body respectively', 'the head is looking upwards']"
48,"The left side is a perfect straight line, Triangle stub on the right, Diamond head, Looks like he is facing away from the screen","['The left side is a perfect straight line', 'Triangle stub on the right', 'Diamond head', 'Looks like he is facing away from the screen']"
49,"This person looks like he has rabbit ears, Facing head down, Head is square","['he has rabbit ears', 'Facing head down', 'Head is square']"
50,"This is the two arms no legs parallelogram dude, Arms up like he is surprised","['two arms no legs parallelogram dude', 'Arms up like he is surprised']"
51,"This was the person who was NOT the material artist, One thick leg, Other one is to the left, Yes to arms crooked, The body is like a trapezoid, Head looks facing back, Arms are same height as head, No its fat","['One thick leg', 'Other one is to the left', 'Yes to arms crooked', 'The body is like a trapezoid', 'Head looks facing back', 'Arms are same height as head', 'No its fat']"
52,"This person is kneeling down on legs, arms spread like wings to the right of them, head tilted back left of the body, Very slim body","['This person is kneeling down on legs', 'arms spread like wings to the right of them', 'head tilted back left of the body', 'Very slim body']"
53,"This person looks like he is holding a bowl and the bowl and arms are facing right, Knees bent and pointy bit is to the right, Facing away from your screen, It looks cut off the feet on this one","['he is holding a bowl and the bowl and arms are facing right', 'Knees bent and pointy bit is to the right', 'Facing away from your screen', 'It looks cut off the feet on this one']"
54,"This person has one leg down, one leg up, The leg up is on the right, Both arms are triangles on the left of the person, Backwards kick","['one leg down', 'one leg up', 'leg up is on the right', 'both arms are triangles on the left of the person', 'backwards kick']"
55,"This person is holding a bowl which is facing left, The bottom of this person is a smooth line, They are facing away from your screen, Straight back on the right, Yes to the square","['This person is holding a bowl which is facing left', 'The bottom of this person is a smooth line', 'They are facing away from your screen', 'Straight back on the right', 'Yes to the square']"
56,"This person is holding a bowl facing right, head away from screen, NOT STRAIGHT BACK, Legs are kicked up pointy behind them on the left","['This person is holding a bowl facing right', 'head away from screen', 'Legs are kicked up pointy behind them on the left']"
57,"This person has arms spread almost level, One foot is seen on the left, Looks like kneeling, Facing away from the screen the person's head, One arm looks attached, Head looks away from screen, One foot is behind to the left, Fatter body, Looks like kneeling on the legs, Just outwards, It looks like you see the back of the head","['This person has arms spread almost level', 'One foot is seen on the left', 'Looks like kneeling', 'Facing away from the screen the person\'s head', 'One arm looks attached', 'Head looks away from screen', 'One foot is behind to the left', 'Fatter body', 'Looks like kneeling on the legs', 'Just outwards', 'It looks like you see the back of the head']"
58,"This person's head is facing away from you, Cannot see arms or legs well, Looks like a blob, Diamond head, The body looks like arms are crossed in and so are legs so you cant see them, Yes triangle bottom right, Not holding anything","['This person\'s head is facing away from you', 'Cannot see arms or legs well', 'Looks like a blob', 'Diamond head', 'The body looks like arms are crossed in and so are legs so you cant see them', 'Yes triangle bottom right', 'Not holding anything']"
59,"Person is sitting down looking away, Looks dejected, You can see one foot, Arms underneath that foot, Back is facing right, Head facing outwards, Leg is to the left, Yes to the knee, Person is not holding anything","['Person is sitting down looking away', 'Looks dejected', 'You can see one foot', 'Arms underneath that foot', 'Back is facing right', 'Head facing outwards', 'Leg is to the left', 'Yes to the knee', 'Person is not holding anything']"
60,"Two triangular arms, The one on the right is mostly detached from the body, The one on the left is connected, Small triangular foot on the left, Only one visible, The right side shows the character to be kneeling, Head is slightly bowed","['Two triangular arms', 'The one on the right is mostly detached from the body', 'The one on the left is connected', 'Small triangular foot on the left', 'Only one visible', 'The right side shows the character to be kneeling', 'Head is slightly bowed']"
61,The one with two arms either side and the parallelogram body,"['two arms either side', 'parallelogram body']"
62,"Thin body Two arms flailed backwards Legs merged forwards, More like it's sitting up, Small triangle facing the left beneath the head, The legs are very thick in comparison to the body, The arms are just little triangles on the right, One mounted high and the other low","['Thin body', 'Two arms flailed backwards', 'Legs merged forwards', 'More like it's sitting up', 'Small triangle facing the left beneath the head', 'The legs are very thick in comparison to the body', 'The arms are just little triangles on the right', 'One mounted high and the other low']"
63,"One with the square beneath the 'bowl', Straight right back, Small left foot","['One with the square beneath the bowl', 'Straight right back', 'Small left foot']"
64,"Trapezoid, merged legs, One arm visible Triangular, angled upwards and to the right, Head bowed down, Triangular shoulders, Perhaps kneeling, could be squatting, One thick leg, Yes, with the arm above it","['Trapezoid, merged legs', 'One arm visible', 'Triangular, angled upwards and to the right', 'Head bowed down', 'Triangular shoulders', 'Perhaps kneeling, could be squatting', 'One thick leg', 'Yes, with the arm above it']"
65,"Rabbit one, Two triangles comprising the base, One square angled downwards as the head","['Rabbit one', 'Two triangles comprising the base', 'One square angled downwards as the head']"
66,"Backwards kick, Two triangular arms to the left, Head turned back","['Backwards kick', 'Two triangular arms to the left', 'Head turned back']"
67,"Straight left back, Flat shoulders, Pointed arm at top of bodu, Small foot at the bottom, Regular rhombus head sitting on the flat shoulders, Bulky, Could be described as plump","['Straight left back', 'Flat shoulders', 'Pointed arm at top of body', 'Small foot at the bottom', 'Regular rhombus head sitting on the flat shoulders', 'Bulky', 'Could be described as plump']"
68,"Dejected Stargazing one, Detailed leg on the left, Pointed shoe, Raised knee","['Dejected Stargazing one', 'Detailed leg on the left', 'Pointed shoe', 'Raised knee']"
69,"The one with the weird body, Sorry, controls broke momentarily, Pointed bit to the right at the bottom, Triangular shoulders, The bottom angles forward, It roughly makes an L shape with the head on top, bowed, No legs, Just what might be knees, Very rough shape, No arms","['weird body', 'Pointed bit to the right at the bottom', 'Triangular shoulders', 'The bottom angles forward', 'It roughly makes an L shape with the head on top, bowed', 'No legs', 'Just what might be knees', 'Very rough shape', 'No arms']"
70,"Feet pointed upwards on the left, Triangle on back of shoulders Kneeling, One arm visible on the right, Perhaps praying in a typically Christian way, Hands clasped forwards","['Feet pointed upwards on the left', 'Triangle on back of shoulders', 'Kneeling', 'One arm visible on the right', 'Perhaps praying in a typically Christian way', 'Hands clasped forwards']"
71,"The one with the raised crooked arms which could be mistaken for wings, Two more detailed legs, pointed shoes, One is on the ground, One is raised to the left, Both shoe points are directed left, The raised arm is also on the left, With the head facing the right","['The one with the raised crooked arms which could be mistaken for wings', 'Two more detailed legs, pointed shoes', 'One is on the ground', 'One is raised to the left', 'Both shoe points are directed left', 'The raised arm is also on the left', 'With the head facing the right']"
72,"dejected looking person, knee pointed upwards, pointed foot, facing left","['dejected looking person', 'knee pointed upwards', 'pointed foot', 'facing left']"
73,"triangular shoulders, holding a bowl to the right with a square underneath, slightly kneeling crouching, facing right, my bad, no square","['triangular shoulders', 'holding a bowl to the right', 'with a square underneath', 'slightly kneeling crouching', 'facing right']"
74,"the man with no arms, legs knee slightly pointed to the right, thick body, triangular shoulders","['the man with no arms, legs knee slightly pointed to the right, thick body, triangular shoulders']"
75,"one leg on the ground, the other raised like a backwards kick, two triangle arms pointing to the left, leg on the ground is thicker than the one in the air, leg on the ground is pointing to the left","['one leg on the ground', 'the other raised like a backwards kick', 'two triangle arms pointing to the left', 'leg on the ground is thicker than the one in the air', 'leg on the ground is pointing to the left']"
76,bunny ears,['bunny ears']
77,"two triangle arms to the right, one is higher than the other, small triangle pointing to the left beneath the head, thin body and thick legs going to the left","['two triangle arms to the right, one is higher than the other', 'small triangle pointing to the left beneath the head', 'thin body and thick legs going to the left']"
78,"legs not visible, arms raised in the air as if celebrating, arms are triangular","['arms raised in the air as if celebrating', 'arms are triangular']"
79,"back is not straight, triangle arms pointing to the right, kneeling, foot pointing upwards on the left, facing right, not that one, the one that looks more like an offering","['back is not straight', 'triangle arms pointing to the right', 'kneeling', 'foot pointing upwards on the left', 'facing right', 'the one that looks more like an offering']"
80,"completely straight back with a thick body, small triangle arm pointing right, flat shoulders, small dent in the bottom right with a tiny triangular foot pointing right","['completely straight back with a thick body', 'small triangle arm pointing right', 'flat shoulders', 'small dent in the bottom right with a tiny triangular foot pointing right']"
81,"one foot on the ground with the other raised about 45 degrees, pointed shoes, arms could be mistaken for wings","['one foot on the ground with the other raised about 45 degrees', 'pointed shoes', 'arms could be mistaken for wings']"
82,"bowl with the square underneath facing left, completely straight back, triangular shoulders, small triangle bottom left for his foot","['bowl with the square underneath facing left', 'completely straight back', 'triangular shoulders', 'small triangle bottom left for his foot']"
83,"triangle arms either side of his body, one on the right is slightly detached, one foot visible to the left, kneeling","['triangle arms either side of his body', 'one on the right is slightly detached', 'one foot visible to the left', 'kneeling']"
84,"parallelogram person, head facing left","['parallelogram person', 'head facing left']"
85,"Kneeling person making an offering, he's",['Kneeling person making an offering']
86,"Thick left leg, small right leg, head on left side of body, arm on right, Looks like dancing, No, one shape on the right","['Thick left leg', 'small right leg', 'head on left side of body', 'arm on right', 'Looks like dancing', 'one shape on the right']"
87,"Diamond head and triangle shoulders, arms on the right, making an offer, trapezoid feet, half-kneeling, Yes, squat, knees pointing right","['Diamond head and triangle shoulders', 'arms on the right, making an offer', 'trapezoid feet', 'half-kneeling', 'squat, knees pointing right']"
88,Bunny ears,['Bunny ears']
89,"Diamond head, kneeling, with right arm triangle almost detached from body, foot pointing left","['Diamond head', 'kneeling', 'with right arm triangle almost detached from body', 'foot pointing left']"
90,"Thick body, like a rectangle on the left, small triangle pointing outwards on the right, Small foot on the right","['Thick body, like a rectangle on the left', 'small triangle pointing outwards on the right', 'Small foot on the right']"
91,"Triangle shoulders, No arms visible, That's right, Diamond head slightly to the right","['Triangle shoulders', 'No arms visible', 'Diamond head slightly to the right']"
92,"Offering with a bowl, Straight back, not kneeling, Square beneath, small triangle on left, Right side is straight back","['Offering with a bowl', 'Straight back', 'Square beneath', 'small triangle on left', 'Right side is straight back']"
93,"Back kick, Left leg on ground, Yes, both arms on left","['Back kick', 'Left leg on ground', 'both arms on left']"
94,"One leg kicking out to the left, Other leg on ground, arms look like wings","['One leg kicking out to the left', 'Other leg on ground', 'arms look like wings']"
95,"Dejected stargazing, Leg out to the left","['Dejected stargazing', 'Leg out to the left']"
96,"parallelogram, 2 arms raised","['parallelogram', '2 arms raised']"
97,"two triangles on right, trapezoid bottom left, looks like a horse mayb, small triangle below head on the left","['two triangles on right', 'trapezoid bottom left', 'looks like a horse mayb', 'small triangle below head on the left']"
98,bunny ears,['bunny ears']
99,"flat shoulders, left side completely flat,, right side small triangle on bottom","['flat shoulders', 'left side completely flat', 'right side small triangle on bottom']"
100,"no limbs, triangle shoulders, bottom right is pointed, hexagonish","['no limbs', 'triangle shoulders', 'bottom right is pointed', 'hexagonish']"
101,"knees on right, triangle arm on right, feet on left, triangle shoulders","['knees on right', 'triangle arm on right', 'feet on left', 'triangle shoulders']"
102,"one foot on ground, one foot 45 in the air on left, detailed shoe","['one foot on ground', 'one foot 45 in the air on left', 'detailed shoe']"
103,"bowl on left, square beneath bowl, foot on left","['bowl on left', 'square beneath bowl', 'foot on left']"
104,"dejected stargazing, left pointed foot","['dejected stargazing', 'left pointed foot']"
105,"left foot pointed upward, triangle shoulder, arm triangle on right, bowl, no square","['left foot pointed upward', 'triangle shoulder', 'arm triangle on right', 'bowl', 'no square']"
106,"right arm triangle is slightly detached, left arm triangle is attached, bottom left triangle, bottom right, right angle","['right arm triangle is slightly detached', 'left arm triangle is attached', 'bottom left triangle', 'bottom right', 'right angle']"
107,"kick, 2 triangles on left, 2 triangles on left, back kick, one foot on ground","['2 triangles on left', '2 triangles on left', 'one foot on ground']"
108,"looks like half a banana with a diamond on top, no arms, upright, bottom leaning right","['half a banana with a diamond on top', 'no arms', 'upright', 'bottom leaning right']"
109,"looks like a person sitting, legs bent towards the left, diamond head hunched a little, no arms, head slightly down, knees bent, no head is a diamond","['a person sitting', 'legs bent towards the left', 'diamond head hunched a little', 'no arms', 'head slightly down', 'knees bent', 'no head is a diamond']"
110,"standing upright, looks like it holding hands open, feet facing left, looks like he's getting communion, left, might look like a waiter","['standing upright', 'holding hands open', 'feet facing left', ""he's getting communion"", 'left', 'might look like a waiter']"
111,"messy, diamond on top with 2 triangles pointed below, right below the diamond, kinda sitting down doesn't look like a person, one pointed left and the other pointed right, below the triangles looks like a mountain","['messy', 'diamond on top with 2 triangles pointed below', 'right below the diamond', 'kinda sitting down', 'doesn't look like a person', 'one pointed left and the other pointed right', 'below the triangles looks like a mountain']"
112,"looks like the waiter but knees bent pointed to the right, standing upright, yes if it looks like knees, wait no flat base, yes half knees, its looks like a person standing bending their knees slightly, holding out their hands to the right","['the waiter but knees bent pointed to the right', 'standing upright', 'knees', 'flat base', 'half knees', 'a person standing bending their knees slightly', 'holding out their hands to the right']"
113,"person raising both arms, not centered, no legs, a bit to the left","['person raising both arms, not centered, no legs, a bit to the left']"
114,"looks a person kneeling on the floor with their hands out to the right, upright, yes slight triangle, yes diamond on top with and diamond bellow","['a person kneeling on the floor with their hands out to the right', 'upright', 'slight triangle', 'diamond on top', 'diamond below']"
115,"body is a square with a bite taken from it on the right, diamond head, bottom of the bite could look like feet, yes to the right, more of the bite is on the bottom, yes whole left side is a square","['body is a square with a bite taken from it on the right', 'diamond head', 'bottom of the bite could look like feet', 'yes to the right', 'more of the bite is on the bottom', 'yes whole left side is a square']"
116,"head are two opposite triangles with a square bellow, person looks to be sitting down, pointed to the right, asiting and knees bent slightly, yes bigger on right, more pointed","['two opposite triangles with a square bellow', 'person looks to be sitting down', 'pointed to the right', 'asiting and knees bent slightly', 'yes bigger on right', 'more pointed']"
117,"messy, has 2 heads, the left a square and the right a triangle, facing left, sitting down like the last one kinda, yes one arm, a triangle facing right","['messy', 'has 2 heads', 'the left a square', 'the right a triangle', 'facing left', 'sitting down like the last one kinda', 'yes one arm', 'a triangle facing right']"
118,"hopping on one foot, left leg raised, 2 heads, upright, yes triangle pointed nose, right head is a diamond left is pointed down triangle","['hopping on one foot', 'left leg raised', '2 heads', 'upright', 'triangle pointed nose', 'right head is a diamond', 'left is pointed down triangle']"
119,"looks like an ice skater with leg raised, yes body has two triangle facing left","['an ice skater with leg raised', 'body has two triangle facing left']"
120,"Sitting down with the legs facing left and no arms, Yes feet out and right bottom corner missing, With bent knees","['Sitting down with the legs facing left and no arms', 'Yes feet out and right bottom corner missing', 'With bent knees']"
121,"Two triangles on top Legs facing to the right sitting down, Knee is slightly up one right triangle is bigger than the left, Diamond under the two triangles","['Two triangles on top', 'Legs facing to the right sitting down', 'Knee is slightly up', 'one right triangle is bigger than the left', 'Diamond under the two triangles']"
122,"Looks like half of a banana No arms diamond head, Banana figure bends left at the bottom, No triangle at the bottom, No feet or arms are showing, left","['half of a banana', 'No arms', 'diamond head', 'Banana figure bends left at the bottom', 'No triangle at the bottom', 'No feet or arms are showing']"
123,"Standing on one foot and feet are facing left, Head is back, Diamond head falling back, Yes triangle nose facing down","['Standing on one foot and feet are facing left', 'Head is back', 'Diamond head falling back', 'Yes triangle nose facing down']"
124,"Sitting down facing left Diamond head moving to the left, Both triangle arms facing behind and one looks to be bracing themselves, Yes looks messy, Triangle for bottom arm on the right","['Sitting down facing left', 'Diamond head moving to the left', 'Both triangle arms facing behind and one looks to be bracing themselves', 'Yes looks messy', 'Triangle for bottom arm on the right']"
125,"Standing but kneeling, facing right, arm out to right, Looks like they are carrying a tray, Flat back on the left, Diamond head knees half bent","['Standing but kneeling, facing right', 'arm out to right', 'Looks like they are carrying a tray', 'Flat back on the left', 'Diamond head knees half bent']"
126,"Leaning left, facing forward, two triangles for arms up in the air, no legs, Yes, looks like a ghost","['Leaning left', 'facing forward', 'two triangles for arms up in the air', 'no legs', 'looks like a ghost']"
127,"Diamond head, flat back, feet facing to the right, arm facing right, Standing, Very square shape but cut outs on the right side where feet and arm would be","['Diamond head', 'flat back', 'feet facing to the right', 'arm facing right', 'Standing', 'Very square shape but cut outs on the right side where feet and arm would be']"
128,"Diamond head, kneeling to the right, two large triangles for arms one leg behind them pointing left, Head looks bowed a bit, yes left side triangle merged with body","['Diamond head', 'kneeling to the right', 'two large triangles for arms', 'one leg behind them pointing left', 'Head looks bowed a bit', 'left side triangle merged with body']"
129,"standing facing left with arms out like they are carrying a tray, flat back on the right, Foot sticking out left wearing a gown","['standing facing left with arms out like they are carrying a tray', 'flat back on the right', 'Foot sticking out left wearing a gown']"
130,"Looks like an ice skater on one leg, Two triangle arms out in front facing to the left, Yes skating to the left","['an ice skater on one leg', 'Two triangle arms out in front facing to the left', 'skating to the left']"
131,"Kneeling down on knees facing right with a tray out in front, Yes, triangle out back to the left, Yes legs pointing back and upward to the left, Yes, diamond head and another bellow","['Kneeling down on knees facing right with a tray out in front', 'triangle out back to the left', 'legs pointing back and upward to the left', 'diamond head and another bellow']"
132,"Two diamonds on top of each other, tray held out to the right and feet up behind, diamond feet pointing upwards, yes kneeling, yes legs on the left, full down on knees","['Two diamonds on top of each other', 'tray held out to the right', 'feet up behind', 'diamond feet pointing upwards', 'kneeling', 'legs on the left', 'full down on knees']"
133,"diamond head tilted back on the left, arms up to the right and both together, one foot up and facing right, kind of kneeling position, tiny triangle facing left under the head, right arm up in front of head with two points, one point facing right and the other facing down, yes one leg in front and one behind","['diamond head tilted back on the left', 'arms up to the right and both together', 'one foot up and facing right', 'kind of kneeling position', 'tiny triangle facing left under the head', 'right arm up in front of head with two points, one point facing right and the other facing down', 'one leg in front and one behind']"
134,"flat back on the left, diamond head, triangle arm on the right, the square one with the bite missing on the right","['flat back on the left', 'diamond head', 'triangle arm on the right', 'the square one with the bite missing on the right']"
135,"half kneel, squat, diamond head straight on top and arms left like holding a tray, flat back on left, bottom of feet go back slightly further than the back on the left","['half kneel', 'squat', 'diamond head straight on top', 'arms left like holding a tray', 'flat back on left', 'bottom of feet go back slightly further than the back on the left']"
136,"the one with two triangles on top like bunny ears, diamond below the triangles and two triangles in the base, like mountains, yes facing right, flat back on the left and flat base","['two triangles on top like bunny ears', 'diamond below the triangles', 'two triangles in the base, like mountains', 'facing right', 'flat back on the left', 'flat base']"
137,"the banana one, diamond head on top and base curved to the right","['the banana one', 'diamond head on top', 'base curved to the right']"
138,"kneeling fully down on knees, diamond on top, arms out one either side, left arms points left, right arm has point where it joins the body and other points are facing right and down, yes triangle arms, right one is only joined on by one point","['kneeling fully down on knees', 'diamond on top', 'arms out one either side', 'left arms points left', 'right arm has point where it joins the body and other points are facing right and down', 'yes triangle arms', 'right one is only joined on by one point']"
139,"standing, flat back on the right, diamond head on top and tray held to the left with hanging square sleeve under the tray","['standing', 'flat back on the right', 'diamond head on top', 'tray held to the left', 'hanging square sleeve under the tray']"
140,"ghost pose, arms up with one on each side, head closer to the left arm, body leaning towards the left","['ghost pose', 'arms up with one on each side', 'head closer to the left arm', 'body leaning towards the left']"
141,"diamond head rolling backwards, flat back on the right, stood on one leg with the other one up and pointing right, second head on the right side with nose facing down","['diamond head rolling backwards', 'flat back on the right', 'stood on one leg with the other one up and pointing right', 'second head on the right side with nose facing down']"
